RegionID	chr	start	end	Entropy	5637_value	SV_HUC_1_value	T24_value	UM_UC_3_value	
QDMR_8865	chr6	170255785	170256064	1.589	0.929815916	0.890451487	0.432503989	0.735369371	
QDMR_11712	chr9	35972146	35972449	1.589	0.984625668	0.677310924	0.933290334	0.970909091	
QDMR_20740	chr16	58025476	58027573	1.589	0.010199005	0.108886447	0.142059231	0.43094542	
QDMR_29858	chr17_KI270857v1_alt	939387	939757	1.589	0.440056683	0.413441091	0.941117216	0.649029982	
QDMR_3821	chr2	205681879	205682842	1.590	0.288429854	0.109001175	0.01328984	0.549589788	
QDMR_21526	chr17	7851600	7852266	1.590	0.965919206	0.393882481	0.523669686	0.944581957	
QDMR_10312	chr7	154750349	154750638	1.591	0.349740291	0.697959957	0.136637674	0.667070571	
QDMR_12050	chr9	97848414	97849235	1.591	0.851474249	0.573400523	0.936895987	0.904060398	
QDMR_16169	chr11	114058911	114061468	1.591	0.355948696	0.048648263	0.482028811	0.340849618	
QDMR_1451	chr1	112508191	112509679	1.592	0.641005593	0.300395704	0.579210238	0.736111354	
QDMR_28355	chr6_GL000251v2_alt	304631	305076	1.592	0.0	0.217777778	0.0	0.0	
QDMR_156	chr1	1943276	1943576	1.593	0.424358974	0.846073249	0.724168242	0.896033399	
QDMR_9915	chr7	100171261	100171936	1.593	0.273907728	0.594566983	0.052354945	0.456642716	
QDMR_16279	chr11	124843109	124843499	1.593	0.305717438	0.301488707	0.488670812	0.793594294	
QDMR_1115	chr1	50418556	50425799	1.594	0.544698391	0.349310084	0.783948103	0.904234975	
QDMR_3692	chr2	176107060	176108161	1.594	0.012162031	0.095498841	0.478990278	0.583127648	
QDMR_23252	chr18	69402697	69402935	1.594	0.476198677	0.33149766	0.90001079	0.834984753	
QDMR_30011	chr18_GL383569v1_alt	11221	11641	1.594	0.059200949	0.443048242	0.315627605	0.578931087	
QDMR_247	chr1	3012591	3012812	1.595	0.382575758	0.0	0.542973934	0.200490196	
QDMR_10391	chr7	157621209	157621454	1.595	0.796569334	0.232592292	0.428564908	0.780691611	
QDMR_16302	chr11	127003196	127003914	1.595	0.449656003	0.013194444	0.432514708	0.316469372	
QDMR_16695	chr12	49341936	49343092	1.595	0.624686313	0.675630359	0.415975627	0.885425446	
QDMR_15418	chr11	32829614	32830405	1.597	0.008695731	0.012381856	0.116537691	0.422627259	
QDMR_22191	chr17	47778186	47778656	1.597	0.752326969	0.49125258	0.790242714	0.809332705	
QDMR_27969	chrUn_GL000220v1	96239	97023	1.597	0.480996204	0.258465608	0.479229798	0.501499019	
QDMR_19935	chr16	1169429	1169641	1.598	0.458333333	0.949433107	0.378000967	0.868131868	
QDMR_9974	chr7	102321274	102321759	1.599	0.647656946	0.910095316	0.957654053	0.959875079	
QDMR_21271	chr17	5111410	5112061	1.599	0.022600944	0.009574176	0.020465157	0.231006965	
QDMR_29348	chr8_KI270901v1_alt	45761	47226	1.599	0.441816924	0.72496114	0.764560938	0.846085661	
QDMR_22101	chr17	43994580	43995076	1.600	0.114877325	0.305497315	0.219938293	0.591478379	
QDMR_24572	chr19	17302924	17303677	1.600	0.008928571	0.009162124	0.01968254	0.22779122	
QDMR_3959	chr2	223837221	223838073	1.601	0.020682367	0.026666051	0.077085136	0.345533208	
QDMR_5842	chr4	48490100	48491572	1.601	0.933481497	0.405625735	0.65365283	0.956396612	
QDMR_21438	chr17	4788954	4790682	1.601	0.102955567	0.037139689	0.018331448	0.38928414	
QDMR_1839	chr1	156435368	156436558	1.602	0.614226251	0.32034841	0.791621254	0.715626474	
QDMR_2412	chr1	231039316	231041263	1.602	0.144170284	0.260697262	0.049768703	0.548912374	
QDMR_17774	chr13	40664363	40667613	1.602	0.026954589	0.02463459	0.017276428	0.237109407	
QDMR_19640	chr15	89416511	89416759	1.602	0.592129236	0.331238301	0.616086179	0.647433261	
QDMR_21971	chr17	39864128	39864392	1.602	0.06575219	0.106422069	0.227586276	0.525723455	
QDMR_25595	chr19	50686567	50686837	1.602	0.415203471	0.438215416	0.972678591	0.988952208	
QDMR_707	chr1	26161316	26162115	1.603	0.400011647	0.538464239	0.769310439	0.952376936	
QDMR_12959	chrX	30652622	30653752	1.603	0.019940904	0.041365707	0.251192322	0.023036611	
QDMR_16541	chr12	19941203	19941424	1.603	0.501273883	0.805278902	0.877768969	0.788829337	
QDMR_18952	chr14	105474251	105475563	1.603	0.060857143	0.02411135	0.020069472	0.303457089	
QDMR_26322	chr20	38446584	38447211	1.603	0.680922498	0.122617062	0.49168593	0.213946616	
QDMR_18486	chr14	61751007	61751359	1.604	0.938409365	0.531833227	0.423579991	0.993450766	
QDMR_1085	chr1	46668002	46668723	1.605	0.190733707	0.417813852	0.446333033	0.450380325	
QDMR_2869	chr2	44928631	44929910	1.605	0.949913554	0.61742475	0.885571013	0.904573344	
QDMR_14709	chr10	117534406	117538164	1.605	0.541895602	0.624799392	0.594868352	0.902416028	
QDMR_15138	chr11	1448803	1449158	1.605	0.394337555	0.877333548	0.538092197	0.959706684	
QDMR_18945	chr14	105414975	105415410	1.605	0.397425068	0.327109142	0.892532069	0.742386914	
QDMR_28365	chr6_GL000251v2_alt	1039814	1040537	1.606	0.466666667	0.338612836	0.698677249	0.890178571	
QDMR_23143	chr18	46560399	46560612	1.607	0.0	0.569444444	0.445833333	0.0	
QDMR_2326	chr1	228101968	228103483	1.608	0.049120828	0.077164484	0.017674164	0.340555556	
QDMR_17230	chr12	117360271	117361643	1.608	0.393261948	0.12513357	0.667064327	0.66736611	
QDMR_29599	chr14_KI270847v1_alt	229300	231014	1.608	0.011359955	0.025328755	0.024000995	0.232403835	
QDMR_637	chr1	22285721	22285925	1.609	0.741154971	0.986107219	0.457775161	0.947075569	
QDMR_20999	chr16	85611341	85615421	1.609	0.025159804	0.134318252	0.241455507	0.522584562	
QDMR_26162	chr20	29496823	29497753	1.609	0.198333333	0.461299811	0.136752137	0.688478135	
QDMR_18412	chr14	52313969	52315291	1.610	0.058033993	0.069322656	0.616131098	0.630157161	
QDMR_2144	chr1	205568623	205569438	1.611	0.625319213	0.395779248	0.937893908	0.827096338	
QDMR_12394	chr9	131008972	131009623	1.611	0.568612755	0.271888377	0.708122447	0.767090614	
QDMR_25183	chr19	42216674	42217980	1.611	0.004204644	0.014622643	0.016588175	0.224211671	
QDMR_8776	chr6	167295325	167295783	1.612	0.348412698	0.864699074	0.643636364	0.861111111	
QDMR_15462	chr11	44316147	44317233	1.612	0.111811184	0.112691526	0.384410058	0.652822328	
QDMR_19699	chr15	94231386	94231750	1.612	0.00843402	0.005049602	0.193366177	0.495465686	
QDMR_21902	chr17	36934599	36943576	1.612	0.552122001	0.527938173	0.594810207	0.861337016	
QDMR_26666	chr20	63347973	63348221	1.612	0.537738187	0.773968671	0.282047076	0.824628643	
QDMR_28866	chr6_GL000255v2_alt	986369	987356	1.612	0.009049774	0.264660494	0.0	0.53790893	
QDMR_7793	chr6	18122019	18122763	1.613	0.830366053	0.398851491	0.559416365	0.955808732	
QDMR_12283	chr9	127699264	127699560	1.613	0.936217919	0.839485148	0.538058436	0.941970571	
QDMR_15738	chr11	65455019	65455279	1.613	0.024947392	0.239652561	0.015200479	0.533342893	
QDMR_19178	chr15	40925591	40930982	1.613	0.102048674	0.333643188	0.321668208	0.515074248	
QDMR_26674	chr20	63411910	63412231	1.613	0.325785817	0.894930052	0.347471664	0.792580884	
QDMR_30017	chr18_GL383572v1_alt	29974	30429	1.613	0.567460317	0.515895062	0.45	0.848035714	
QDMR_8396	chr6	98831441	98835966	1.614	0.390183445	0.161471349	0.714061853	0.715587636	
QDMR_9673	chr7	66044087	66044495	1.614	0.654840801	0.686976095	0.705983221	0.961453586	
QDMR_250	chr1	3067361	3071398	1.615	0.720695308	0.392889318	0.763917653	0.670394738	
QDMR_2166	chr1	207644966	207645607	1.615	0.563870386	0.120421817	0.182755369	0.275275164	
QDMR_13042	chrX	47190689	47190941	1.615	0.011326229	0.019383595	0.221874957	0.0015625	
QDMR_13061	chrX	48508777	48509354	1.615	0.024960789	0.006973486	0.253521767	0.034345953	
QDMR_5603	chr4	3871365	3872284	1.616	0.555811452	0.207369902	0.764735288	0.225086864	
QDMR_6475	chr5	1003822	1005572	1.616	0.374368471	0.500133719	0.465001426	0.784076788	
QDMR_9930	chr7	100604440	100606029	1.616	0.098952021	0.246346334	0.089930165	0.546987442	
QDMR_11912	chr9	84668263	84670789	1.616	0.120469551	0.047844494	0.237945064	0.531840134	
QDMR_2215	chr1	213985383	213985737	1.617	0.524515611	0.344653415	0.883833308	0.706291883	
QDMR_29804	chr17_GL000258v2_alt	1756821	1758420	1.617	0.015961764	0.25483183	0.063875735	0.53915268	
QDMR_10882	chr8	47188540	47189291	1.618	0.279563492	0.178491684	0.26547619	0.573993764	
QDMR_19491	chr15	74995353	74996358	1.618	0.178841094	0.407507678	0.399817422	0.59081641	
QDMR_296	chr1	3640399	3640637	1.619	0.734753788	0.489858991	0.736497567	0.891216931	
QDMR_17194	chr12	114400507	114401084	1.619	0.253962454	0.765219458	0.533004786	0.67112471	
QDMR_26988	chr21	41506824	41508747	1.619	0.056687952	0.28518082	0.261688606	0.477832559	
QDMR_27836	chr22	48901961	48902186	1.619	0.19603979	0.706225622	0.270104645	0.419504686	
QDMR_29098	chr6_KB021644v2_alt	70126	75572	1.619	0.642857143	0.457142857	0.611111111	0.886858974	
QDMR_965	chr1	40477112	40477715	1.620	0.278324649	0.014134851	0.019768687	0.0489014	
QDMR_13582	chrX	153885562	153886765	1.620	0.48452381	0.0	0.300446429	0.462474046	
QDMR_23097	chr18	34222394	34223828	1.620	0.048783394	0.083975363	0.522296098	0.223426796	
QDMR_25454	chr19	48720576	48721019	1.620	0.28673615	0.427356124	0.018072426	0.534300884	
QDMR_26677	chr20	63421554	63421973	1.620	0.165343915	0.66632403	0.261789084	0.732282419	
QDMR_7671	chr6	2902941	2903672	1.621	0.817234848	0.512206036	0.7905364	0.766224352	
QDMR_8559	chr6	128929968	128930174	1.621	0.970032841	0.632901231	0.952556881	0.901775729	
QDMR_17226	chr12	117098831	117099616	1.621	0.469843924	0.019436446	0.556193014	0.268981481	
QDMR_17643	chr13	22696441	22696780	1.622	0.67833082	0.646732841	0.677619048	0.908653846	
QDMR_20843	chr16	68737131	68738441	1.622	0.0	0.008935218	0.444117304	0.566381631	
QDMR_28492	chr6_GL000252v2_alt	253932	254404	1.622	0.973829945	0.718532689	0.942826618	0.963857822	
QDMR_1944	chr1	167121338	167121773	1.623	0.821734921	0.388764552	0.256317947	0.805663493	
QDMR_9050	chr7	1289745	1290572	1.623	0.197736136	0.357694051	0.662191449	0.756339952	
QDMR_21414	chr17	3963765	3964801	1.623	0.032951969	0.307163981	0.387711253	0.333991973	
QDMR_26405	chr20	46030301	46030604	1.623	0.823605372	0.444030952	0.730773557	0.865177999	
QDMR_2563	chr2	950000	951600	1.624	0.56480363	0.279551568	0.75137312	0.505921498	
QDMR_21159	chr16	88870647	88870979	1.624	0.390310226	0.886643732	0.686737209	0.841015829	
QDMR_2300	chr1	226548679	226549711	1.625	0.310925542	0.055265254	0.598736351	0.598229576	
QDMR_8413	chr6	99618529	99619401	1.625	0.759362139	0.480464357	0.883516025	0.802737717	
QDMR_12502	chr9	135105524	135105742	1.625	0.209675758	0.583024659	0.266696797	0.76720906	
QDMR_28423	chr6_GL000251v2_alt	3057946	3058787	1.625	0.560844842	0.182774384	0.486715797	0.467134478	
QDMR_193	chr1	2314275	2315647	1.626	0.187231318	0.39783795	0.268011497	0.685893185	
QDMR_795	chr1	30773163	30773433	1.626	0.889758508	0.837526362	0.619260525	0.355100872	
QDMR_16080	chr11	92224469	92226866	1.627	0.081444837	0.037597948	0.326845919	0.578795041	
QDMR_19766	chr15	101752508	101764820	1.627	0.540290486	0.843619735	0.825887451	0.918937898	
QDMR_23164	chr18	48135943	48137149	1.627	0.10297619	0.034323198	0.390018968	0.587967501	
QDMR_25583	chr19	50480596	50480818	1.627	0.405860806	0.89765625	0.7	0.836802903	
QDMR_9322	chr7	20783688	20785511	1.628	0.723334998	0.430550942	0.922231091	0.855282738	
QDMR_20698	chr16	56190660	56192366	1.628	0.40223814	0.053212298	0.576463259	0.261719429	
QDMR_21061	chr16	87779227	87779464	1.628	0.019204545	0.055326331	0.039412622	0.289262396	
QDMR_5560	chr4	2792767	2793148	1.629	0.709821429	0.412179935	0.454184972	0.955555556	
QDMR_19696	chr15	93088199	93089944	1.629	0.116669597	0.142432987	0.654353605	0.684874646	
QDMR_29194	chr8_KI270811v1_alt	252471	252699	1.629	0.275757576	0.361405261	0.225	0.643131868	
QDMR_12430	chr9	132877960	132878997	1.630	0.062206846	0.044809559	0.043209339	0.267596218	
QDMR_24771	chr19	23762911	23763326	1.630	0.344243269	0.016368242	0.004387481	0.557990871	
QDMR_571	chr1	18637686	18637907	1.631	0.347222222	0.382516119	0.240415467	0.655934343	
QDMR_3553	chr2	148875113	148876313	1.631	0.12062802	0.055126017	0.335310574	0.590742737	
QDMR_12512	chr9	135301638	135301959	1.631	0.183854557	0.749513212	0.278685247	0.715304655	
QDMR_13148	chrX	54182506	54183309	1.631	0.009784411	0.007326095	0.314418261	0.056876583	
QDMR_2130	chr1	204685004	204685757	1.632	0.421254638	0.227108644	0.740284511	0.53953824	
QDMR_2682	chr2	16508095	16508554	1.632	0.003333333	0.007440476	0.211634637	0.507745726	
QDMR_9298	chr7	12570539	12571209	1.632	0.212498929	0.59016807	0.534411985	0.489573553	
QDMR_12921	chrX	19343608	19344361	1.632	0.026658413	0.022451791	0.236917597	0.006493506	
QDMR_6776	chr5	64690362	64691147	1.633	0.046917378	0.018774452	0.304695564	0.559067634	
QDMR_11503	chr8	144798517	144799349	1.633	0.034503805	0.009151786	0.027202536	0.247965467	
QDMR_12759	chrX	261226	261433	1.633	0.370951304	0.574331055	0.691020928	0.883044733	
QDMR_18080	chr13	113022467	113022806	1.633	0.07310388	0.470557177	0.308645515	0.600430365	
QDMR_26113	chr20	21709120	21709410	1.634	0.334670582	0.194266705	0.317465626	0.612291528	
QDMR_1469	chr1	114154264	114154563	1.635	0.706012458	0.403525433	0.816375405	0.676251764	
QDMR_3956	chr2	222671403	222671941	1.635	0.248399907	0.547170067	0.708595752	0.722642386	
QDMR_5720	chr4	13527767	13527979	1.635	0.335364976	0.241731274	0.771100699	0.518236011	
QDMR_14504	chr10	99520184	99520625	1.635	0.282328203	0.23237243	0.687056918	0.796172943	
QDMR_14132	chr10	43322626	43323156	1.636	0.285110646	0.181253732	0.655082017	0.743303007	
QDMR_1235	chr1	68046960	68047322	1.637	0.811218194	0.533815157	0.915331794	0.846415291	
QDMR_2315	chr1	227786727	227787126	1.637	0.604158699	0.956767625	0.887312084	0.978385779	
QDMR_7210	chr5	141210172	141211085	1.637	0.90432397	0.627501324	0.933661236	0.881119936	
QDMR_20686	chr16	54291128	54291791	1.637	0.593043825	0.868375658	0.907670463	0.961187028	
QDMR_24582	chr19	17390377	17391441	1.637	0.651111111	0.340200392	0.358333333	0.228165064	
QDMR_5403	chr4	687524	687725	1.638	0.514374705	0.06364713	0.031495971	0.217192982	
QDMR_6055	chr4	108166591	108169251	1.638	0.015008986	0.08717912	0.125705209	0.403248994	
QDMR_9394	chr7	27192186	27193478	1.638	0.794902633	0.598519603	0.404321979	0.942716671	
QDMR_10446	chr7	158586636	158588529	1.638	0.593140727	0.403289246	0.92706302	0.739022654	
QDMR_12422	chr9	132409923	132410579	1.638	0.089561392	0.150098641	0.200658168	0.477457913	
QDMR_20932	chr16	78045855	78046269	1.638	0.637821492	0.291108771	0.831545949	0.432323232	
QDMR_22837	chr17	82371190	82372332	1.638	0.732591631	0.451587302	0.758133533	0.867526949	
QDMR_26534	chr20	59604753	59605732	1.638	0.295469782	0.081062936	0.518216186	0.32958605	
QDMR_26573	chr20	62216253	62216662	1.638	0.747376964	0.738214145	0.529628817	0.730423845	
QDMR_4304	chr3	13204192	13204539	1.639	0.461200082	0.736188609	0.79491627	0.871535318	
QDMR_2766	chr2	27123512	27123898	1.640	0.356652931	0.070101249	0.366719735	0.443123863	
QDMR_10367	chr7	157336395	157337612	1.640	0.436885849	0.042387093	0.111429377	0.599140248	
QDMR_1385	chr1	107480610	107480820	1.641	0.504353054	0.859478114	0.981822959	0.776338274	
QDMR_20387	chr16	24255719	24256299	1.641	0.435313624	0.13949595	0.5265293	0.528554293	
QDMR_27008	chr21	42218838	42220022	1.641	0.03782401	0.029459746	0.098282598	0.373841112	
QDMR_2949	chr2	61694582	61694802	1.642	0.048461506	0.013333333	0.017672524	0.275440779	
QDMR_14969	chr10	133325178	133326213	1.642	0.667222719	0.39889559	0.724587705	0.847189579	
QDMR_8637	chr6	146029386	146029644	1.643	0.548000643	0.285302892	0.764097783	0.627255871	
QDMR_14430	chr10	91887295	91887636	1.643	0.003968254	0.019399557	0.057469613	0.308841082	
QDMR_18273	chr14	23969699	23970237	1.643	0.207159366	0.280189961	0.641875985	0.767068302	
QDMR_5446	chr4	1009318	1012494	1.644	0.016055331	0.028831734	0.036631156	0.24078841	
QDMR_7703	chr6	5134938	5135561	1.645	0.879487179	0.907923624	0.899455584	0.662962963	
QDMR_9567	chr7	55254469	55255860	1.646	0.09120067	0.088378783	0.06906361	0.30504526	
QDMR_12936	chrX	23667289	23667565	1.646	0.012131238	0.0	0.214927772	0.003289474	
QDMR_24721	chr19	19537325	19538581	1.646	0.69464001	0.689890962	0.504748282	0.911654804	
QDMR_26356	chr20	44115682	44116383	1.646	0.695882353	0.904198117	0.911312881	0.901455058	
QDMR_908	chr1	37318010	37318657	1.647	0.428081875	0.179200644	0.412615391	0.57993004	
QDMR_13364	chrX	118823652	118823974	1.647	0.132090939	0.070522533	0.183666723	0.45909989	
QDMR_29360	chr9_GL383541v1_alt	19808	20504	1.647	0.051250886	0.415451011	0.019917263	0.577171268	
QDMR_14898	chr10	132879347	132879748	1.648	0.417342287	0.436318259	0.286482523	0.694833872	
QDMR_14992	chr10	133622643	133623301	1.648	0.79883886	0.476427328	0.745226106	0.828582186	
QDMR_17202	chr12	114448549	114448774	1.648	0.74921598	0.442145808	0.733395151	0.841308326	
QDMR_18538	chr14	69483742	69485199	1.648	0.316331086	0.266348343	0.423838125	0.712893863	
QDMR_29871	chr17_KI270857v1_alt	1984399	1984648	1.648	0.479629638	0.868440174	0.319100431	0.876931797	
QDMR_16631	chr12	42590285	42590578	1.649	0.147898004	0.422385802	0.03122754	0.08973768	
QDMR_24528	chr19	15760254	15760508	1.649	0.548710961	0.408160444	0.137864358	0.439184916	
QDMR_27838	chr22	49051617	49051852	1.649	0.427795149	0.734847091	0.692342337	0.76377683	
QDMR_10981	chr8	66542310	66542756	1.650	0.686609973	0.916726663	0.42437593	0.95577654	
QDMR_12188	chr9	121499527	121500308	1.650	0.03321066	0.05529972	0.071099015	0.305288425	
QDMR_12682	chr9	137217297	137217540	1.650	0.403231293	0.842295976	0.694975318	0.895200706	
QDMR_13450	chrX	132956335	132958589	1.650	0.512297664	0.364134756	0.769686988	0.532749143	
QDMR_13690	chrY	476165	476447	1.650	0.083467554	0.211340282	0.469205355	0.631696666	
QDMR_20331	chr16	19113814	19115285	1.651	0.197442088	0.341359458	0.262015866	0.618851963	
QDMR_23770	chr19	2289896	2291905	1.651	0.543634886	0.352755132	0.857835959	0.904294332	
QDMR_14707	chr10	117240924	117242019	1.652	0.270687778	0.278447526	0.804867969	0.543835143	
QDMR_22391	chr17	61462001	61462473	1.652	0.574496621	0.48711343	0.387696577	0.855105412	
QDMR_26093	chr20	20452461	20452685	1.652	0.442684335	0.700838306	0.902164094	0.970684098	
QDMR_2022	chr1	181483570	181483937	1.653	0.433661347	0.227445102	0.44430466	0.633598524	
QDMR_7203	chr5	141157315	141158185	1.653	0.446595656	0.677653336	0.5254329	0.955001019	
QDMR_17177	chr12	113103892	113104281	1.653	0.874404762	0.787415267	0.518098108	0.842752028	
QDMR_17413	chr12	130337200	130339538	1.653	0.821814227	0.587786342	0.820012204	0.797148611	
QDMR_11922	chr9	87011594	87011827	1.654	0.749569944	0.820418269	0.477785753	0.885969965	
QDMR_21603	chr17	14345074	14345404	1.654	0.560219278	0.980133704	0.853703915	0.962034275	
QDMR_30407	chr14_GL000225v1_random	58131	58684	1.654	0.0	0.475	0.561904762	0.0	
QDMR_7474	chr5	176629519	176630675	1.655	0.224260424	0.21863168	0.65693111	0.778369425	
QDMR_12442	chr9	133274615	133275949	1.655	0.491144992	0.638554553	0.63039086	0.889423951	
QDMR_23478	chr19	523165	523661	1.655	0.76026618	0.938111763	0.476406649	0.851991012	
QDMR_6520	chr5	1282534	1283129	1.656	0.524871716	0.920125286	0.799587512	0.837255419	
QDMR_11308	chr8	142464084	142465101	1.656	0.449135153	0.582321488	0.723470775	0.964220227	
QDMR_18681	chr14	90815883	90816604	1.656	0.226140164	0.002564103	0.015231027	0.023280423	
QDMR_5924	chr4	74444969	74445423	1.658	0.009216726	0.009858225	0.009591444	0.220565651	
QDMR_13578	chrX	153807099	153807340	1.658	0.815528412	0.954509284	0.519838413	0.945946504	
QDMR_14206	chr10	49326229	49326659	1.658	0.448502542	0.77698695	0.721825625	0.843800317	
QDMR_20071	chr16	2284107	2284346	1.658	0.364231693	0.816348805	0.513664163	0.916412087	
QDMR_21922	chr17	38351739	38353056	1.658	0.0	0.00989011	0.023219373	0.227676028	
QDMR_249	chr1	3062711	3064194	1.659	0.546711958	0.827432484	0.824401421	0.895305891	
QDMR_3262	chr2	104659130	104659482	1.659	0.626808838	0.390882053	0.839708134	0.924487444	
QDMR_7257	chr5	141636864	141638118	1.659	0.019968411	0.07268275	0.021841333	0.332060381	
QDMR_5990	chr4	84496506	84499646	1.660	0.576457359	0.371639483	0.850789041	0.482679541	
QDMR_10850	chr8	41653468	41654191	1.660	0.284445445	0.389154575	0.3345224	0.661711489	
QDMR_15139	chr11	1450109	1450365	1.660	0.275556376	0.80952381	0.526190476	0.767316017	
QDMR_26693	chr20	63521713	63521917	1.660	0.377533578	0.715213793	0.366961343	0.91642282	
QDMR_29158	chr7_KI270807v1_alt	81319	81560	1.660	0.481833333	0.407932679	0.41014526	0.763848878	
QDMR_9017	chr7	989829	990689	1.661	0.604064252	0.883933887	0.952859641	0.971298037	
QDMR_10677	chr8	15236728	15237659	1.661	0.049589884	0.034047881	0.524952342	0.230983956	
QDMR_1946	chr1	167439275	167439900	1.662	0.913729645	0.387970517	0.697303691	0.527799497	
QDMR_11542	chr9	4297817	4300182	1.662	0.009543503	0.221731742	0.013617075	0.013557654	
QDMR_18524	chr14	67572081	67572296	1.662	0.799078432	0.938530021	0.525250128	0.875299893	
QDMR_19227	chr15	43776388	43777594	1.662	0.151427364	0.380436865	0.382404382	0.416406777	
QDMR_22137	chr17	45019241	45019645	1.662	0.001763668	0.0	0.042971877	0.285700849	
QDMR_10933	chr8	56319811	56320236	1.663	0.435917968	0.065572015	0.104199467	0.616664208	
QDMR_13196	chrX	70433857	70434811	1.663	0.02156854	0.01033092	0.299756355	0.547339331	
QDMR_5809	chr4	41745491	41746128	1.664	0.848944805	0.626351834	0.883224386	0.880454588	
QDMR_26277	chr20	35615756	35616379	1.664	0.01532459	0.028019893	0.008260296	0.22509144	
QDMR_614	chr1	21436577	21436923	1.665	0.666666667	0.878788558	0.873015873	0.875	
QDMR_14285	chr10	69630134	69630599	1.665	0.0	0.00802139	0.551238043	0.36597781	
QDMR_25672	chr19	53132372	53132977	1.665	0.236884546	0.332683812	0.567789926	0.776217176	
QDMR_3035	chr2	71466034	71466997	1.667	0.434885634	0.18068721	0.280253722	0.694206515	
QDMR_9648	chr7	64569524	64570450	1.667	0.510454397	0.385365722	0.886339032	0.94129567	
QDMR_22235	chr17	48718872	48719930	1.667	0.81109949	0.518508024	0.904370932	0.907162649	
QDMR_22982	chr18	9707755	9709314	1.667	0.251238955	0.245678417	0.263886396	0.044491052	
QDMR_25121	chr19	40605062	40605861	1.667	0.020688055	0.039141128	0.324281198	0.560267373	
QDMR_25763	chr19	55377637	55378108	1.667	0.952357334	0.970133263	0.644073195	0.903871337	
QDMR_8331	chr6	77650140	77650627	1.668	0.452379998	0.375797422	0.919289908	0.719203259	
QDMR_27182	chr21	46125273	46125518	1.668	0.711098073	0.928895361	0.957115608	0.932819161	
QDMR_14815	chr10	129898815	129899148	1.669	0.708817333	0.639306409	0.671434628	0.970324977	
QDMR_18897	chr14	104800107	104801501	1.669	0.096430978	0.191941989	0.106201529	0.480555844	
QDMR_26522	chr20	58853969	58856184	1.669	0.758187864	0.475629985	0.784271322	0.874505095	
QDMR_19642	chr15	89496233	89496753	1.670	0.435717599	0.860349462	0.667701413	0.963743049	
QDMR_24740	chr19	21474767	21475233	1.670	0.333022901	0.426995449	0.851364814	0.890922756	
QDMR_14907	chr10	132927297	132927529	1.671	0.714390044	0.854713125	0.445561091	0.722923188	
QDMR_18738	chr14	97218722	97219609	1.671	0.154462339	0.072695993	0.622133765	0.460271321	
QDMR_19139	chr15	36887315	36887581	1.671	0.464071415	0.213675214	0.023333333	0.565189369	
QDMR_24520	chr19	15453058	15453412	1.671	0.505416667	0.758804311	0.815805354	0.958960864	
QDMR_24642	chr19	18160928	18161422	1.671	0.773846154	0.90507919	0.488451404	0.975714286	
QDMR_271	chr1	3323351	3323697	1.672	0.395641891	0.704472822	0.338682069	0.886713521	
QDMR_7923	chr6	28988329	28988801	1.672	0.996008834	0.730905455	0.959746151	0.977738876	
QDMR_15459	chr11	44305690	44306382	1.672	0.527519199	0.341342354	0.600839747	0.817956957	
QDMR_28995	chr6_GL000256v2_alt	320830	321083	1.672	0.0078125	0.02	0.0	0.215784053	
QDMR_9957	chr7	101201769	101202445	1.673	0.500763906	0.778540612	0.846859564	0.864922958	
QDMR_13928	chr10	5666017	5666835	1.673	0.009579633	0.035261976	0.021281197	0.244029094	
QDMR_18193	chr14	63045289	63046278	1.673	0.21094585	0.023287095	0.55267954	0.396100289	
QDMR_19560	chr15	80251672	80252320	1.673	0.354444444	0.016025641	0.559684879	0.013392857	
QDMR_21824	chr17	30921829	30922908	1.673	0.571907376	0.361387743	0.462418816	0.847166504	
QDMR_19832	chr16	565682	565927	1.674	0.597599837	0.59154334	0.483868273	0.892929293	
QDMR_24847	chr19	34577501	34577992	1.674	0.85685941	0.575745879	1.0	0.953104637	
QDMR_25534	chr19	49689242	49689545	1.674	0.583083713	0.950239844	0.867592389	0.971067109	
QDMR_25813	chr19	56228155	56228423	1.674	0.642216206	0.901457762	0.907579369	0.960514842	
QDMR_28939	chr6_GL000255v2_alt	3083522	3085439	1.674	0.335891886	0.017364117	0.142548288	0.547244621	
QDMR_314	chr1	3907655	3907892	1.675	0.686937964	0.941102667	0.91079453	0.910968981	
QDMR_9030	chr7	1065623	1066338	1.675	0.481993328	0.607961742	0.519533288	0.88783043	
QDMR_13267	chrX	93673547	93673787	1.675	0.01960697	0.019924622	0.224779928	0.012752722	
QDMR_15193	chr11	2699180	2700857	1.675	0.397251864	0.447014583	0.90443753	0.624012397	
QDMR_16400	chr12	1907967	1908581	1.675	0.649958739	0.403867878	0.901922432	0.936790425	
QDMR_21280	chr17	63699530	63701373	1.675	0.538441232	0.829640749	0.959549621	0.94367178	
QDMR_23769	chr19	2278606	2278849	1.675	0.747631579	0.96474359	0.981481481	0.95609825	
QDMR_24186	chr19	8208646	8209036	1.675	0.275063357	0.6580981	0.558444904	0.738504308	
QDMR_27484	chr22	29313292	29316024	1.675	0.635258623	0.544549397	0.533399759	0.924510394	
QDMR_2489	chr1	244461199	244461618	1.676	0.720448763	0.235183066	0.778041576	0.219568826	
QDMR_6226	chr4	152935960	152938093	1.676	0.018691882	0.037834723	0.049047139	0.26769867	
