chr	start	end	5637_value	SV_HUC_1_value	T24_value	UM_UC_3_value
chr6_GL000255v2_alt	1315933	1316601	0.004934451	0.015928819	0.022222222	0.018314
chr6_GL000255v2_alt	1326259	1326855	0.966666667	0	0	0
chr6_GL000255v2_alt	1329951	1330878	0.013888889	0.02551159	0.8	0.937809182
chr6_GL000255v2_alt	1355863	1356165	0	0	0	0
chr6_GL000255v2_alt	1357121	1357530	0	0.010989011	0	0.234285714
chr6_GL000255v2_alt	1358595	1358798	0.708663433	0.254335815	0	0.949781964
chr6_GL000255v2_alt	1382535	1382972	0.946014493	0.861294261	0.927210884	0.454166667
chr6_GL000255v2_alt	1427069	1427614	0.798182957	0.644139454	0.680464307	0.747388927
chr6_GL000255v2_alt	1468258	1469512	0.010132053	0.019519391	0.007915016	0.048029519
chr6_GL000255v2_alt	1514638	1515573	0.775916808	0.628453654	0.84	0.667151558
chr6_GL000255v2_alt	1581467	1582369	0	0	0	0
chr6_GL000255v2_alt	1600142	1600494	0	0	0	0.02
chr6_GL000255v2_alt	1706238	1707024	0.4679662	0.565425129	0.63015873	0.759341888
chr6_GL000255v2_alt	1718967	1719730	0.037037037	0.644364867	0.585416667	0.790656061
chr6_GL000255v2_alt	1721434	1721827	0.054834055	0.215901361	0.033333333	0.365426587
chr6_GL000255v2_alt	1744688	1745494	0	0	0	0.045098039
chr6_GL000255v2_alt	1810594	1810827	0	0.017592593	0.120833333	0.306096681
chr6_GL000255v2_alt	1811083	1812497	0.007692308	0.00952381	0	0.019047619
chr6_GL000255v2_alt	1826293	1826797	0	0.003663004	0.0125	0
chr6_GL000255v2_alt	1872196	1872988	0.009435626	0.005879659	0.00952381	0.01003179
chr6_GL000255v2_alt	1902032	1902954	0	0	0	0
chr6_GL000255v2_alt	1927767	1928189	0	0	0	0.015488215
chr6_GL000255v2_alt	1941729	1942738	0	0	0	0
chr6_GL000255v2_alt	1945938	1946362	0.020833333	0	0.012777778	0.014277234
chr6_GL000255v2_alt	1972171	1972838	0.015151515	0.007246377	0.008333333	0.025232288
chr6_GL000255v2_alt	1975959	1976865	0	0	0	0
chr6_GL000255v2_alt	1997640	1999773	0	0.010103486	0.033654554	0.015727322
chr6_GL000255v2_alt	2139250	2139585	0	0	0	0
chr6_GL000255v2_alt	2163031	2163346	0.012851662	0	0.015084586	0.005236892
chr6_GL000255v2_alt	2168922	2169685	0.028941121	0.866666667	0.392956349	0.930088141
chr6_GL000255v2_alt	2210583	2210938	0.048756799	0.571428571	0.156205534	0.705472883
chr6_GL000255v2_alt	2416340	2416816	0	0	0.020849673	0
chr6_GL000255v2_alt	2438640	2438848	0	1	0.85	0.991666667
chr6_GL000255v2_alt	2455659	2456169	0	0	0.018932496	0
chr6_GL000255v2_alt	2526499	2527768	0	0.044642857	0.134821429	0.583333333
chr6_GL000255v2_alt	2564162	2564447	0	0	0	0
chr6_GL000255v2_alt	2611863	2612984	0.472222222	0	0.052709677	0
chr6_GL000255v2_alt	2655538	2655766	0	0	0.015384615	0
chr6_GL000255v2_alt	2658765	2659528	0.007518797	0	0.012820513	0.018681319
chr6_GL000255v2_alt	2749790	2750257	0	0	0.044444444	0
chr6_GL000255v2_alt	2753583	2754311	0	0.066666667	0.014809635	0.040384615
chr6_GL000255v2_alt	2797747	2797975	0.014285714	0.004807692	0.006944444	0.01510989
chr6_GL000255v2_alt	2836480	2837321	0.596654571	0.266360466	0.326123468	0.484306191
chr6_GL000255v2_alt	2875823	2877066	0	0.004115226	0.0140625	0.007550589
chr6_GL000255v2_alt	2887560	2887802	0.958333333	0	0	0.973611111
chr6_GL000255v2_alt	2907890	2908566	0.008928571	0	0	0.026533189
chr6_GL000255v2_alt	2908781	2909199	0.026763668	0.026648352	0.014226845	0.089880465
chr6_GL000255v2_alt	2916379	2916699	0.015700483	0.005494505	0.012240829	0.010751237
chr6_GL000255v2_alt	2920862	2922140	0.011607143	0	0.017305459	0.006331169
chr6_GL000255v2_alt	2937128	2937420	0	0	0	0
chr6_GL000255v2_alt	2938691	2939335	0.96127451	0.909711056	0.944640551	0.98505661
chr6_GL000255v2_alt	2958649	2959329	0	0.016666667	0.023529412	0.007692308
chr6_GL000255v2_alt	2979459	2979752	0.957142857	0	0.967857143	0.968560606
chr6_GL000255v2_alt	2983928	2984764	0.842405458	0.91467803	0.883928571	0.96849602
chr6_GL000255v2_alt	2985563	2986279	0.421611722	0.545436508	0.006944444	0.15981241
chr6_GL000255v2_alt	2995531	2996378	0.0444132	0.036310851	0.015172774	0.015966387
chr6_GL000255v2_alt	3051290	3051955	0	0	0	0
chr6_GL000255v2_alt	3062516	3062903	0	0	0	0
chr6_GL000255v2_alt	3070923	3073241	0.690212952	0.012978142	0.51838518	0.733222819
chr6_GL000255v2_alt	3083522	3085439	0.335891886	0.017364117	0.142548288	0.547244621
chr6_GL000255v2_alt	3090661	3090886	0	0	0	0.018257576
chr6_GL000255v2_alt	3118494	3119143	0	0	0.024074074	0.021164021
chr6_GL000255v2_alt	3145091	3145299	0	0	0.666666667	0.92987013
chr6_GL000255v2_alt	3153092	3153611	0	0	0	0
chr6_GL000255v2_alt	3155887	3156153	0.966526611	0.991071429	0.866666667	0.988095238
chr6_GL000255v2_alt	3156977	3158283	0.768018823	0.773614633	0.90455711	0.96137459
chr6_GL000255v2_alt	3214682	3215133	0.066666667	0	0	0.010763889
chr6_GL000255v2_alt	3227923	3228752	0.014814815	0.019345238	0.008960573	0.010143451
chr6_GL000255v2_alt	3302243	3302522	0	0	0	0
chr6_GL000255v2_alt	3372010	3372649	0.884063492	0.8	0.89356576	0.980952381
chr6_GL000255v2_alt	3373521	3373964	0.995238095	0.974725275	0.898486706	0.957698413
chr6_GL000255v2_alt	3377246	3377946	0.026666667	0	0	0.014285714
chr6_GL000255v2_alt	3389884	3390620	0.997916667	0.984259259	0.950793651	0.973091459
chr6_GL000255v2_alt	3418714	3419805	0.023617811	0.051587302	0.010737628	0.046574579
chr6_GL000255v2_alt	3720468	3720808	0	0	0.481792929	0
chr6_GL000255v2_alt	3783939	3784356	0	0	0.679271709	0
chr6_GL000255v2_alt	3859001	3859540	0	0.040196078	0.800824176	0
chr6_GL000255v2_alt	3955870	3956187	0.650000487	0.861463373	0.80221506	0
chr6_GL000255v2_alt	4032796	4033181	0	0	0.007692308	0.035714286
chr6_GL000255v2_alt	4038005	4038350	0.014880952	0	0	0.7
chr6_GL000255v2_alt	4047360	4048881	0	0.043434343	0	0.048684597
chr6_GL000255v2_alt	4074008	4074356	0	0	0	0.8
chr6_GL000255v2_alt	4088662	4089291	0	0	0.05	0.154166667
chr6_GL000255v2_alt	4162444	4163340	0	0.023529412	0.013888889	0.006802721
chr6_GL000255v2_alt	4165823	4167502	0.009440463	0.047288522	0.006875659	0.015244561
chr6_GL000255v2_alt	4202181	4202423	0.796875	0.968253968	0.734391534	0.755591631
chr6_GL000255v2_alt	4275277	4275675	0.185714286	0	0	0
chr6_GL000255v2_alt	4311636	4311891	0.425	0.287878788	0.111355311	0.201190476
chr6_GL000255v2_alt	4355918	4356345	0	0	0	0.255311355
chr6_GL000255v2_alt	4386617	4386958	0	0	0	0
chr6_GL000255v2_alt	4387571	4387963	0	0	0	0
chr6_GL000255v2_alt	4394398	4395342	0	0	0.025	0
chr6_GL000255v2_alt	4398916	4399450	1	0	0	0
chr6_GL000255v2_alt	4402192	4402983	0.013333333	0	0	0
chr6_GL000255v2_alt	4407641	4407887	0.213888889	0.133333333	0.054166667	0
chr6_GL000255v2_alt	4442726	4444086	0.011291486	0.022869674	0.012012012	0.039930556
chr6_GL000255v2_alt	4465966	4466739	0.006646825	0.007692308	0.02033931	0.002583979
chr6_GL000255v2_alt	4471394	4471917	0	0	0	0
chr6_GL000255v2_alt	4483186	4483620	0	0	0	0.023015873
chr6_GL000255v2_alt	4492946	4494226	0.015720071	0.009368836	0.008708747	0.011830951
chr6_GL000255v2_alt	4507762	4508477	0.016666667	0.027777778	0	0.005555556
chr6_GL000255v2_alt	4509505	4509846	0.451948052	0	0.957109557	0.979831933
chr6_GL000255v2_alt	4511865	4512268	0	0	0	0
chr6_GL000255v2_alt	4515386	4515661	0.870940171	0.84	0	0.926666667
chr6_GL000255v2_alt	4517023	4517740	0.00666249	0.01320444	0.00166113	0.005874741
chr6_GL000255v2_alt	4585728	4586606	0.013225233	0.009791531	0.009334845	0.0189951
chr6_GL000255v2_alt	4604538	4605283	0.005847953	0.01010101	0.009259259	0.009569378
chr6_GL000255v2_alt	4605471	4605805	0	0	0	0.133333333
chr6_GL000256v2_alt	95421	95690	0	0.474325674	0.816883117	0.831144781
chr6_GL000256v2_alt	123326	123771	0.88	0.175396825	0	0
chr6_GL000256v2_alt	148162	148403	0	0	0	0.013333333
chr6_GL000256v2_alt	173150	173602	0	0.011465471	0.028373016	0.016374269
chr6_GL000256v2_alt	204971	205173	0.018404672	0.005156448	0.009722222	0.011805556
chr6_GL000256v2_alt	232567	233629	0.027678571	0	0	0.054901961
chr6_GL000256v2_alt	297788	298260	0.985431629	0.618341803	0.881310476	0.969698758
chr6_GL000256v2_alt	320830	321083	0.0078125	0.02	0	0.215784053
chr6_GL000256v2_alt	325999	326237	0.043181818	0	0	0.003134796
chr6_GL000256v2_alt	469072	469581	0.909722222	0.860646715	0.836822998	0.909090909
chr6_GL000256v2_alt	475055	475564	0.913461538	0.885011776	0.902272727	0.934065934
chr6_GL000256v2_alt	959024	959233	0.015151515	0.012388889	0	0.06553329
chr6_GL000256v2_alt	1029588	1030575	0	0.155584416	0.693464052	0.547092547
chr6_GL000256v2_alt	1054920	1055608	0.4	0.017857143	0.833333333	0
chr6_GL000256v2_alt	1058747	1059547	0	0	0	0
chr6_GL000256v2_alt	1098320	1099277	1	0.139481564	0	0.361269841
chr6_GL000256v2_alt	1106283	1106590	0.954365079	0.954028276	0	0.751515152
chr6_GL000256v2_alt	1133807	1134848	0	0	0	0.933333333
chr6_GL000256v2_alt	1155826	1156082	0.561904762	0	0	0
chr6_GL000256v2_alt	1169580	1169809	0	0	0	0
chr6_GL000256v2_alt	1187354	1188612	0.135073458	0.10794228	0	0.46019536
chr6_GL000256v2_alt	1226074	1227030	0.419954367	0.330328798	0	0.304901451
chr6_GL000256v2_alt	1232046	1232266	0	0	0	0.714285714
chr6_GL000256v2_alt	1240239	1241403	0	0	0	0
chr6_GL000256v2_alt	1274426	1275193	0.052579365	0.018422318	0.008547009	0.033928571
chr6_GL000256v2_alt	1304250	1305399	0.398537618	0.724558223	0.945454545	0.970197412
chr6_GL000256v2_alt	1360081	1360340	0.005494505	0.012813912	0	0.004807692
chr6_GL000256v2_alt	1370023	1370619	0	0	1	0
chr6_GL000256v2_alt	1374060	1374642	0	0.020773525	0.418650794	0.910330695
chr6_GL000256v2_alt	1399648	1399950	0	0	0	0
chr6_GL000256v2_alt	1400906	1401315	0	0.008403361	0	0.033333333
chr6_GL000256v2_alt	1402380	1402583	0.6532488	0.297439116	0	0.901308947
chr6_GL000256v2_alt	1426324	1426761	0.880555556	0.841086691	0.8	0.945652174
chr6_GL000256v2_alt	1470872	1471417	0.888756614	0.650535183	0.636630037	0.794620811
chr6_GL000256v2_alt	1512047	1513301	0.038457557	0.015569951	0.022160329	0.038211454
chr6_GL000256v2_alt	1558023	1558958	0.88203602	0.377945023	0.077380952	0.491668464
chr6_GL000256v2_alt	1624846	1625748	0	0.004926108	0	0.018518519
chr6_GL000256v2_alt	1643517	1643869	0.061111111	0.006666667	0	0.012820513
chr6_GL000256v2_alt	1749500	1750286	0.66	0.609895833	0	0.6
chr6_GL000256v2_alt	1762225	1762988	0.772058824	0.660258018	0.833262918	0.870217893
chr6_GL000256v2_alt	1764692	1765085	0.041666667	0	0	0
chr6_GL000256v2_alt	1790361	1791167	0.04	0.014880952	0	0.169117647
chr6_GL000256v2_alt	1856264	1856497	0	0	0	0.425518421
chr6_GL000256v2_alt	1856753	1858167	0	0.007215007	0	0
chr6_GL000256v2_alt	1871963	1872467	0	0.013457557	0.008333333	0.011111111
chr6_GL000256v2_alt	1917866	1918658	0.010847844	0.005515863	0.017932281	0.013905128
chr6_GL000256v2_alt	1947703	1948625	0	0	0	0.017857143
chr6_GL000256v2_alt	1973437	1973859	0.018849206	0.033333333	0	0.011111111
chr6_GL000256v2_alt	2017845	2018512	0	0.009195402	0.009672619	0
chr6_GL000256v2_alt	2021633	2022539	0	0	0.012987013	0
chr6_GL000256v2_alt	2043326	2045459	0.005157678	0.00715812	0.012404564	0.018837174
chr6_GL000256v2_alt	2461904	2462199	0.055555556	0	0	0
chr6_GL000256v2_alt	2484022	2484230	0	0	0.903769841	0.955113636
chr6_GL000256v2_alt	2501059	2501570	0	0	0	0.111111111
chr6_GL000256v2_alt	2573025	2574294	0	0.016666667	0.102262443	0.933333333
chr6_GL000256v2_alt	2610688	2610973	0	0	0.714285714	0
chr6_GL000256v2_alt	2658406	2659672	0	0.007468626	0	0
chr6_GL000256v2_alt	2701976	2702416	0	0	0	0
chr6_GL000256v2_alt	2705414	2706177	0	0	0.021904762	0.035209235
chr6_GL000256v2_alt	2793186	2793653	0	0	0	0
chr6_GL000256v2_alt	2796978	2797706	0	0.006060606	0.013504864	0.011111111
chr6_GL000256v2_alt	2841175	2841403	0.018162393	0	0.007936508	0.008823529
chr6_GL000256v2_alt	2879939	2880780	0.691168749	0.36296264	0.838095238	0.496498277
chr6_GL000256v2_alt	2919283	2920526	0.003968254	0.01754386	0.01498538	0.026535594
chr6_GL000256v2_alt	2931023	2931265	0.933333333	0.966666667	1	0.982716049
chr6_GL000256v2_alt	2951353	2952025	0.00617284	0	0.014976959	0.013257576
chr6_GL000256v2_alt	2952240	2952658	0.010802469	0.020955999	0.006060606	0.068006823
chr6_GL000256v2_alt	2959838	2960158	0.00617284	0	0.027777778	0.052346041
chr6_GL000256v2_alt	2964322	2965600	0.021520147	0.006493506	0.015765022	0.016581633
chr6_GL000256v2_alt	2980588	2980880	0	0	0	0.833333333
chr6_GL000256v2_alt	2982152	2982796	0.967157287	0.966054526	0.89799321	0.963451488
chr6_GL000256v2_alt	3002114	3002794	0.033333333	0.021911663	0.028571429	0.009714286
chr6_GL000256v2_alt	3022944	3023237	0.92452381	0.967032967	0.908630952	0.964444444
chr6_GL000256v2_alt	3027413	3028249	0.897284226	0.903227513	0.847165508	0.940438267
chr6_GL000256v2_alt	3029048	3029764	0.768308081	0.145833333	0.010416667	0.755396825
chr6_GL000256v2_alt	3039009	3039856	0.032769638	0	0.043492063	0.071730504
chr6_GL000256v2_alt	3163749	3164398	0.013333333	0	0.04047619	0.008547009
chr6_GL000256v2_alt	3190341	3190549	0	0	0	0
chr6_GL000256v2_alt	3259901	3260352	0	0.020833333	0.070707071	0.024319728
chr6_GL000256v2_alt	3273142	3273971	0.008547009	0.018055556	0.002564103	0.010541311
chr6_GL000256v2_alt	3465017	3465656	0.96	0	0.97979798	0.91962482
chr6_GL000256v2_alt	3466528	3466971	0.996774194	0.954835279	0.950212924	0.976096025
chr6_GL000256v2_alt	3470256	3470956	0	0	0	0.071527778
chr6_GL000256v2_alt	3482890	3483626	0.970959596	0.981339031	0.977922078	0.989367358
chr6_GL000256v2_alt	3511720	3512811	0.008333333	0.361071429	0	0.02
chr6_GL000256v2_alt	3856163	3856549	0.35	0.876456876	0	0
chr6_GL000256v2_alt	3945737	3946020	0.020833333	0	0	0
chr6_GL000256v2_alt	3985127	3985499	0.252083333	0	0	0
chr6_GL000256v2_alt	4061648	4062514	0.575908521	0	0	0
chr6_GL000256v2_alt	4161710	4162028	0.75	0	0	0.838871718
chr6_GL000256v2_alt	4237757	4238142	0	0	0	0
chr6_GL000256v2_alt	4242969	4243314	0.005681818	0	0	0.031372549
chr6_GL000256v2_alt	4252324	4253754	0.012121212	0.052380952	0.02379584	0.121142857
chr6_GL000256v2_alt	4278940	4279288	0	0	0.85	0.96
chr6_GL000256v2_alt	4293586	4294215	0	0	0.05	0.010795455
chr6_GL000256v2_alt	4367366	4368262	0	0	0	0
chr6_GL000256v2_alt	4370745	4370996	0	0.066666667	0	0.013333333
chr6_GL000256v2_alt	4421382	4422428	0.016181857	0.003496503	0.008	0.004878455
chr6_GL000256v2_alt	4457101	4457343	0.869490857	0.913547237	0	0.9
chr6_GL000256v2_alt	4529622	4530020	0	0.008726568	0	0
chr6_GL000256v2_alt	4565929	4566184	0.574184854	0.369307351	0	0.32830433
chr6_GL000256v2_alt	4697030	4698390	0.015618773	0	0.005298273	0.005673759
chr6_GL000256v2_alt	4720230	4721003	0.014186508	0.016924067	0.006845919	0.005494505
chr6_GL000256v2_alt	4840015	4840893	0.011765525	0.016801063	0.0109375	0.023139682
chr6_GL000256v2_alt	4858850	4859595	0.005681818	0.042942177	0.026785714	0.007142857
chr6_GL000256v2_alt	4859783	4860117	0	0	0	0
chr6_GL000256v2_alt	4866626	4867210	0.027524705	0.016573296	0.006516781	0.026363224
chr6_GL000256v2_alt	4876998	4877244	0.42676501	0.120261438	0.451429026	0.902181204
chr6_GL000256v2_alt	4902992	4903476	0.010714286	0.019607843	0.015151515	0.004545455
chr6_KB021644v2_alt	29679	30249	0.756395892	0.954888701	0.972222222	0.833863636
chr6_KB021644v2_alt	70126	75572	0.642857143	0.457142857	0.611111111	0.886858974
chr6_KB021644v2_alt	76839	77253	0.477729084	0.82382781	0.421855466	0.737373108
chr6_KB021644v2_alt	95217	95509	0.673176013	0.828582424	0.67267112	0.700988117
chr6_KB021644v2_alt	118834	119037	0.182499581	0.006038647	0.087163561	0.01899571
chr6_KB021644v2_alt	120277	120770	0.4022805	0.909507598	0.701180537	0.837072138
chr6_KB021644v2_alt	143899	144394	0.867982443	0.897937876	0.919895741	0.955260151
chr6_KB021644v2_alt	165919	166383	0	0	0	0
chr6_KI270797v1_alt	3	434	0.064249926	0.046801276	0.018715291	0.697801906
chr6_KI270797v1_alt	26457	27237	0.005223064	0.01201236	0.007258174	0.028048261
chr6_KI270797v1_alt	65217	65818	0.018298787	0.077498492	0.025521389	0.101914715
chr6_KI270798v1_alt	130994	131239	0.922967914	0.852837982	0.962073112	0.857818802
chr6_KI270798v1_alt	2241	2457	0.94992785	0.922046091	0.915873016	0.84066657
chr6_KI270798v1_alt	7561	7898	0.022285319	0.7611725	0.380911749	0.769979213
chr6_KI270798v1_alt	8741	9059	0.970363698	0.954517388	0.842144273	0.897853451
chr6_KI270798v1_alt	10534	11229	0.980155659	0.95708863	0.772435645	0.928663004
chr6_KI270798v1_alt	15396	15649	0.924554958	0.929659245	0.890586067	0.939345144
chr6_KI270798v1_alt	16364	24629	0.292814988	0.437992749	0.337783746	0.47337936
chr6_KI270798v1_alt	33391	34360	0.210672515	0.102251198	0.232424627	0.205643752
chr6_KI270798v1_alt	104158	114464	0	0	0	0
chr6_KI270798v1_alt	157868	158360	0.887989391	0.913184978	0.946882724	0.884676799
chr6_KI270798v1_alt	159592	159915	0.967554617	0.95459864	0.954981675	0.924407331
chr6_KI270798v1_alt	183123	183365	0.927982645	0.909113143	0.916763536	0.802427785
chr6_KI270798v1_alt	191996	192238	1	1	0	0.6
chr6_KI270798v1_alt	205747	206009	0.842836257	0.785800229	0.742382155	0.861791706
chr6_KI270798v1_alt	215222	215458	0.885345826	0.847823392	0.763231071	0.832822273
chr6_KI270800v1_alt	12969	13327	0.788244048	0.849571522	0.95145168	0.938917663
chr6_KI270801v1_alt	868347	870315	0.008838593	0.019168626	0.015748989	0.054111309
chr6_KI270802v1_alt	32770	33474	0.870719017	0.395268282	0.745571453	0.794145373
chr7_GL383534v2_alt	68227	69002	0.04248366	0.025132275	0.020833333	0.004807692
chr7_GL383534v2_alt	110804	111193	0.017688793	0.013160173	0.013489011	0.009227347
chr7_KI270803v1_alt	819852	820537	0.028571429	0.80515873	0.302631579	0.301031862
chr7_KI270803v1_alt	877173	878480	0.004893858	0.010404668	0.176142601	0.087379082
chr7_KI270804v1_alt	38423	38691	0.867847816	0.566934046	0.807142857	0
chr7_KI270804v1_alt	59408	59810	0	0	0	0
chr7_KI270804v1_alt	73451	73788	0	0	0	0
chr7_KI270804v1_alt	76440	76679	0.827380952	0.912698413	0.867965368	0.766439909
chr7_KI270804v1_alt	105070	105843	0.346919149	0.203444784	0.21481817	0.225360577
chr7_KI270804v1_alt	115579	119383	0.906282642	0.921128516	0	0.893522378
chr7_KI270804v1_alt	121305	121527	0.858590598	0.911242604	0.971428571	0.655844266
chr7_KI270804v1_alt	137921	138531	0.915345226	0.753239501	0.853674352	0.726600594
chr7_KI270804v1_alt	145756	146077	0.925379737	0.901376469	0.836523885	0.878384687
chr7_KI270804v1_alt	151279	153203	0	0	0	0
chr7_KI270804v1_alt	154878	155392	0.913835832	0.945692324	0.828209868	0.987495263
chr7_KI270805v1_alt	19369	19738	0	0	0	0
chr7_KI270805v1_alt	20554	21978	0	0	0	0
chr7_KI270805v1_alt	49157	52015	0	0	0	0
chr7_KI270805v1_alt	70959	71321	0	0	0	0
chr7_KI270805v1_alt	125033	125286	0	0	0	0
chr7_KI270805v1_alt	158317	158528	0	0	0	0
chr7_KI270805v1_alt	158966	159278	0	0	0	0
chr7_KI270805v1_alt	160253	160513	0	0.072222222	0	0
chr7_KI270805v1_alt	166770	167123	0.569230769	0.790502029	0.820212892	0.895478595
chr7_KI270805v1_alt	208428	208734	0	0	0	0
chr7_KI270805v1_alt	209074	209280	0	0	0	0
chr7_KI270806v1_alt	95035	95776	0	0	0	0
chr7_KI270807v1_alt	4287	4516	0.650422314	0.59941225	0.215411103	0.799833734
chr7_KI270807v1_alt	13246	13921	0.342857143	0.973214286	0.928943452	0.938253968
chr7_KI270807v1_alt	36028	38523	0	0	0	0
chr7_KI270807v1_alt	63703	64181	0.600356284	0.68740232	0.624478449	0.759101162
chr7_KI270807v1_alt	74130	74351	0.615122532	0.561464902	0.501499489	0.719520976
chr7_KI270807v1_alt	81319	81560	0.481833333	0.407932679	0.41014526	0.763848878
chr7_KI270807v1_alt	90841	91098	0.363333333	0.706908171	0.282142857	0.769897959
chr7_KI270807v1_alt	99867	100268	0.199302037	0.546191232	0.360859997	0.63576867
chr7_KI270807v1_alt	107043	107284	0.634825637	0.755233351	0.710985854	0.899298762
chr7_KI270807v1_alt	125192	125472	0.770634921	0.441729323	0.688657407	0.86285035
chr7_KI270808v1_alt	124529	124883	0.01219619	0.031576268	0.628139208	0.16508628
chr7_KI270809v1_alt	36058	37004	0	0.04	0	0
chr7_KI270809v1_alt	113676	114356	0.01453791	0.010108595	0.012327604	0.009636757
chr7_KI270899v1_alt	23313	23752	0	0	0	0
chr7_KI270899v1_alt	74645	74913	0.850284344	0.542424242	0.794857668	0.773511905
chr7_KI270899v1_alt	95595	96374	0	0	0	0
chr7_KI270899v1_alt	109882	110187	0	0	0	0
chr7_KI270899v1_alt	112840	113079	0.857142857	0.90162037	0.875723981	0.725853304
chr7_KI270899v1_alt	141591	142359	0.352756706	0.25364334	0.295226614	0.44037037
chr7_KI270899v1_alt	152094	152360	0.850017832	0.914654617	0.823890067	0.783998887
chr7_KI270899v1_alt	170838	171448	0.89995125	0.791238939	0.811153178	0.791935462
chr7_KI270899v1_alt	178673	178994	0.935001828	0.919568151	0.783437648	0.887012987
chr7_KI270899v1_alt	184196	186120	0	0	0	0
chr7_KI270899v1_alt	187795	188309	0.886011569	0.936367651	0.839827289	0.981543375
chr8_KI270811v1_alt	16627	17421	0.176705548	0.418943514	0.315955708	0.684832296
chr8_KI270811v1_alt	34473	37388	0.266666667	0	0	0
chr8_KI270811v1_alt	69388	71531	0	0	0	0
chr8_KI270811v1_alt	73817	74453	0.724821937	0.738781084	0.541824112	0.780023272
chr8_KI270811v1_alt	79157	79549	0.426464972	0.503430716	0.519497602	0.470573685
chr8_KI270811v1_alt	82437	82676	0.284100674	0.611810364	0.235975355	0.568558077
chr8_KI270811v1_alt	92282	92688	0.363333333	0.44803742	0.591311274	0.528690127
chr8_KI270811v1_alt	98047	98263	0.343284617	0.755827893	0.738126281	0.906519248
chr8_KI270811v1_alt	112190	112520	0	0	0	0
chr8_KI270811v1_alt	122530	122869	0.560648945	0.573687029	0.834596946	0.630331811
chr8_KI270811v1_alt	142571	142806	0.648144101	0.855759484	0.834298637	0.898863024
chr8_KI270811v1_alt	155301	155887	0.441774892	0.71959707	0.708888334	0.889204143
chr8_KI270811v1_alt	162250	162460	0	0.157498902	0	0.716857937
chr8_KI270811v1_alt	188118	188690	0.543956044	0.576923077	0.593650794	0.758049887
chr8_KI270811v1_alt	198027	198301	0.684375	0.787896825	0.939583333	0.907733586
chr8_KI270811v1_alt	198736	198947	0.44	0.621701375	0.318623044	0.818563183
chr8_KI270811v1_alt	201233	201452	0.594785307	0.857936508	0.454421769	0.729112554
chr8_KI270811v1_alt	252471	252699	0.275757576	0.361405261	0.225	0.643131868
chr8_KI270811v1_alt	254097	255250	0.764319452	0.683228844	0.671584467	0.921004801
chr8_KI270811v1_alt	258823	259037	0.273239261	0.615641344	0.774543146	0.856217949
chr8_KI270811v1_alt	267216	269101	0	0	0	0
chr8_KI270812v1_alt	20603	21277	0.575507253	0.368637316	0.684449318	0.83396656
chr8_KI270812v1_alt	38462	38764	0.5	0.636180986	0.55922277	0.728835842
chr8_KI270812v1_alt	40535	41468	0.354151404	0.755089067	0.638081826	0.821675163
chr8_KI270812v1_alt	81818	82119	0.112244898	0.687121212	1	0.966666667
chr8_KI270812v1_alt	103176	104253	0.240160873	0.614649936	0.21223905	0.710114363
chr8_KI270812v1_alt	112121	112334	0	0	0	0
chr8_KI270812v1_alt	147578	148495	0.249972259	0.513216501	0.346221645	0.829530347
chr8_KI270812v1_alt	153605	154037	0.55703401	0.773116105	0.638893699	0.84271866
chr8_KI270812v1_alt	158287	158488	0	0	0	0
chr8_KI270812v1_alt	167305	167706	0.316115794	0.422213303	0.504628509	0.73381105
chr8_KI270812v1_alt	168915	169641	0	0.3	0.121212121	0.27625
chr8_KI270812v1_alt	174977	177562	0	0	0	0
chr8_KI270812v1_alt	180457	181989	0.771627655	0.871848862	0.880525653	0.929340639
chr8_KI270812v1_alt	182822	183152	0.591385127	0.850651434	0.469998214	0.75479241
chr8_KI270812v1_alt	239849	240163	0.911458333	0.928571429	0.9375	0.979166667
chr8_KI270812v1_alt	242931	243186	0.312694123	0.516459464	0.20009864	0.671112098
chr8_KI270812v1_alt	244644	245094	0.330559905	0.705693164	0.525577997	0.906659189
chr8_KI270813v1_alt	39245	39650	0	0	0	0
chr8_KI270813v1_alt	211772	212026	0	0	0	0
chr8_KI270813v1_alt	294355	294889	0	0	0	0
chr8_KI270814v1_alt	34622	34886	0.484310347	0.732593313	0.728333392	0.848846633
chr8_KI270814v1_alt	40003	40267	0.511470358	0.744852417	0.711948767	0.83313178
chr8_KI270814v1_alt	45384	45648	0.475999011	0.7336983	0.698414416	0.839468307
chr8_KI270814v1_alt	50765	51029	0.546977987	0.742571401	0.716931054	0.831751661
chr8_KI270814v1_alt	97931	99718	0.600371978	0.730896615	0.792895064	0.87611628
chr8_KI270814v1_alt	118354	118739	0.8125	0.914285714	0	1
chr8_KI270815v1_alt	56524	60814	0.328621356	0.506250084	0.501338636	0.51530701
chr8_KI270815v1_alt	74508	75199	0.802529347	0.497709058	0.832212679	0.897564863
chr8_KI270815v1_alt	87590	88806	0.799443817	0.56522877	0.855295941	0.912395859
chr8_KI270815v1_alt	104737	105087	0.958360149	0.920592747	0.375167177	0.974324323
chr8_KI270815v1_alt	129630	130332	0.046511628	0.024260293	0.01490672	0.014607517
chr8_KI270816v1_alt	9561	9765	0	0	0	0.950757576
chr8_KI270816v1_alt	31004	31787	0.006884284	0.007692308	0.009662314	0.019102564
chr8_KI270816v1_alt	39637	39841	0.852261801	0.827376121	0.966934084	0.970246251
