	cpgname	genename	pvalue	pvalue.fdr	pvalue.bonferroni	effect
12977	cg10455676	MTIF2	0.5593560423	0.6948535316	1	0.9889992478
3348	cg18942631	CASQ2	0.5593586118	0.6948535316	1	0.9798929332
1231	cg13240332	ARPC2	0.5594007736	0.6948535316	1	0.9781841061
10306	cg25423402	IVNS1ABP	0.5594205879	0.6948535316	1	1.0561869408
6115	cg13665184	DUS2L;DDX28	0.559420929	0.6948535316	1	1.0750253226
16050	cg08923109	PAN3	0.5595682975	0.6950020206	1	1.0024803297
1059	cg12589433	AR	0.559768103	0.69521562	1	0.9317853634
21797	cg02016419	TEKT3	0.559945773	0.695401708	1	1.0186085925
14079	cg13235447	NA	0.559990065	0.6954084378	1	0.9490617061
20105	cg10446968	SLC25A12	0.5600068669	0.6954084378	1	1.007984918
7377	cg03114244	FEN1;C11orf10;MIR611	0.5600648869	0.695445916	1	0.9791869409
2346	cg27196129	C16orf58	0.5601238606	0.695455057	1	1.0824576924
4773	cg26388152	CORO6	0.5601279271	0.695455057	1	0.9527862873
3956	cg14044580	CDK16	0.5603048065	0.6956400959	1	1.0426534733
2834	cg13843773	C4orf22	0.5603768554	0.6956949719	1	1.0209873877
13986	cg21706946	NA	0.5604236892	0.69571854	1	1.0475297774
21195	cg23043119	STARD4	0.560504032	0.6957837022	1	1.0442826673
4770	cg03439805	CORO1C	0.5606394556	0.6958943872	1	1.0244351901
12200	cg15896447	MDP1;CHMP4A	0.5606489106	0.6958943872	1	0.9991873745
171	cg20240860	ACCS	0.5607302599	0.6959607802	1	1.0339751284
16263	cg16904306	PCSK5	0.5607582241	0.6959609099	1	0.9705625671
2961	cg06707886	C7orf20	0.5608271274	0.6959976855	1	0.9805132161
7793	cg17471102	FUT3	0.5608435775	0.6959976855	1	1.0137578694
14390	cg09536738	NA	0.5609270833	0.6960667362	1	1.0486930056
14545	cg14415300	NA	0.5609924437	0.6961132643	1	0.953969698
3264	cg01107741	CANT1	0.5610460074	0.6961451502	1	0.9889114919
17104	cg04981414	POMT1	0.561079765	0.696152459	1	1.0125070205
22464	cg22783363	TNFRSF10D	0.5611940732	0.6962280744	1	0.9784142751
14336	cg09425215	NA	0.5611964496	0.6962280744	1	0.9492783015
24740	cg19392138	ZNF75D;ZNF449	0.5615176363	0.6965919488	1	0.9481912711
12183	cg12814525	MDC1	0.5615960493	0.6966305978	1	1.0172557864
6351	cg14094960	EGFR	0.5616045638	0.6966305978	1	1.0934856646
6212	cg12858075	E2F6	0.5616583882	0.6966589028	1	1.0326330977
21539	cg12533335	TAF1C	0.5616831577	0.6966589028	1	1.0185359578
19698	cg16666456	SFRS11;LRRC40	0.5617765139	0.6967174592	1	0.9272561289
3415	cg17158059	CCDC104	0.5617861487	0.6967174592	1	0.9803206217
5061	cg18695429	CSTF2	0.5619057075	0.6968311398	1	1.0596054948
18787	cg09926889	RNF34	0.5619337584	0.6968313337	1	1.014594293
2031	cg16958189	BTBD1	0.5620987007	0.6970012728	1	1.0395293211
24604	cg18244915	ZNF569	0.5621692485	0.6970541519	1	1.047515911
944	cg17525003	APAF1;IKBIP	0.5622501364	0.697119846	1	0.9650467417
10228	cg13882267	ITGA9	0.5623785493	0.6972444557	1	1.1038698497
14350	cg09266965	NA	0.5625444036	0.6974154712	1	0.953000359
17564	cg04747863	PRPSAP2	0.5626112149	0.6974636871	1	0.9192034487
23732	cg15211677	WBP5	0.5626773172	0.6974774689	1	0.9652805598
20637	cg12247247	SNORA21;RPL23	0.5626781726	0.6974774689	1	0.9867478912
19210	cg03912013	SACM1L	0.5628011563	0.6975953005	1	0.9619188892
13411	cg07008350	NA	0.5628630638	0.6976374198	1	1.0504593643
8877	cg02210887	GUCY1A3	0.5630323601	0.6978126309	1	1.0028132208
17387	cg21319693	PRDX1	0.5631315639	0.6979009574	1	1.010374602
10712	cg06084557	KIAA1409;BTBD7	0.5631661797	0.6979092338	1	1.0209942306
3969	cg22781397	CDK2;SILV	0.5633763431	0.6981350478	1	0.9635058363
23053	cg13401831	TUBA8	0.5634623127	0.6982069461	1	1.0330266408
23679	cg16786117	VSIG4	0.5636726052	0.6984240015	1	1.005344425
18171	cg24428760	RALY	0.5637328998	0.6984240015	1	1.0438851174
15362	cg06473539	NOS1AP	0.5637383076	0.6984240015	1	1.0179465906
18409	cg20052411	RCE1	0.5637493121	0.6984240015	1	1.0309727389
11616	cg18504358	LRP10	0.5638237558	0.6984815891	1	0.973182272
21591	cg12337114	TAS2R3	0.5639391124	0.6985567281	1	1.0004232425
24314	cg05463705	ZNF143	0.563940336	0.6985567281	1	0.9712556927
18946	cg00893987	RPL7L1	0.5641087043	0.6986995073	1	1.0109311589
21704	cg23526055	TCEB1	0.5641243498	0.6986995073	1	1.0410186049
11834	cg23377693	MAD2L1BP;GTPBP2	0.5641395085	0.6986995073	1	0.9634604485
13339	cg06755819	NA	0.5641958598	0.6987346574	1	1.0500488515
21038	cg14839932	SRF	0.5643414594	0.6988803291	1	1.0187119037
22044	cg19523029	TLE4	0.5645280707	0.6990767726	1	0.9823025357
12413	cg17686260	MGMT	0.5647773972	0.6993508555	1	1.0137406172
19887	cg15809230	SIN3A	0.5648474426	0.6993777187	1	1.0098203843
9325	cg05935584	HMGB3	0.564855084	0.6993777187	1	0.9301631655
14449	cg25900806	NA	0.5648867873	0.6993823082	1	0.952728903
13214	cg19561186	NA	0.5649778226	0.6994603521	1	1.0526556101
10055	cg24618244	INPP5F	0.5650166697	0.6994737809	1	1.1124123661
19544	cg14353516	SEPT2;HDLBP	0.565076537	0.6995132294	1	0.9862584905
13614	cg20333306	NA	0.5651956734	0.6996260402	1	1.0528592755
5573	cg22816171	DDX50	0.5653421754	0.6997727125	1	1.0123398945
13483	cg10846410	NA	0.5654849432	0.6999147484	1	0.9501728133
12229	cg21552947	MED16	0.5655817362	0.6999819978	1	1.0432680429
13322	cg08865050	NA	0.565607431	0.6999819978	1	0.9549764755
12487	cg08209724	MIR632;ZNF207	0.5656412585	0.6999819978	1	1.0428834641
23474	cg20695562	USP33	0.5656513586	0.6999819978	1	1.0803002338
14410	cg00582372	NA	0.5657112075	0.7000202562	1	1.0518783391
9571	cg04087608	HSD3B2	0.5657463375	0.7000202562	1	1.002251463
6778	cg21250577	ETFA	0.5657663413	0.7000202562	1	0.9855796834
16224	cg17108383	PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGC5;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGC4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	0.5658256357	0.7000589474	1	0.9976660753
12852	cg00338893	MRPS33	0.5658776226	0.7000644977	1	0.976752239
18065	cg12054080	RAB3GAP2	0.5658861696	0.7000644977	1	1.0237983221
14830	cg07864189	NADSYN1	0.5659328819	0.7000856986	1	0.9856824689
11006	cg22506453	KRT39	0.5659593564	0.7000856986	1	0.9945096731
1568	cg03986968	AVEN;CHRM5	0.566197761	0.7003360947	1	0.9568934038
19237	cg20629089	SAMD4A	0.5662191953	0.7003360947	1	0.9714647708
10734	cg16340918	KIF11	0.5662578154	0.7003360947	1	1.0108532016
14795	cg15378655	NA	0.5662739192	0.7003360947	1	1.0504018868
5369	cg24794433	DAB2IP	0.5663870892	0.7004413799	1	1.0742522691
18801	cg10082991	RNF44	0.5666412559	0.7007210145	1	0.9847565834
21070	cg07195622	SRRM2;LOC100128788	0.5667744131	0.7008509858	1	0.9881666857
4346	cg15884411	CIAO1;TMEM127	0.5670667248	0.7011777385	1	0.9863655008
17678	cg15806518	PSMB7	0.5672878103	0.7014163922	1	1.0425582281
12341	cg24058120	MFI2	0.5673401098	0.7014463391	1	1.0806985896
19640	cg05602615	SETD3;CCNK	0.5674298886	0.7015226194	1	1.0196056296
3084	cg05414225	C9orf6;IKBKAP	0.5676036424	0.7016612335	1	0.9842762022
2479	cg24054653	C1GALT1C1	0.5676053824	0.7016612335	1	1.075714081
19140	cg14645650	RUNX3	0.5676262706	0.7016612335	1	1.0015940188
13933	cg23988567	NA	0.567703181	0.7017215816	1	0.9538158549
20532	cg08048656	SMARCE1	0.567735035	0.7017262337	1	1.0094479555
19457	cg18043455	SEC61A1	0.5679131433	0.7019116481	1	0.9762720423
6941	cg10361696	FAM109A	0.5681264864	0.7021405905	1	0.9567768711
9035	cg14550101	HCN3	0.5682568922	0.7022670142	1	1.0250905312
16980	cg06479512	PNLDC1	0.5682858527	0.7022680626	1	0.9977425129
13419	cg08369065	NA	0.5684177592	0.7023963218	1	1.0509436634
16751	cg23820285	PIP4K2A	0.5684837494	0.7024431193	1	1.0162343095
1092	cg21618713	ARFIP1;TIGD4	0.5687393188	0.7027241528	1	0.9637379106
3427	cg21837443	CCDC109B	0.5689413986	0.7028818774	1	1.0169088215
10721	cg14602164	KIAA1712;FBXO8	0.5689548187	0.7028818774	1	0.986148041
8152	cg22226765	GGA3;MRPS7	0.5689563721	0.7028818774	1	1.0319040287
6308	cg13557178	EFHA1	0.5690318218	0.7028818774	1	1.0213465875
421	cg12228707	ADM	0.5690431986	0.7028818774	1	0.9726451813
18712	cg27241190	RND1	0.5690734834	0.7028818774	1	0.9803808654
11581	cg07099627	LPPR2	0.5690827363	0.7028818774	1	1.0841853241
2345	cg03278960	C16orf57;ZNF319	0.5690920641	0.7028818774	1	1.0098219361
24786	cg24473385	ZNHIT3	0.5691415854	0.7028949957	1	0.990805668
7692	cg05923056	FOXN3	0.5691589598	0.7028949957	1	1.0772086438
21056	cg03129910	SRP72	0.5691924248	0.7029015752	1	0.9539910028
22599	cg20695057	TP53BP2	0.5692449501	0.7029316905	1	1.0122040827
14592	cg24355091	NA	0.5693058672	0.7029395993	1	1.0517529455
6731	cg06837731	ERLIN1	0.5693076327	0.7029395993	1	0.9890033538
2086	cg26144265	BZW2;ANKMY2	0.569486264	0.7031254071	1	0.9778340097
6706	cg24091698	ERCC4	0.5698321362	0.7035114107	1	0.9855408156
13294	cg06060661	NA	0.5698552258	0.7035114107	1	0.9548532494
2095	cg23179321	C10orf111;RPP38	0.569919048	0.7035554328	1	1.04455057
20126	cg09214920	SLC25A24	0.569950232	0.7035591613	1	0.9679150335
14547	cg14436761	NA	0.5699899515	0.7035734251	1	0.9489497977
22309	cg26889990	TMEM42	0.5700327673	0.7035880133	1	0.9595478879
13056	cg22194305	MXD4	0.5700580997	0.7035880133	1	1.0285771827
20878	cg09022993	SPATA18	0.5701626635	0.7036823031	1	0.9445332245
24630	cg03147990	ZNF585B	0.5703321468	0.703824634	1	0.9795937446
7913	cg18197795	GADD45GIP1	0.5703343367	0.703824634	1	0.9713934607
3293	cg23519022	CAPZB	0.5703989178	0.7038535097	1	0.9979383188
2295	cg07989514	C14orf4	0.5704366168	0.7038535097	1	1.0170417614
3154	cg04216597	CACNA1G	0.5704422624	0.7038535097	1	0.9676989887
5536	cg15641675	DDX17	0.5705146531	0.70389151	1	0.9839492195
6634	cg03776464	EPHA4	0.5705294141	0.70389151	1	0.9142020351
13158	cg05523085	MYO5A	0.5706573386	0.7040145675	1	0.9885189197
1274	cg22437699	ARX	0.5708382259	0.7041419986	1	1.0127119512
16486	cg26138224	PFAS;C17orf68	0.5708471348	0.7041419986	1	1.0120677753
14283	cg03050748	NA	0.5708814997	0.7041419986	1	1.0525635878
19526	cg19976011	SEP15;HS2ST1	0.5708933013	0.7041419986	1	1.0266346852
20499	cg26909431	SMAD4	0.5709015668	0.7041419986	1	0.9846209588
14364	cg00083720	NA	0.5710192234	0.7042523437	1	0.9539598248
22201	cg09456329	TMEM146;LONP1	0.5710484293	0.7042535946	1	1.0098212466
17629	cg24883276	PSAP	0.5711027144	0.7042857732	1	0.9832607745
19087	cg10457895	RSRC1	0.5711595512	0.7043210953	1	1.0154470411
12611	cg01092036	MMP8	0.5712105114	0.7043452605	1	0.9971912089
8887	cg21219744	GUF1	0.5712382347	0.7043452605	1	1.0677804529
23919	cg08706258	WSB1	0.5712637334	0.7043452605	1	0.981382022
7379	cg15223781	FER	0.5713514793	0.7044186805	1	0.967432655
18192	cg00688421	RAP1GDS1	0.5715549833	0.7046348042	1	1.0323869712
10657	cg19278809	KIAA0232	0.5718415658	0.7049533238	1	0.9836884681
2154	cg12743894	C11orf46	0.5718842759	0.7049711866	1	1.012942019
10679	cg16298282	KIAA0776	0.5719208785	0.704981519	1	1.0185004721
10693	cg14118546	KIAA1012	0.571985042	0.7049929758	1	1.0102116506
8149	cg21458116	GGA1	0.5720034527	0.7049929758	1	1.0184922832
9112	cg25466368	HES1	0.5720148363	0.7049929758	1	1.0124669531
8815	cg26358059	GSTO1	0.5721061698	0.7050510657	1	0.9790229955
9676	cg17259265	HYLS1	0.5721184161	0.7050510657	1	1.0028921395
24544	cg03856786	ZNF497	0.5722360812	0.7051370933	1	1.0277961926
15473	cg04943986	NR2F2	0.5722446776	0.7051370933	1	1.1065315307
110	cg17918201	ABI1	0.5723375235	0.7052167147	1	0.9839957123
23172	cg02246968	UBAC2	0.5725427608	0.7054348068	1	0.9879249139
2817	cg07933199	C3orf59	0.5726301719	0.7054944388	1	0.935314898
22173	cg19208897	TMEM129;TACC3	0.5726476416	0.7054944388	1	0.9696851658
15491	cg15243024	NRBP1	0.5727259461	0.705556113	1	1.0129849129
2070	cg13962355	BTRC	0.5729111466	0.7057494626	1	1.0172169145
16680	cg03843852	PIGB	0.5729565404	0.7057705787	1	1.0446232058
18111	cg18265887	RAC2	0.5731078173	0.7059221135	1	1.0340552399
1217	cg12691219	ARMCX3	0.5731818436	0.7059784851	1	0.9475333821
22860	cg16509045	TRPM6	0.5732542158	0.7060328139	1	1.0169507567
18422	cg12336540	RCSD1	0.5735122897	0.7063012172	1	0.9807143773
18411	cg10737625	RCHY1;THAP6	0.5735286895	0.7063012172	1	0.9841146495
1080	cg23173032	ARF6	0.5736390683	0.7063911659	1	1.0245996552
2097	cg08551088	C10orf119	0.5736778772	0.7063911659	1	1.0129976817
10838	cg19584823	KLHDC2	0.5736865607	0.7063911659	1	0.961292969
3876	cg13184442	CDC5L	0.5737323853	0.7064127714	1	0.9804232125
8705	cg15050111	GRHL3	0.5737828729	0.7064401157	1	1.0336220338
11822	cg05093686	MAB21L1;MIR548F5;NBEA	0.5738460516	0.7064635812	1	0.9904778737
12318	cg15427567	METT11D1	0.5738584921	0.7064635812	1	0.9658663307
14694	cg15083227	NA	0.5739129213	0.7064957712	1	1.0525042514
18537	cg07944287	RFX2	0.5739685333	0.7065294142	1	0.9596193814
18803	cg15982308	RNF5P1;RNF5;AGPAT1	0.5740073954	0.7065424363	1	1.0736874304
13853	cg18259391	NA	0.5740856335	0.7066039225	1	0.9517733662
2261	cg14171478	C14orf118	0.5741255691	0.7066182609	1	1.0284100564
10637	cg25945374	KHDRBS3	0.5741777127	0.7066476224	1	1.0117744217
17061	cg02285477	POLR1D;LNX2	0.5742254435	0.7066715505	1	0.9137620324
13257	cg08516400	NA	0.5743097559	0.7067404932	1	0.9541206629
14561	cg24130010	NA	0.5744578451	0.7068676782	1	0.9523556935
24132	cg02917972	ZCCHC11	0.5744713477	0.7068676782	1	1.0386831651
15490	cg18905952	NRBP1	0.5744979973	0.7068676782	1	1.0143029976
14546	cg14433673	NA	0.5745567621	0.7069049959	1	0.9512075696
22029	cg19781053	TJP1	0.5745849222	0.7069049959	1	1.0687170399
17164	cg03251857	PPAPDC3	0.5746570807	0.7069589546	1	0.9943401392
19820	cg04396791	SHANK2	0.5750668185	0.707428187	1	1.0084131055
23201	cg22418360	UBE2F	0.5754281101	0.7078377792	1	1.0234977465
4956	cg10126874	CRY1	0.5754746674	0.7078601933	1	1.0179084024
17960	cg10892866	PYGO2	0.575530963	0.7078701696	1	0.9116996094
3096	cg17240836	C9orf80	0.5755526478	0.7078701696	1	1.0198091907
11363	cg13360150	LIN7C;BDNFOS	0.5755677869	0.7078701696	1	0.9739907047
5592	cg25672287	DECR2	0.5759353078	0.7082873	1	1.0092334156
21472	cg10818284	SYP	0.5760681787	0.7084158301	1	0.9331018284
14947	cg02323334	NCRNA00167;PRDM10	0.5761135058	0.7084366964	1	1.0381538443
16983	cg11310496	PNLIPRP2	0.5762427696	0.7085607712	1	0.995666141
4246	cg26159933	CHIA	0.5763919299	0.7087092976	1	0.9952166324
2357	cg09585834	C16orf71;ANKS3	0.5764849901	0.7087888344	1	0.9845354941
17210	cg26222229	PPIL1	0.5765566343	0.7088356936	1	0.9839741243
20503	cg21973276	SMAD6	0.5765798525	0.7088356936	1	1.0073803672
14570	cg24099544	NA	0.5766164533	0.7088458058	1	1.0536477874
11699	cg10188131	LRSAM1;RPL12	0.5767851779	0.7090183313	1	0.9405040174
10155	cg26840318	IRF2BP2	0.5768254995	0.7090330071	1	0.9751426932
13649	cg26713220	NA	0.5768749261	0.7090588727	1	0.9520469448
6869	cg04185037	EZR	0.5769341531	0.7090967812	1	0.9665768549
9770	cg08492707	IFNAR1	0.5769807019	0.7091191043	1	1.0307090718
4576	cg07872652	CNIH2	0.5770405302	0.7091577451	1	1.0793063033
17095	cg09576882	POLS	0.5770991722	0.709187872	1	1.0159232392
16595	cg04590931	PHF15	0.5771218226	0.709187872	1	0.9669172599
13700	cg17091851	NA	0.5771914349	0.7092385261	1	0.9527021351
13775	cg17687883	NA	0.5772245218	0.7092422694	1	0.952915899
14405	cg00693307	NA	0.5772530617	0.7092422694	1	0.953046237
24506	cg12085660	ZNF428	0.5772796551	0.7092422694	1	1.0207205373
5421	cg26339797	DBT	0.5773197621	0.7092566625	1	0.9780704772
9808	cg11005826	IGF2AS;INS-IGF2;IGF2	0.5774300732	0.7093572982	1	0.9796607469
15385	cg16753336	NPAS1	0.5776028448	0.7095326561	1	1.0166791814
23563	cg04525496	VCAN	0.5776296236	0.7095326561	1	1.0355503325
19876	cg10283277	SIK2	0.5777516755	0.7096426799	1	0.9746848994
17190	cg01255349	PPFIBP1	0.5777760084	0.7096426799	1	0.9600044164
19219	cg25206802	SACS	0.577918012	0.7097821956	1	1.0017905272
5234	cg02597128	CXorf41;NUP62CL	0.5781187543	0.7099923946	1	0.9592181876
10860	cg01657694	KLHL22	0.5781678974	0.7099923946	1	0.9731244362
744	cg12346515	AMACR	0.5781744239	0.7099923946	1	0.990655896
18985	cg13785207	RPS19BP1	0.5782822812	0.7100899364	1	1.0169646684
5498	cg15319076	DCTN6	0.5791285729	0.7110801879	1	1.0203021554
14007	cg01095482	NA	0.5791456508	0.7110801879	1	0.9505690196
5432	cg05275231	DCAF13;SLC25A32	0.5791832322	0.7110913807	1	0.9850157915
11276	cg14870271	LGALS3BP	0.5793259317	0.7112316247	1	0.9814962199
18103	cg24744425	RABIF	0.5793789509	0.7112571187	1	1.0100184681
13457	cg05111036	NA	0.5794125582	0.7112571187	1	0.9561310738
10718	cg01106788	KIAA1632	0.5794524994	0.7112571187	1	1.0007008417
12740	cg10203523	MRFAP1L1	0.57949429	0.7112571187	1	0.9609422271
15404	cg17902858	NPDC1	0.5795133458	0.7112571187	1	0.9407853394
22548	cg09514188	TOB1	0.5795175291	0.7112571187	1	0.9860296854
15347	cg09059181	NOLC1	0.5795794219	0.7112882018	1	0.9292278359
14788	cg27530424	NA	0.5795998013	0.7112882018	1	0.9543319452
2677	cg06510830	C21orf45	0.5797548603	0.7114435411	1	0.9838877878
8373	cg04457481	GNAS;GNASAS	0.5798412533	0.711514606	1	0.9934818445
21053	cg15677132	SRP54	0.5799539152	0.7116128698	1	1.0262873342
10070	cg20419410	INSIG1	0.5799953367	0.7116128698	1	0.9699472266
24556	cg15609321	ZNF512	0.5800276329	0.7116128698	1	0.9653312645
21314	cg03076871	STX16	0.580035277	0.7116128698	1	0.9783045073
15633	cg24160158	NUP160	0.5801641908	0.7117360728	1	1.0550344129
2425	cg18419020	C18orf56;TYMS	0.5802076836	0.7117544757	1	0.9622033776
16098	cg25007680	PARK7	0.5804365256	0.712000238	1	0.946110395
10122	cg17718515	IPO9	0.580600278	0.7121519279	1	1.0459641653
1791	cg25859012	BCS1L;ZNF142	0.5806172017	0.7121519279	1	0.9704098208
1028	cg17179099	APPBP2	0.5806487759	0.7121556888	1	1.0099518058
3105	cg24293567	C9orf98;C9orf9	0.5807214317	0.7122098329	1	1.0273031311
5555	cg18677965	DDX27	0.5807978842	0.7122686276	1	1.0391224101
23284	cg17240496	UBXN1	0.5808966087	0.7123547289	1	1.0272581446
16532	cg12237946	PGBD4;C15orf24	0.5809353267	0.7123672392	1	0.9855104536
903	cg04305134	ANXA7	0.5809844059	0.712374536	1	1.0472852015
9708	cg03184439	ICT1	0.5809983106	0.712374536	1	1.0118989741
8488	cg08360728	GPATCH3	0.5811284017	0.7124964962	1	1.0095333208
12256	cg25782563	MED9	0.5811548219	0.7124964962	1	0.9849646377
23627	cg00420715	VPS13B	0.5812478764	0.7125756097	1	0.9318340217
20038	cg13912204	SLC19A2	0.5813138092	0.7126214676	1	0.990400583
15974	cg17614750	P4HB	0.5816940254	0.7130525761	1	0.9822721197
18858	cg05871607	RPA2	0.5817750286	0.7131168788	1	1.0343279987
10159	cg25140370	IRF4	0.5819139054	0.7132521108	1	1.0457779717
22024	cg24769045	TIPRL	0.5820248052	0.713252559	1	0.9363194526
21765	cg03923277	TDG	0.582025334	0.713252559	1	0.9861630594
22234	cg07290273	TMEM17	0.582031508	0.713252559	1	0.9766098742
15165	cg23738770	NFKB2	0.5820698975	0.713252559	1	1.0120130298
13935	cg21226224	NA	0.5820761124	0.713252559	1	1.0492830463
18180	cg14737613	RANBP3	0.5820855819	0.713252559	1	0.9571144754
22378	cg15304928	TMEM9	0.5821273624	0.7132687679	1	0.989926171
24315	cg14037413	ZNF143	0.5822508445	0.7133850775	1	1.0409903936
13766	cg20090467	NA	0.5823198892	0.7134346813	1	0.9524345543
16703	cg26147132	PIGS	0.582389144	0.7134845377	1	0.9618234411
14156	cg11314271	NA	0.58243291	0.7135031643	1	0.9551076988
19895	cg19237753	SIRPA	0.5824868814	0.7135342904	1	1.050508029
16092	cg10819446	PARD6A;ACD	0.5826211226	0.7136637376	1	1.0596723052
20245	cg09338170	SLC35A3	0.5826963881	0.7137126231	1	0.9816042459
9151	cg22232859	HIATL1	0.5827181722	0.7137126231	1	0.9994662735
122	cg05026186	ABLIM3	0.5827775276	0.7137503269	1	1.016872224
12653	cg20162159	MON1A	0.5828181763	0.7137651173	1	1.0439429394
14541	cg16191875	NA	0.5828585385	0.7137795554	1	0.9517853773
5951	cg03136712	DND1	0.5829747325	0.7138868526	1	0.9986350024
14883	cg21057046	NBL1	0.5830981934	0.7139997013	1	1.0232483791
10981	cg16585619	KRT19	0.5831240505	0.7139997013	1	0.9921960361
12906	cg08687163	MST1R	0.5832219787	0.7140557963	1	0.9984067551
19908	cg21068152	SIRT4	0.5832270313	0.7140557963	1	0.9733553177
7364	cg13258606	FDX1	0.5832556838	0.7140558803	1	1.0139868546
23133	cg19644162	TXNL4A	0.5834167474	0.7142180617	1	0.9898730925
21348	cg18708106	SUCLA2	0.5834454465	0.7142181947	1	0.9872759041
14917	cg07823935	NCKAP1	0.5836784701	0.7144182253	1	1.102239537
15618	cg21298523	NUDT9	0.5836834883	0.7144182253	1	0.9437830697
18081	cg10343901	RAB6A	0.5836946471	0.7144182253	1	1.0123350808
6445	cg12230010	EIF4EBP2	0.5837867366	0.7144959319	1	0.9605181823
14959	cg08015496	NCSTN;COPA	0.5838513895	0.7145400529	1	1.016495927
13500	cg05766474	NA	0.5839166732	0.7145849416	1	0.9568036861
18021	cg15345126	RAB27A	0.584101142	0.714775675	1	1.0338140941
24493	cg21571665	ZNF410	0.584165198	0.7147858817	1	0.9777853075
24703	cg27586455	ZNF688	0.5841667091	0.7147858817	1	0.967400438
24768	cg00554682	ZNF804A	0.5842566569	0.714860927	1	1.0722952959
21350	cg10488141	SUFU	0.5844375394	0.7150472216	1	1.0096490475
23994	cg16579354	XRCC5	0.5845195393	0.715086658	1	0.9503264442
18061	cg20780953	RAB3D	0.5845270228	0.715086658	1	1.0408696421
11509	cg21985356	LOC728723;ZBED3	0.5846829755	0.7152257125	1	0.9876742223
11240	cg09146695	LEF1;LOC641518	0.5846979505	0.7152257125	1	1.0224021236
13444	cg07085271	NA	0.5847881014	0.7152948789	1	0.9527301706
19029	cg20278498	RPUSD4;FAM118B	0.5848117612	0.7152948789	1	1.0310594141
21526	cg14142521	TAF11	0.5848922366	0.7153582846	1	1.0146752169
13416	cg08753553	NA	0.5849902565	0.7154011942	1	0.9558794704
22502	cg12483860	TNIP1	0.5850049937	0.7154011942	1	0.9853440977
1190	cg04645049	ARL6IP5	0.5850132339	0.7154011942	1	1.0389869962
23219	cg11957880	UBE2N	0.5850681235	0.7154332955	1	0.9869976114
10717	cg21829265	KIAA1586	0.5851093686	0.7154487096	1	1.0265596788
21471	cg07165793	SYNRG	0.5852895978	0.7156340582	1	1.0097738796
11974	cg01362183	MAP3K7IP2	0.5853293346	0.7156476168	1	1.0182373281
23743	cg20303303	WDR1	0.5854663588	0.7157801159	1	0.9831082888
11677	cg13755023	LRRC6	0.5855270461	0.7158192786	1	1.0172543369
22712	cg12675800	TRAPPC6B	0.5855648104	0.715825309	1	1.0272510691
9260	cg07807709	HIST2H2AB	0.5856005829	0.715825309	1	1.028823122
18491	cg26745032	REPS2	0.5856179432	0.715825309	1	1.0711133412
16848	cg06540636	PLAUR	0.5857188926	0.7159136733	1	1.0412850068
24754	cg00766729	ZNF784	0.5860061651	0.7162297573	1	1.0725056968
13899	cg23529954	NA	0.5861077401	0.7162860353	1	1.0445252061
14052	cg01214209	NA	0.5861353335	0.7162860353	1	0.9540909562
17035	cg20264731	POLB	0.5861458947	0.7162860353	1	0.9880696265
20086	cg12439773	SLC22A6	0.5861974673	0.7162860353	1	1.0109618751
1972	cg27253386	BRCA2	0.5862225635	0.7162860353	1	1.026043866
20893	cg20830531	SPATA5;NUDT6	0.5862382666	0.7162860353	1	0.9778875012
14942	cg03627896	NCRNA00095	0.5862529233	0.7162860353	1	1.0419777127
1129	cg10925082	ARHGDIB	0.5862983342	0.7163064844	1	0.9862305395
15762	cg10103111	OPA3	0.5863826807	0.716321662	1	0.9840026539
7469	cg00940891	FGFRL1	0.5863902495	0.716321662	1	1.0080782614
9722	cg23191772	IDH3B	0.5863967811	0.716321662	1	0.9874163666
14823	cg17639059	NAB2	0.5864995837	0.7164122096	1	1.0184930664
18789	cg13098382	RNF38	0.586747285	0.7166511293	1	0.9527714559
6500	cg13132204	ELMOD2	0.5867525539	0.7166511293	1	1.0093608456
13926	cg21284731	NA	0.5869402369	0.7168182244	1	0.9533211175
20220	cg03989322	SLC30A5	0.586984089	0.7168182244	1	0.9690012402
6064	cg25545182	DRG1	0.5869886044	0.7168182244	1	0.9871242748
23123	cg22459930	TXNDC17;KIAA0753	0.5870041398	0.7168182244	1	0.9868772326
24893	cg22920417		0.5870757374	0.7168706128	1	0.9780641014
20905	cg17356532	SPCS2;XRRA1	0.5872831956	0.7170636902	1	1.0391293691
17105	cg14685339	POMT2;GSTZ1	0.5872912654	0.7170636902	1	0.9712275762
18066	cg15589156	RAB3IL1	0.5873430703	0.7170918938	1	0.9845454573
22435	cg04741821	TMX4	0.5874159724	0.7171458512	1	0.9721205569
16969	cg07475247	PMPCB	0.587536285	0.7172576815	1	1.0309537296
15911	cg18780401	OTUD5	0.5876627855	0.7173770545	1	0.9345248315
570	cg01620569	AK2	0.5878393526	0.7175568296	1	0.9684975031
14455	cg15657607	NA	0.5878675023	0.7175568296	1	1.049070504
12310	cg14191360	MET	0.5879266598	0.717593975	1	1.0421752105
1629	cg01924619	B4GALT5	0.5880793702	0.7177104802	1	1.0073401081
