	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg01785566	0.0197047400054782	0.892318219433175	3.78540684556313	0.000421250563659499	0.0394566946944963	-1.24768586297506	0.882465849430436	0.902170589435914	0.0197047400054781	16	78617678	F	II	WWOX	Body	opensea	Body-opensea		rs562769295;rs531905817;rs548408744;rs562168131	0;8;9;35
cg14387312	0.0246627082095539	0.855835049792864	3.78536289299689	0.000421307993727048	0.0394566946944963	-1.24781667625335	0.843503695688087	0.86816640389764	0.0246627082095539	4	53704546	R	II		IGR	opensea	IGR-opensea		rs527744914;rs145640615;rs145232660;rs149169348;rs143123985	33;29;18;15;2
cg14305798	0.0359872190474804	0.706244471876712	3.78535083946477	0.000421323744639623	0.0394566946944963	-1.24785255028392	0.688250862352972	0.724238081400452	0.0359872190474803	3	145236908	R	II		IGR	opensea	IGR-opensea		rs78052057	17
cg19679682	0.035158117832869	0.406214942314406	3.78533934907532	0.000421338760195044	0.0394566946944963	-1.24788674821706	0.388635883397971	0.42379400123084	0.035158117832869	3	66448283	F	II	LRIG1	Body	opensea	Body-opensea		rs531620706;rs12633819;rs374539934	6;24;43
cg10804608	0.0307080534631112	0.85309391730905	3.78530408345183	0.000421384848265363	0.0394566946944963	-1.24799170613739	0.837739890577494	0.868447944040606	0.0307080534631111	6	86200374	F	II	NT5E	ExonBnd	opensea	ExonBnd-opensea			
cg02485295	0.0328733371945997	0.843963143402261	3.78521663568125	0.000421499153268662	0.0394607774466704	-1.24825196681874	0.827526474804961	0.860399811999561	0.0328733371945993	8	98898730	F	II	MATN2	5'UTR	opensea	5'UTR-opensea		rs142602923	0
cg09091429	0.0293760062882685	0.224752099157124	3.78514404288172	0.000421594063662589	0.0394607774466704	-1.24846801388359	0.21006409601299	0.239440102301258	0.0293760062882684	9	74307473	F	II	TMEM2	Body	opensea	Body-opensea		rs577442260;rs143428015	28;37
cg04237250	0.0161729390564063	0.899813542149568	3.78511854965664	0.000421627399286325	0.0394607774466704	-1.24854388501213	0.891727072621365	0.907900011677771	0.0161729390564063	2	178437347	R	II		IGR	opensea	IGR-opensea		rs139336735;rs562820491	13;1
cg07341306	0.0264236383660942	0.410975593945251	3.7851087833485	0.000421640170644397	0.0394607774466704	-1.24857295073214	0.397763774762204	0.424187413128298	0.0264236383660941	8	130702164	R	II		IGR	opensea	IGR-opensea			
cg12531485	0.0369581558663755	0.826788455373515	3.78493102414677	0.00042187269063646	0.0394775829427412	-1.24910197659074	0.808309377440327	0.845267533306703	0.0369581558663756	8	48293636	F	II	SPIDR	Body	opensea	Body-opensea			
cg26130864	0.0291720604323712	0.324617076622119	3.7847983825837	0.000422046274367719	0.0394888698339378	-1.24949671987537	0.310031046405933	0.339203106838305	0.0291720604323712	20	3208100	R	II	SLC4A11	3'UTR	shore	3'UTR-shore	chr20:3209045-3209388	rs548367489;rs189723899	22;2
cg17586156	0.0376628589661678	0.57410294510062	3.78473734557003	0.000422126174627515	0.0394913894739242	-1.24967836441612	0.555271515617536	0.592934374583704	0.0376628589661678	19	42931757	R	II	LIPE	TSS200	shelf	TSS200-shelf	chr19:42927285-42928598	rs529324340;rs78085238;rs567511642	29;27;3
cg19408765	0.0225564337230238	0.199135573190019	3.784560473302	0.000422357790787074	0.0395053775007421	-1.250204722612	0.187857356328507	0.210413790051531	0.0225564337230238	3	150944174	F	II	P2RY14	5'UTR	opensea	5'UTR-opensea		rs566791513;rs532172213;rs192558003;rs571603074	0;7;21;38
cg04790574	0.0286222877703066	0.853955000468381	3.78449869215252	0.000422438722692265	0.0395053775007421	-1.25038857538202	0.839643856583228	0.868266144353534	0.0286222877703062	1	6285067	F	II	ICMT	3'UTR	opensea	3'UTR-opensea		rs574266922;rs544475465;rs556416674	6;8;44
cg24926276	0.0263799253497529	0.365992894138565	3.78443543294955	0.000422521606278429	0.0395053775007421	-1.25057682495703	0.352802931463688	0.379182856813441	0.026379925349753	19	4539943	R	II	LRG1	Body	shelf	Body-shelf	chr19:4543407-4544578	rs181159954	2
cg27216721	0.0319860356203057	0.319941792969946	3.78441835902837	0.000422543979583933	0.0395053775007421	-1.25062763400442	0.303948775159794	0.335934810780099	0.0319860356203057	21	45601664	R	II		IGR	opensea	IGR-opensea		rs181669982	2
cg13040596	0.030854395278314	0.630956599284542	3.78431131333659	0.000422684275980213	0.0395053775007421	-1.25094618069483	0.615529401645385	0.646383796923699	0.030854395278314	3	52684753	R	II	PBRM1	Body	opensea	Body-opensea		rs76660397;rs536303784;rs191522763;rs576601342;rs539210667	47;22;19;8;5
cg25157291	0.0129931075768436	0.910467087833737	3.784292587101	0.000422708823595827	0.0395053775007421	-1.25100190574387	0.903970534045315	0.916963641622158	0.0129931075768435	11	64940257	R	II	SPDYC	Body	opensea	Body-opensea		rs139419482;rs149911369	36;2
cg07680649	0.0160989925353412	0.899588425709992	3.78421357144271	0.000422812417771481	0.0395053775007421	-1.25123703684979	0.891538929442321	0.907637921977662	0.0160989925353412	8	81782647	R	II	ZNF704	5'UTR	shelf	5'UTR-shelf	chr8:81785425-81786038		
cg06095916	0.0302847398889601	0.291042179493485	3.78421038354969	0.000422816597799453	0.0395053775007421	-1.25124652317689	0.275899809549005	0.306184549437965	0.0302847398889601	10	5819013	R	II	GDI2	Body	opensea	Body-opensea		rs560732649	12
cg14609407	0.0251322290331591	0.224142832896327	3.78420879358011	0.000422818682613677	0.0395053775007421	-1.25125125450452	0.211576718379747	0.236708947412906	0.0251322290331591	20	43883172	F	II	SLPI	1stExon	opensea	1stExon-opensea		rs544273896;rs188704514	1;30
cg17707487	0.0273308268009658	0.267786008921752	3.78420052790136	0.000422829520970746	0.0395053775007421	-1.25127585095406	0.254120595521269	0.281451422322235	0.0273308268009659	13	114261869	F	II	TFDP1	Body	shore	Body-shore	chr13:114260191-114260565	rs531005482;rs549345645;rs567812108;rs181552586	16;18;21;33
cg26859277	0.0327308904848838	0.72118001734793	3.7841783665106	0.000422858581375779	0.0395053775007421	-1.25134179718222	0.704814572105488	0.737545462590372	0.0327308904848838	17	48548116	R	II	ACSF2	Body	shore	Body-shore	chr17:48545570-48546900	rs185973550;rs552516395;rs141082348;rs528579795	33;24;21;2
cg07593205	0.0239560153333269	0.87083614444977	3.78397330928257	0.000423127565712917	0.0395168347175166	-1.25195198134985	0.858858136783107	0.882814152116433	0.0239560153333267	10	133775416	F	II		IGR	opensea	IGR-opensea		rs545204627	37
cg03090145	0.0375800060623711	0.418121914281584	3.78394676491417	0.000423162397390308	0.0395168347175166	-1.25203096751243	0.399331911250399	0.43691191731277	0.037580006062371	4	128917164	F	II	C4orf29	Body	opensea	Body-opensea		rs558266903	17
cg11827912	0.0338897613034196	0.452444853003795	3.78392909043732	0.000423185591473824	0.0395168347175166	-1.25208356001117	0.435499972352085	0.469389733655505	0.0338897613034196	11	26370576	F	II	ANO3	Body	opensea	Body-opensea			
cg07893916	0.0249455172027931	0.775593998799289	3.7839232637498	0.000423193238060344	0.0395168347175166	-1.25210089798054	0.763121240197893	0.788066757400685	0.0249455172027929	2	203155462	F	II	SNORD11B	TSS1500	opensea	TSS1500-opensea		rs547768429	0
cg11165931	0.0250992099190058	0.409367959150283	3.78376440106099	0.000423401770928433	0.0395310378627826	-1.25257360632378	0.39681835419078	0.421917564109786	0.0250992099190059	2	44328136	F	II		IGR	opensea	IGR-opensea		rs554860477;rs529076813	35;45
cg22724847	0.0435540126502512	0.600127566452862	3.78372661128432	0.000423451390654921	0.0395310378627826	-1.25268605116638	0.578350560127737	0.621904572777988	0.0435540126502509	1	248512586	R	II	OR14C36	1stExon	opensea	1stExon-opensea		rs367816434;rs144493756	48;15
cg16814786	0.0243497683365671	0.225723550626097	3.78363766545031	0.000423568202741306	0.0395369919936548	-1.25295071028865	0.213548666457813	0.23789843479438	0.0243497683365671	10	51575763	R	II	NCOA4	5'UTR	shelf	5'UTR-shelf	chr10:51572198-51572620	rs182379287;rs541789969;rs186700566	44;43;38
cg12529561	0.0341356634805358	0.311977982421681	3.78352280052613	0.00042371910011213	0.0395420851662003	-1.25329248688382	0.294910150681413	0.329045814161949	0.0341356634805359	3	188535876	F	II	LPP	Body	opensea	Body-opensea		rs537504458;rs557194586;rs577134501;rs545911209;rs553229539;rs573249232	0;4;6;8;14;29
cg12516767	0.0317551794601064	0.308552436415999	3.78351538391318	0.000423728845050453	0.0395420851662003	-1.25331455456409	0.292674846685946	0.324430026146052	0.0317551794601063	2	133173433	R	II	GPR39	TSS1500	shore	TSS1500-shore	chr2:133173532-133174369	rs555043321;rs114397707;rs543845538;rs13394300;rs578013441;rs147644876	35;32;24;19;10;7
cg00442137	0.0336875246875424	0.698797814498594	3.78345506448622	0.000423808108794173	0.0395445321318025	-1.25349403047193	0.681954052154823	0.715641576842365	0.0336875246875423	12	12696129	F	II	DUSP16	5'UTR	opensea	5'UTR-opensea			
cg14059145	0.0382723588839726	0.474521316027515	3.78337170456491	0.000423917672767652	0.0395498053739359	-1.25374205906991	0.455385136585528	0.493657495469501	0.0382723588839726	7	151398047	F	II	PRKAG2	Body	opensea	Body-opensea		rs538481634;rs527670582;rs149204947	10;12;19
cg08244745	0.0311704675603514	0.725560048695361	3.78327257178149	0.000424048003258981	0.0395570144861939	-1.25403701427209	0.709974814915186	0.741145282475537	0.0311704675603512	17	8923381	R	II	NTN1	TSS1500	shore	TSS1500-shore	chr17:8924167-8926920	rs555262244;rs573545394;rs544081891	31;27;12
cg04065966	0.023559729673959	0.512318950893978	3.78321876610387	0.00042411875806388	0.0395586650146189	-1.25419710349112	0.500539086056999	0.524098815730958	0.0235597296739589	4	79571390	R	II	LINC01094	Body	opensea	Body-opensea		rs183040477;rs148749554	19;2
cg21648019	0.035127621445473	0.61668568223492	3.78315702275036	0.000424199964961588	0.0395591962048891	-1.25438080832487	0.599121871512184	0.634249492957657	0.0351276214454729	11	4664530	F	II	OR51E1	TSS1500	opensea	TSS1500-opensea		rs192085705;rs148996739	32;43
cg00810971	0.0240767125903055	0.325056933559538	3.78303926692776	0.000424354882792648	0.0395591962048891	-1.25473116238188	0.313018577264385	0.33709528985469	0.0240767125903055	2	65085764	R	II		IGR	shore	IGR-shore	chr2:65086804-65087180	rs190221643;rs34822613;rs182384835	39;23;8
cg02897385	0.0373820852081538	0.500147041628066	3.78303812822166	0.000424356381123419	0.0395591962048891	-1.25473455029831	0.481455999023989	0.518838084232143	0.0373820852081539	5	142528481	R	II	ARHGAP26	Body	opensea	Body-opensea		rs528709756;rs548491272	40;2
cg19925112	0.0330213392531152	0.66320665315949	3.78298139286313	0.000424431041015632	0.0395591962048891	-1.25490335053037	0.646695983532932	0.679717322786048	0.0330213392531152	3	172163211	F	II	GHSR	Body	shelf	Body-shelf	chr3:172165372-172166738	rs199599995;rs141596022;rs147508651;rs573389304	18;24;44;47
cg21005104	0.037346282609912	0.450091561095538	3.78297588902282	0.000424438284369576	0.0395591962048891	-1.25491972559848	0.431418419790582	0.468764702400494	0.0373462826099121	14	51391878	F	II	PYGL	Body	opensea	Body-opensea			
cg21129729	0.0350805697978114	0.50781766808321	3.78291140430287	0.000424523158639329	0.0395591962048891	-1.25511158006796	0.490277383184304	0.525357952982116	0.0350805697978114	2	42719678	R	II	KCNG3	Body	shore	Body-shore	chr2:42719784-42722166	rs531588030	11
cg04787574	0.0158695188958616	0.91171151710423	3.78289859079423	0.000424540025621401	0.0395591962048891	-1.25514970251352	0.903776757656299	0.919646276552161	0.0158695188958616	14	36148037	R	II	RALGAPA1P	Body	opensea	Body-opensea		rs191332104;rs540718382	13;2
cg24807676	0.0238686015047418	0.417710805599661	3.78289181209532	0.000424548948980209	0.0395591962048891	-1.25516987030855	0.40577650484729	0.429645106352032	0.0238686015047418	12	121928403	R	II	KDM2B	Body	opensea	Body-opensea		rs75264043;rs545322845	33;29
cg04664516	0.0276896166649002	0.306981363684632	3.78269153888954	0.000424812666525927	0.0395744931252717	-1.25576570865851	0.293136555352181	0.320826172017082	0.0276896166649002	10	89638807	F	II	PTEN	5'UTR	opensea	5'UTR-opensea		rs183154323;rs117501237	7;14
cg11982214	0.0293143968438436	0.665876211328137	3.78266868736326	0.000424842767181308	0.0395744931252717	-1.25583369377411	0.651219012906215	0.680533409750059	0.0293143968438436	7	37007063	R	II	ELMO1	Body	opensea	Body-opensea		rs567433894;rs536492857;rs546815568	43;16;1
cg07089950	0.0261911465189238	0.249067448752282	3.78264411023538	0.00042487514313711	0.0395744931252717	-1.25590681244264	0.23597187549282	0.262163022011744	0.0261911465189238	6	43769743	F	II		IGR	opensea	IGR-opensea			
cg06344571	0.0285129854193498	0.859036899314557	3.78260592851422	0.000424925445412915	0.0395744931252717	-1.25602040521133	0.844780406604882	0.873293392024231	0.0285129854193497	6	169329096	F	II		IGR	shelf	IGR-shelf	chr6:169331837-169332301	rs111321380;rs571588029;rs370803703	34;36;37
cg06914213	0.0374920360971279	0.496182103577488	3.78256384882222	0.000424980889685213	0.0395747130558628	-1.25614559393931	0.477436085528924	0.514928121626052	0.037492036097128	2	31784009	R	II	SRD5A2	Body	opensea	Body-opensea		rs62141236;rs112606420;rs577055332	33;25;3
cg03380964	0.0174528322032927	0.162336065011826	3.78243418163256	0.000425151783172865	0.0395809060835589	-1.25653135412603	0.15360964891018	0.171062481113473	0.0174528322032927	4	152967221	F	II		IGR	opensea	IGR-opensea			
cg25013303	0.0266778569863366	0.702142634565101	3.78243282085097	0.00042515357695102	0.0395809060835589	-1.2565354024162	0.688803706071933	0.71548156305827	0.0266778569863366	1	10961257	R	II		IGR	opensea	IGR-opensea		rs143366445;rs531010277	11;1
cg13258453	0.0403149579507082	0.650749603950163	3.78235774399883	0.000425252554315633	0.0395851774645805	-1.2567587528877	0.630592124974809	0.670907082925517	0.0403149579507082	6	25180502	R	II		IGR	opensea	IGR-opensea		rs556678964	30
cg18071195	0.0314926534252046	0.774464892429697	3.78221050248369	0.00042544673416064	0.039585816786114	-1.2571967831797	0.758718565717095	0.7902112191423	0.0314926534252046	3	53103797	F	II		IGR	opensea	IGR-opensea			
cg24769774	0.0329469542033256	0.715579145401381	3.78219643178128	0.00042546529485243	0.039585816786114	-1.25723864177033	0.699105668299719	0.732052622503044	0.0329469542033256	8	107410684	F	II	OXR1	Body	opensea	Body-opensea		rs539872619;rs181070786	10;49
cg01770632	0.0403113577983415	0.617639142042169	3.78217799268608	0.000425489619079553	0.039585816786114	-1.25729349565807	0.597483463142998	0.637794820941339	0.0403113577983416	8	141929332	R	II	PTK2	Body	opensea	Body-opensea		rs533938379	11
cg21818538	0.0382361901612049	0.749015515245571	3.78215558377512	0.000425519181953998	0.039585816786114	-1.25736015903051	0.729897420164968	0.768133610326173	0.0382361901612052	2	191435271	R	II		IGR	opensea	IGR-opensea		rs572432060	46
cg22131907	-0.0254221148836472	0.273890105558981	-3.78213694312464	0.000425543775070453	0.039585816786114	-1.25741561219175	0.286601163000805	0.261179048117158	-0.0254221148836472	16	56669661	F	I	MT1JP	Body	island	Body-island	chr16:56669037-56669727	rs552571818;rs570770141;rs538882648	8;9;13
cg17852326	0.0217175776005003	0.203064177969635	3.78211099718788	0.000425578008526446	0.039585816786114	-1.2574927972448	0.192205389169385	0.213922966769885	0.0217175776005003	1	221055964	F	II	HLX	Body	shore	Body-shore	chr1:221057463-221057757	rs557952932;rs117467697	1;38
cg00605470	0.0266221730475768	0.407684300125806	3.78202585990503	0.00042569035854383	0.0395875736733292	-1.25774606515306	0.394373213602018	0.420995386649595	0.0266221730475768	11	1776688	F	II	CTSD	Body	shore	Body-shore	chr11:1774588-1775040	rs368476665	26
cg05821811	0.0337522513318047	0.52722057927566	3.78201620861172	0.000425703096515597	0.0395875736733292	-1.25777477579665	0.510344453609758	0.544096704941562	0.0337522513318046	2	88550156	F	II		IGR	opensea	IGR-opensea		rs79702779	1
cg24786875	0.0382615929856261	0.308844690530112	3.78185818813075	0.000425911707310895	0.039599428551131	-1.25824484905896	0.289713894037298	0.327975487022925	0.0382615929856263	5	94027853	F	II	ANKRD32	Body	opensea	Body-opensea		rs150223456	29
cg12384808	-0.00866202304298669	0.0469171495381002	-3.78176318592247	0.000426037171856584	0.039599428551131	-1.25852745283272	0.0512481610595936	0.0425861380166069	-0.0086620230429867	1	89990290	F	I	LRRC8B	TSS200	island	TSS200-island	chr1:89989810-89990986	rs537247703;rs558512190;rs549229697;rs570546679	8;10;19;50
cg04589008	0.0292184362152086	0.857232856053245	3.78175064301973	0.000426053739282745	0.039599428551131	-1.25856476400956	0.84262363794564	0.871842074160849	0.0292184362152087	2	660692	F	II		IGR	island	IGR-island	chr2:660666-660909	rs150016303;rs550800219;rs562836701	29;37;41
cg02547282	0.0249968369046059	0.871838633813732	3.78173785531964	0.000426070630690325	0.039599428551131	-1.25860280331187	0.859340215361429	0.884337052266035	0.0249968369046057	18	47981159	R	II		IGR	opensea	IGR-opensea		rs558892550;rs566218151	48;9
cg06172871	0.0268930878529872	0.227667915588722	3.78169896568753	0.000426122004374641	0.039599428551131	-1.25871848705143	0.214221371662229	0.241114459515216	0.0268930878529871	16	72088244	F	II	HP	TSS1500	opensea	TSS1500-opensea		rs5467	36
cg17590135	0.0138836060116097	0.896187124946055	3.78163689403368	0.000426204014146039	0.039599428551131	-1.25890312826382	0.88924532194025	0.90312892795186	0.0138836060116095	2	48647546	F	I		IGR	opensea	IGR-opensea		rs200577883;rs113972841	0;17
cg09581557	0.0272190616948795	0.881973598582363	3.78160683083905	0.000426243739438211	0.039599428551131	-1.25899255503957	0.868364067734923	0.895583129429802	0.0272190616948792	11	76745142	R	II	B3GNT6	TSS1500	opensea	TSS1500-opensea		rs192284978	42
cg16862242	-0.0131965643652467	0.0868535055058919	-3.78159792745684	0.000426255504988178	0.039599428551131	-1.25901903920201	0.0934517876885152	0.0802552233232686	-0.0131965643652467	20	60877783	F	I	ADRM1	TSS200	island	TSS200-island	chr20:60877499-60879008		
cg00274928	0.0231819064466986	0.18540988967765	3.78139931183303	0.000426518050781906	0.039604910269861	-1.25960983601292	0.173818936454301	0.197000842900999	0.0231819064466985	2	224330709	R	II		IGR	opensea	IGR-opensea		rs577468863;rs546429740;rs141327136	19;11;1
cg05971199	0.0302142436705325	0.355764047099729	3.7813894309841	0.000426531116129731	0.039604910269861	-1.25963922688488	0.340656925264463	0.370871168934996	0.0302142436705325	17	54871406	F	II	C17orf67	3'UTR	opensea	3'UTR-opensea		rs147439412;rs188638955;rs528159711	1;14;27
cg10107956	0.0324214379994244	0.787378991197894	3.78137715866429	0.000426547344231828	0.039604910269861	-1.2596757311981	0.771168272198182	0.803589710197606	0.0324214379994245	1	32685165	F	II	C1orf91	Body	shelf	Body-shelf	chr1:32687521-32688040	rs75270174	39
cg16708289	0.0275921368373228	0.275618168293405	3.78135329738282	0.000426578898509201	0.039604910269861	-1.25974670697443	0.261822099874744	0.289414236712066	0.0275921368373228	2	158354766	R	II		IGR	opensea	IGR-opensea		rs570497891;rs149922804	28;2
cg21983345	0.0283165891690155	0.789051616954426	3.78129224707727	0.00042665964196314	0.039604910269861	-1.25992830100707	0.774893322369918	0.803209911538934	0.0283165891690157	10	79170239	F	II	KCNMA1	Body	opensea	Body-opensea		rs547451510;rs368477609;rs533220186	0;1;33
cg24947878	0.0392071346862601	0.569106631091554	3.78125990205439	0.000426702426560065	0.039604910269861	-1.26002451057669	0.549503063748424	0.588710198434684	0.03920713468626	11	12278229	F	II	MICAL2	Body	opensea	Body-opensea			
cg12333409	0.0369385507890044	0.253063354808772	3.78113691152158	0.0004268651508152	0.039604910269861	-1.2603903391573	0.23459407941427	0.271532630203274	0.0369385507890044	6	157381116	R	II	ARID1B	Body	opensea	Body-opensea		rs186290745;rs112189967	26;12
cg20333288	0.0152588160692442	0.921407054733523	3.78109753635395	0.000426917259270697	0.039604910269861	-1.26050745705942	0.913777646698901	0.929036462768145	0.0152588160692442	8	94520572	F	II		IGR	opensea	IGR-opensea		rs146777355	15
cg16502747	0.020278930069409	0.249865318446988	3.78108966045716	0.000426927682838832	0.039604910269861	-1.26053088312781	0.239725853412283	0.260004783481692	0.020278930069409	14	23531625	R	II	ACIN1	Body	shelf	Body-shelf	chr14:23528360-23528582		
cg19306491	0.031068126918411	0.324730175041682	3.78100082565738	0.000427045270612833	0.039604910269861	-1.26079511152598	0.309196111582477	0.340264238500888	0.031068126918411	1	171889477	R	II	DNM3	Body	opensea	Body-opensea		rs150711884	2
cg07664057	0.034781687310902	0.690996968222489	3.78100048203256	0.000427045725518488	0.039604910269861	-1.26079613359001	0.673606124567038	0.70838781187794	0.034781687310902	10	106013534	F	II	GSTO1	TSS1500	shore	TSS1500-shore	chr10:106014667-106015087		
cg19384379	0.0268749360420455	0.524739998255858	3.78098100250289	0.000427071514139203	0.039604910269861	-1.26085407264668	0.511302530234835	0.538177466276881	0.0268749360420454	3	12800816	F	II	TMEM40	TSS200	opensea	TSS200-opensea		rs569700760;rs185490626;rs548762702	8;18;20
cg14054378	-0.0228596875152841	0.887375662744087	-3.78097449590612	0.000427080128446776	0.039604910269861	-1.26087342554583	0.898805506501729	0.875945818986445	-0.0228596875152842	18	52909756	F	II	TCF4	Body	opensea	Body-opensea		rs193179577;rs572535118	21;38
cg18789869	0.0234152947111975	0.857306178308529	3.78090043572845	0.000427178191050389	0.039604910269861	-1.26109370519115	0.84559853095293	0.869013825664127	0.0234152947111971	7	23332819	R	II		IGR	opensea	IGR-opensea		rs572439896;rs541424446;rs554978678	51;23;1
cg01968152	0.0242639611360737	0.885792768854071	3.7808928388858	0.000427188251205914	0.039604910269861	-1.26111630059951	0.873660788286034	0.897924749422108	0.0242639611360738	7	28487058	F	II	CREB5	5'UTR	opensea	5'UTR-opensea		rs141357837;rs566252389;rs146948381	33;35;50
cg18292304	0.0270042735455965	0.360133744306489	3.78084344630995	0.000427253665122802	0.039604910269861	-1.26126320911005	0.34663160753369	0.373635881079287	0.0270042735455965	11	64647286	R	II	EHD1	TSS1500	shore	TSS1500-shore	chr11:64645429-64646566	rs548462604	1
cg03984362	0.0198767173590301	0.157314671688851	3.78083126944406	0.000427269793247914	0.039604910269861	-1.26129942664401	0.147376313009336	0.167253030368366	0.0198767173590301	17	73223204	R	II	NUP85	Body	opensea	Body-opensea		rs8066883	38
cg02540212	0.0328920071456448	0.792925933393154	3.78080381459573	0.000427306159042523	0.039604910269861	-1.26138108509963	0.776479929820331	0.809371936965976	0.0328920071456446	16	77743413	F	II		IGR	opensea	IGR-opensea		rs143804170;rs575802719	1;39
cg08966261	0.0268805331997134	0.795639484988933	3.78079045637583	0.00042732385398102	0.039604910269861	-1.26142081609304	0.782199218389076	0.80907975158879	0.0268805331997134	12	3361896	R	II	TSPAN9	Body	opensea	Body-opensea		rs370080686;rs533640660;rs553776442	30;17;1
cg04242580	0.0249089912269592	0.222856295588961	3.78073131929132	0.000427402198269078	0.0396072474917525	-1.26159670501081	0.210401799975482	0.235310791202441	0.0249089912269592	2	102927687	F	II	IL1RL1	TSS1500	opensea	TSS1500-opensea		rs6543116	39
cg22123711	0.0300086380027959	0.548075021114603	3.78068026307976	0.000427469848205344	0.0396085932131287	-1.26174855812559	0.533070702113205	0.563079340116001	0.0300086380027959	1	12185845	R	II	TNFRSF8	TSS200	opensea	TSS200-opensea		rs562958878	1
cg09092446	0.0101371481861985	0.951190349956639	3.78060628036809	0.000427567894242234	0.0396127546984745	-1.26196859803121	0.94612177586354	0.956258924049739	0.0101371481861982	6	33827013	F	II		IGR	opensea	IGR-opensea			
cg26596855	0.0134845177570878	0.95585631394047	3.78055378664264	0.000427637474993972	0.0396142782625877	-1.26212472381855	0.949114055061926	0.962598572819013	0.0134845177570878	20	1305162	R	II	SDCBP2	5'UTR	shore	5'UTR-shore	chr20:1305899-1306554	rs535470512	11
cg22919537	0.0178420613346618	0.897015537441245	3.78045715441218	0.000427765590093645	0.0396161263828576	-1.26241212237488	0.888094506773914	0.905936568108576	0.0178420613346618	7	16827144	F	II		IGR	opensea	IGR-opensea		rs577105280;rs33916339;rs534298517	0;29;38
cg07328569	0.0343716733824395	0.63970411423801	3.78043085180955	0.000427800468502529	0.0396161263828576	-1.26249034951512	0.622518277546791	0.65688995092923	0.0343716733824394	1	61524438	F	II		IGR	opensea	IGR-opensea		rs537507568;rs558786791	4;40
cg20005056	0.0286413875557585	0.82831388544675	3.78038909194224	0.000427855849546225	0.0396161263828576	-1.26261454783175	0.813993191668871	0.842634579224629	0.0286413875557583	2	26398994	F	II	FAM59B	Body	shore	Body-shore	chr2:26396102-26397204		
cg21012379	0.0274444426889207	0.682629778848027	3.7803784385836	0.000427869978907257	0.0396161263828576	-1.26264623194132	0.668907557503567	0.696352000192487	0.0274444426889205	14	78288427	F	II	ADCK1	Body	opensea	Body-opensea		rs146546258;rs141260186	1;42
cg20924966	0.0217549926716111	0.268732928315657	3.78031256627673	0.000427957354153862	0.039619295955249	-1.26284214141419	0.257855431979852	0.279610424651463	0.021754992671611	12	52404330	F	II	GRASP	Body	shelf	Body-shelf	chr12:52400467-52401696	rs187112455;rs189471418	5;28
cg03180302	0.0242654301101353	0.799047488830359	3.78026130681361	0.000428025358310865	0.0396206716328263	-1.26299458984188	0.786914773775292	0.811180203885427	0.0242654301101355	18	29171878	R	II	TTR	1stExon	opensea	1stExon-opensea		rs144792001;rs138657343	2;1
cg17036458	0.040037324010068	0.279727469134959	3.78013061561868	0.000428198788855664	0.0396318046751069	-1.26338326745667	0.259708807129926	0.299746131139993	0.040037324010068	17	28037399	F	II	SSH2	Body	opensea	Body-opensea		rs144304119	0
cg20034027	0.0350831693578382	0.408621285882992	3.78008591714477	0.000428258120386126	0.0396323758658426	-1.26351619972172	0.391079701204073	0.426162870561911	0.0350831693578382	3	182520423	R	II	ATP11B	Body	opensea	Body-opensea		rs149751856	1
cg22013864	0.0280969893817209	0.271958528561463	3.77996532591128	0.000428418229351046	0.0396422720232874	-1.2638748310884	0.257910033870603	0.286007023252324	0.0280969893817209	6	157942704	F	II	ZDHHC14	Body	opensea	Body-opensea		rs555048502	5
cg17332422	0.0118750064978936	0.926800398612475	3.77988083166144	0.000428530446671467	0.0396442291491866	-1.26412610839411	0.920862895363528	0.932737901861422	0.0118750064978939	5	178658477	F	II	ADAMTS2	Body	opensea	Body-opensea		rs574154794	6
cg25433915	0.0451370485225138	0.390229832245115	3.77984573770997	0.000428577063471997	0.0396442291491866	-1.26423047333674	0.367661307983858	0.412798356506372	0.0451370485225138	11	94822086	F	II	ENDOD1	TSS1500	shore	TSS1500-shore	chr11:94822597-94823611	rs576722978;rs187500780	12;40
cg11003536	0.0137954394921623	0.9332697787002	3.77982929376549	0.000428598908347431	0.0396442291491866	-1.26427937535183	0.926372058954119	0.940167498446281	0.0137954394921622	11	130356702	R	II		IGR	opensea	IGR-opensea			
cg09985385	0.0225294819592124	0.886597497976858	3.77977081149738	0.00042867660750417	0.0396464971888561	-1.26445329258388	0.875332756997252	0.897862238956464	0.0225294819592124	20	14742840	R	II	MACROD2	Body	opensea	Body-opensea		rs4814324;rs545730465	12;2
cg26695909	0.0274436499294251	0.46269586187177	3.77969222312482	0.000428781040844203	0.0396512368914038	-1.26468699995501	0.448974036907058	0.476417686836483	0.0274436499294251	8	81639869	F	II	ZNF704	Body	opensea	Body-opensea			
