	chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
Block_589	2	195731537	196401097	0.00424562438778442	0.135859980409102	37	157280	157311	32	6271	0.0686871547939385	0.954	0.41651324175046	1
Block_590	8	68279604	68598797	0.00426506409698191	0.132216987006439	112	271792	271822	31	2217	0.0674523016222045	0.954	0.423773283939206	1
Block_591	7	80741660.5	81090072	0.00461880540285119	0.110851329668429	98	257218	257241	24	643	0.0433217301858243	0.954	0.472228226706122	1
Block_592	14	45682843	45840127	0.00552993486586124	0.0774190881220574	173	84914	84927	14	121	0.0162444065126703	0.954	0.568683427872897	1
Block_593	4	155386347	155838156	0.00389975713371427	0.159890042482285	61	212011	212051	41	2259	0.104164958494523	0.958	0.372456065812456	1
Block_594	6	83300117	83796488	0.00417003673600657	0.129271138816204	81	241190	241220	31	989	0.0782504341863013	0.962	0.429855619078854	1
Block_595	18	66555742	67084946	0.00427941058325802	0.124102906914483	207	130806	130834	29	1186	0.0678374167964877	0.964	0.440976751466543	1
Block_596	2	194106027	194367530	-0.00841936999169367	0.0336774799667747	36	157256	157259	4	24	0.00447478986376861	0.966	0.75794641681388	1
Block_597	3	16945717	17592970	0.00306634345766839	0.254506506986476	38	182711	182793	83	3566	0.194177555487643	0.968	0.254918914621208	0.986
Block_598	7	87905423.6666667	88632493	0.00385497414896687	0.150343991809708	99	257652	257690	39	183	0.113683514834388	0.97	0.389038379832885	1
Block_599	5	62697698	63635679	0.00508461863264289	0.0864385167549292	68	219994	220010	17	528	0.0261853472372334	0.97	0.539444489995702	1
Block_600	8	112039882	113702941.5	0.00364033189190847	0.163814935135881	117	275408	275452	45	4557	0.14689535054177	0.978	0.365936438603945	1
Block_601	8	90628600	91007867	0.00377083023249795	0.14706237906742	116	273256	273294	39	2224	0.12908563719169	0.978	0.39521761491961	1
Block_602	3	81837752	82034909	0.00540287278094127	0.0702373461522365	41	189399	189411	13	90	0.0200682275011988	0.98	0.594026490954763	1
Block_603	6	115866227	116697339	0.00300643702887333	0.213457029050006	87	243573	243643	71	6089	0.231821942620324	0.982	0.297703968177064	0.992
Block_604	9	5389291	5621481	0.0037101050437512	0.152114306793799	118	280342	280382	41	641	0.138296101392129	0.982	0.385813350825016	1
Block_605	4	165119084.142857	165728809	0.00408657085607612	0.110337413114055	62	212568	212594	27	561	0.0938115718413723	0.982	0.473564949052989	1
Block_606	5	60496296	60751732.5	0.00368786378799019	0.151202415307598	67	219825	219865	41	1316	0.14285288351881	0.984	0.387492949907697	1
Block_607	7	102449340	102585030	0.00424649555139012	0.110408884336143	101	259169	259194	26	1382	0.074662651530398	0.984	0.473381087614944	1
Block_608	7	15764568	16571218	0.00334616984365533	0.177347001713733	89	251306	251358	53	6160	0.199946829259809	0.986	0.344889273175858	0.998
Block_609	7	107356169	107636217	0.00350300558265338	0.161138256802056	101	259697	259742	46	1382	0.175689542508019	0.986	0.370334205432857	1
Block_610	6	72363207	72806781.6666667	0.00550318714152882	0.060535058556817	80	240578	240588	11	535	0.0199092122034303	0.986	0.630629824809865	1
Block_611	1	173718451	174243835.5	0.00319167577366483	0.172350491777901	15	19031	19084	54	5036	0.236853286026282	0.988	0.352459892118059	0.998
Block_612	3	151019897	151186360	0.00359776768592827	0.147508475123059	51	195414	195454	41	1670	0.162245296004492	0.99	0.394400176904519	1
Block_613	18	62640514	63547804	0.00389148665336473	0.112853112947577	207	130637	130665	29	1186	0.121999517984879	0.99	0.467333537071684	1
Block_614	6	62391061.25	63038652	0.00556066880213715	0.0556066880213715	79	240214	240223	10	209	0.0196408738884458	0.99	0.651758982500863	1
Block_615	2	190163043	190715638	0.00298237557738646	0.178942534643188	35	156854	156913	60	5305	0.268686160948327	0.992	0.34246180527086	0.998
Block_616	21	15865384	16072664	0.0038654559800968	0.115963679402904	216	171528	171557	30	363	0.125204670080526	0.992	0.459872241146699	1
Block_617	7	120492616	120689323	0.00424766571707411	0.106191642926853	102	260628	260652	25	435	0.0756589817554792	0.992	0.48405498947766	1
Block_618	6	68254692	68836473	0.00464105567473563	0.0835390021452413	79	240370	240387	18	209	0.0478014892776482	0.994	0.548458669687957	1
Block_619	14	46813592	46874779	0.00870708731061698	0.017414174621234	174	84948	84949	2	41	0.00586865833327122	0.994	0.858287554319874	1
Block_620	4	154535798	155198629	0.00318911812265197	0.153077669887294	61	211952	211999	48	2259	0.254079115079868	0.996	0.384071636391645	1
Block_621	19	21041260	22235850	0.00354265259828654	0.113364883145169	208	134294	134325	32	2503	0.194637209082755	0.996	0.46610862235606	1
Block_622	13	73534321	73916609	0.00311288074668598	0.140079633600869	169	79394	79438	45	923	0.285666013213177	0.998	0.408328923143434	1
Block_623	12	64014138	64110434	-0.00843928173027698	0.016878563460554	163	66650	66651	2	1012	0.00673578862891544	0.998	0.861159768135819	1
Block_624	2	197065128	197318590	0.00276189235630795	0.127047048390166	37	157385	157430	46	6271	0.372162881357196	1	0.434536631906916	1
Block_625	7	132720836	133049843	0.00330691964596588	0.125662946546703	103	261849	261886	38	2121	0.246923426680282	1	0.437627491757293	1
Block_626	14	31500989	31735153	0.00287334817231589	0.114933926892636	172	84038	84077	40	1895	0.378898669986111	1	0.462302193665725	1
Block_627	1	198354154	198603088.5	0.00336723538663038	0.114486003145433	17	21228	21261	34	1707	0.23954412301821	1	0.463407846908022	1
Block_628	14	38534437	39186177	0.00367366965266579	0.106536419927308	172	84701	84729	29	1895	0.167776046830005	1	0.483170466883822	1
Block_629	10	27068447	27276908	0.00313650881404377	0.103504790863444	137	31491	31523	33	2154	0.321874293437886	1	0.490872770369487	1
Block_630	3	71235448	71355166.6	0.0031513529904798	0.100843295695354	40	188651	188682	32	960	0.321685462771786	1	0.497943981892133	1
Block_631	4	178517279	179554074.5	0.0038405586555494	0.096013966388735	63	213464	213488	25	445	0.138308524462267	1	0.511144736220952	1
Block_632	7	86940550	87166531	0.00368006417345523	0.0956816685098361	99	257580	257605	26	183	0.172407367377515	1	0.512113735691729	1
Block_633	6	70294596	70841516	0.00339727757989327	0.0883292170772249	80	240423	240448	26	535	0.254195891939167	1	0.533555954750209	1
Block_634	11	22774556	23258850	0.00413071333774934	0.0867449800927361	149	46908	46928	21	108	0.09590361685264	1	0.538520213577422	1
Block_635	1	192755755	192921988	0.00420602769877851	0.0841205539755702	16	20897	20916	20	280	0.0872074677559215	1	0.546538063044596	1
Block_636	8	91072389	91553875	0.00320588156555184	0.0833529207043479	116	273299	273324	26	2224	0.324761414937996	1	0.549017707844175	1
Block_637	13	74173527	74328479	0.00396759234967396	0.0833194393431532	169	79453	79473	21	923	0.121532410547683	1	0.549119577019308	1
Block_638	5	100682581	101757241	0.00383842858622683	0.0806070003107634	72	223177	223197	21	8794	0.146463027700962	1	0.558024433694348	1
Block_639	8	83119353	84075687	0.00365557021857882	0.0804225448087341	113	272967	272988	22	401	0.187762282068292	1	0.558600864148759	1
Block_640	10	27753151	27993940	0.00308643922253606	0.0802474197859376	137	31552	31577	26	2154	0.373671042071969	1	0.559217048427612	1
Block_641	6	63979403	64206328	0.00374776842626513	0.0787031369515677	79	240235	240255	21	209	0.167221977901843	1	0.564206153395101	1
Block_642	18	67299461	67523597	0.00293060847202421	0.0761958202726294	207	130842	130867	26	1186	0.441697289534557	1	0.572974356298621	1
Block_643	7	79810832	80004817	0.00415668167568445	0.07482027016232	98	257123	257140	18	643	0.0976850851104535	1	0.57763797682849	1
Block_644	7	87329562.5	87741338	0.00409927557618274	0.0737869603712893	99	257615	257632	18	183	0.106242095821625	1	0.581287874835084	1
Block_645	3	155312531	155577806	0.00320675381167105	0.070548583856763	51	195844	195865	22	1670	0.341229436713154	1	0.592861206975802	1
Block_646	5	55152606	55247966.5	0.00288265896277986	0.0691838151067166	67	219161	219184	24	1316	0.47659866278073	1	0.597795650434683	1
Block_647	10	63803474	63869379	0.00312991730693702	0.0688581807526144	145	34422	34443	22	752	0.374177903333607	1	0.598993234396003	1
Block_648	3	99816004	99913161	0.00281534549519704	0.0675682918847289	48	190022	190045	24	655	0.507499807442413	1	0.603776116399198	1
Block_649	4	47652694	47885045	0.00299621815325028	0.0659167993715061	58	204794	204815	22	246	0.436246046357929	1	0.609992620696338	1
Block_650	11	96209225	96698526	0.00407349383666448	0.0651759013866317	155	54743	54758	16	610	0.11456306820017	1	0.612695880758404	1
Block_651	4	175270939	175414781	0.00357603982860527	0.0643687169148948	63	213222	213239	18	445	0.222350593946983	1	0.615625240696984	1
Block_652	7	82352557.5	82584377	0.00355997031670002	0.0640794657006004	98	257340	257357	18	643	0.227339698914472	1	0.616728409325253	1
Block_653	6	64263822	64416544	-0.00352943454012151	0.0635298217221872	79	240266	240283	18	209	0.237076901288769	1	0.618735977459582	1
Block_654	7	81864182	82066996	0.00356611788641301	0.0606240040690211	98	257302	257318	17	643	0.228668967419256	1	0.630319248056411	1
Block_655	6	76027389	76141046	0.00283398163788586	0.0566796327577173	80	240830	240849	20	535	0.531816724930866	1	0.647043185076414	1
Block_656	15	56292422	56567633.3333333	0.00281376341804062	0.0562752683608125	185	96681	96700	20	6498	0.542038427040551	1	0.648842045632421	1
Block_657	3	147036868	147232332	0.00283514005049118	0.0538676609593324	51	194895	194913	19	1670	0.5402445357126	1	0.659190463057516	1
Block_658	3	81512464	81766440	-0.00379814431274369	0.0531740203784117	41	189375	189388	14	90	0.175180196632354	1	0.662293745978031	1
Block_659	7	81381550	81601765	0.00347835787759582	0.0521753681639374	98	257265	257279	15	643	0.265473555010597	1	0.666790897368048	1
Block_660	1	192458310	192520335	0.00323582080981065	0.0517731329569704	16	20848	20863	16	280	0.358353396591606	1	0.668522673345309	1
Block_661	3	80239372	80668392	0.0044341674845151	0.0487758423296661	41	189337	189347	11	90	0.078531195571424	1	0.681981827533002	1
Block_662	1	89381680	89531240.5	0.00286250955613691	0.0486626624543275	4	12526	12542	17	1796	0.542863318897726	1	0.682466327268391	1
Block_663	8	67705605.25	67868316	0.00316558479401066	0.0443181871161492	112	271746	271759	14	2217	0.402532318616964	1	0.702949485312204	1
Block_664	3	88031285.8	88123083	0.00334121515450818	0.0434357970086063	44	189556	189568	13	180	0.328416282172646	1	0.706842875493506	1
Block_665	3	81222806.5	81351376	0.00333307511443318	0.0433299764876313	41	189356	189368	13	90	0.331859957214946	1	0.707329859842923	1
Block_666	7	80240490	80275846.75	0.00299867786104745	0.0389828121936169	98	257162	257174	13	643	0.498505504662378	1	0.729577093846356	1
Block_667	14	22739483.3333333	22806469	0.00287303788625143	0.0373494925212686	172	83282	83294	13	1895	0.572991748596814	1	0.737654574050194	1
Block_668	5	65097488.5	65157759	0.00264568671293072	0.0370396139810301	68	220111	220124	14	528	0.690223292262663	1	0.73962238836008	1
Block_669	7	79183685	79370966	0.00411152457779675	0.0370037212001708	98	257092	257100	9	643	0.129135329472243	1	0.739826126710346	1
Block_670	6	79744582	79926242	-0.00304276877784342	0.0365132253341211	81	240978	240989	12	989	0.480892075820482	1	0.742566655982826	1
Block_671	2	115336559	115612096	0.00274338075554514	0.0356639498220868	32	150532	150544	13	1181	0.654295773423078	1	0.74662651530398	1
Block_672	6	76183680	76266127	0.00316114821635462	0.0347726303799009	80	240854	240864	11	535	0.424702529585542	1	0.751630527955635	1
Block_673	2	110856683	110885268.666667	0.00489727804250809	0.0342809462975566	30	150075	150081	7	12	0.0510339721275998	1	0.754579764806436	1
Block_674	5	49597832	49860131	0.0031139320768558	0.0342532528454139	67	218678	218688	11	1316	0.449228154652316	1	0.754803380068923	1
Block_675	6	67636210	67768895	0.00546479970143227	0.0327887982085936	79	240359	240364	6	209	0.0290650148952611	1	0.762088268397946	1
Block_676	6	70985871	71089439	0.00274031092082184	0.0301434201290403	80	240462	240472	11	535	0.680473666818228	1	0.777038191002219	1
Block_677	21	15561498	15608505	-0.00426097208380722	0.0298268045866505	216	171505	171511	7	363	0.113079753625673	1	0.778876805382668	1
Block_678	6	65341479	65684073	0.00325858708558782	0.0293272837702904	79	240318	240326	9	209	0.389870725532142	1	0.782057111338039	1
Block_679	13	84975119	85386491	0.00324034550847761	0.0291631095762985	169	80126	80134	9	923	0.39892465904884	1	0.783142887668115	1
Block_680	13	68067778	68261695	0.00362045469467123	0.0289636375573698	168	79236	79243	8	109	0.251857870139163	1	0.784593902260253	1
Block_681	8	82503527	82586475	0.00285096943987465	0.0285096943987465	113	272929	272938	10	401	0.617307324393692	1	0.787513323742723	1
Block_682	6	94964543	95220940.5	0.00403841476930245	0.0282689033851171	82	241963	241969	7	23	0.15074898689863	1	0.788596615458772	1
Block_683	21	22938667	23087706	0.00554106143198488	0.0277053071599244	217	171915	171919	5	78	0.0292414224912231	1	0.791386837011804	1
Block_684	12	61806201	62116422	0.00326506433029412	0.0261205146423529	162	66513	66520	8	137	0.39423122315064	1	0.801931538945083	1
Block_685	6	69023968	69110500	-0.0050439522373939	0.0252197611869695	79	240391	240395	5	209	0.0491034270281283	1	0.806567828720647	1
Block_686	7	80389778	80438480	0.00310847101815114	0.0248677681452091	98	257185	257192	8	643	0.47603217078243	1	0.80852818918845	1
Block_687	14	45614314	45649581.6666667	-0.00342520197528927	0.0239764138270249	173	84904	84910	7	121	0.329509512344805	1	0.814632885854347	1
Block_688	13	71815390	72052452	0.00323498611842112	0.0226449028289479	169	79308	79314	7	923	0.417348072063745	1	0.823075604320247	1
Block_689	1	194839052	195164833	0.0029682601224437	0.0207778208571059	16	21029	21035	7	280	0.571068657339426	1	0.836924842910278	1
Block_690	5	45724903	45889756	-0.00399831142655637	0.0199915571327819	66	218673	218677	5	1122	0.169455645912686	1	0.840520079408264	1
Block_691	21	22599247	22611306.5	-0.00466591847174193	0.0186636738869677	217	171902	171905	4	78	0.0802058254260492	1	0.84972308976662	1
Block_692	6	69990372	70040888	-0.00620290938305841	0.0186087281491752	79	240420	240422	3	209	0.0215614805318068	1	0.85023740487034	1
Block_693	5	94418712.5	94466785	0.0026214076794693	0.0183498537562851	71	222683	222689	7	2650	0.817703868792502	1	0.853082287931981	1
Block_694	14	47096230	47131012	0.00607932032585023	0.0182379609775507	174	84954	84956	3	41	0.0237106716657101	1	0.854307202647605	1
Block_695	7	79609099	79648581	-0.00282432609832104	0.0169459565899262	98	257106	257111	6	643	0.684208041701762	1	0.860762229891398	1
Block_696	6	95927547	95991800	0.00326674667782227	0.0163337333891113	84	241971	241975	5	304	0.419067424970868	1	0.864963712212126	1
Block_697	6	69428797	69488586	-0.0026897489407836	0.0161384936447016	79	240402	240407	6	209	0.789784260963981	1	0.866643311294807	1
Block_698	4	39857347	39916557	0.00263446938268428	0.0158068162961057	56	204241	204246	6	1023	0.830107062018451	1	0.87065099372138	1
Block_699	4	164528150	164543759	0.00259762178216111	0.0155857306929667	62	212540	212545	6	561	0.848508113507107	1	0.87380148430842	1
Block_700	21	21183162	21272674	0.00508437874083106	0.0152531362224932	217	171868	171870	3	78	0.0556454157628883	1	0.875369275759857	1
Block_701	8	88160820	88218235	-0.00487651150715505	0.0146295345214651	115	273168	273170	3	105	0.0682747088653513	1	0.878037751225536	1
Block_702	5	100345604	100381772	-0.00364714088693118	0.0145885635477247	71	223173	223176	4	2650	0.271824228465229	1	0.878229066505664	1
Block_703	1	192095680	192139430	0.00281767877840958	0.0140883938920479	16	20825	20829	5	280	0.702986754522619	1	0.880957172708006	1
Block_704	3	93560256	93685873.3333333	-0.00467326189168871	0.0140197856750661	46	189624	189626	3	37	0.084665707605652	1	0.881384526320759	1
Block_705	2	194448152	194448772	0.00668551419927108	0.0133710283985422	36	157260	157261	2	24	0.0176208826839795	1	0.887419653793881	1
Block_706	2	110931401	110978925	0.00615551491296394	0.0123110298259279	30	150085	150086	2	12	0.0250225478723008	1	0.896645025678486	1
Block_707	7	76623419	76637484.6666667	0.00605782056218841	0.0121156411243768	98	256865	256866	2	643	0.0268959468491367	1	0.89745997907955	1
Block_708	14	46939278	46940266	-0.00603678452198545	0.0120735690439709	174	84951	84952	2	41	0.0272860312514752	1	0.89760657130718	1
Block_709	14	47389300	47411755	0.00544781083864571	0.0108956216772914	174	84961	84962	2	41	0.0429564919237621	1	0.905495220844918	1
Block_710	1	192571826	192579788	-0.00270099508689751	0.01080398034759	16	20869	20872	4	280	0.817644238055839	1	0.906543727964579	1
Block_711	2	194808427	194828571	-0.00534455592069339	0.0106891118413868	36	157269	157270	2	24	0.0469567205082526	1	0.90832768083642	1
Block_712	2	194712047	194716174	0.00531654354861878	0.0106330870972376	36	157266	157267	2	24	0.0480723122066603	1	0.909321526447474	1
Block_713	14	45512287	45518464	-0.00353311819437867	0.010599354583136	173	84895	84897	3	121	0.321004678528214	1	0.909922803042161	1
Block_714	6	67178610	67278374	-0.00343744858198859	0.0103123457459658	79	240354	240356	3	209	0.359446626763765	1	0.915731830638769	1
Block_715	7	85911733.5	86084870	0.00329141430776979	0.00987424292330938	99	257508	257510	3	183	0.428185958452284	1	0.917225083669377	1
Block_716	6	69269829	69286093	0.00315567818247584	0.00946703454742751	79	240396	240398	3	209	0.501745441354413	1	0.918852505857478	1
Block_717	14	42880966	42980608	0.003113017428295	0.009339052284885	173	84838	84840	3	121	0.526683512349774	1	0.919396636329529	1
Block_718	14	42581186	42610342	0.00461238678179093	0.00922477356358185	173	84827	84828	2	121	0.0954042094330856	1	0.919915920661305	1
Block_719	1	104057485	104060286	-0.00362118209345335	0.00724236418690671	5	13837	13838	2	19	0.297457991388328	1	0.940518340178445	1
Block_720	21	21580297	21580297	-0.00716938641189751	0.00716938641189751	217	171872	171872	1	78	0.0151834763228706	1	0.940717109300656	1
Block_721	21	22663059	22696706	0.00352259197290031	0.00704518394580062	217	171908	171909	2	78	0.334188040558839	1	0.941144462913409	1
Block_722	2	194702616	194702616	-0.00644953776681611	0.00644953776681611	36	157264	157264	1	24	0.0228808105804804	1	0.943648953853264	1
Block_723	3	120871756	120913195	-0.00320409577987768	0.00640819155975536	50	191840	191841	2	2947	0.485868757717832	1	0.943860146045613	1
Block_724	4	60017351	60018409	-0.00310475029968076	0.00620950059936152	59	205548	205549	2	587	0.544152833578068	1	0.944883807024998	1
Block_725	13	60984566	60986417	-0.00294534365519048	0.00589068731038096	167	79023	79024	2	265	0.651473251887685	1	0.947030513544873	1
Block_726	6	100002534	100008922	-0.00272446432915239	0.00544892865830478	84	242165	242166	2	304	0.835051443933442	1	0.952601018194829	1
Block_727	8	87626522	87632363	0.0026959509029586	0.00539190180591719	115	273146	273147	2	105	0.862215729097563	1	0.953811025226286	1
Block_728	4	54062757	54075042	0.00267426394800737	0.00534852789601474	59	205088	205089	2	587	0.883384640613004	1	0.955085632222462	1
Block_729	3	114343582.111111	114344942	0.00262679438841886	0.00525358877683771	49	191326	191327	2	1516	0.929595976912966	1	0.9590361685264	1
Block_730	11	97727857	97727857	-0.00314001910017187	0.00314001910017187	156	54777	54777	1	23	0.533314947189529	1	0.972751237958939	1
Block_731	7	118101150	118101150	-0.00309661443582045	0.00309661443582045	101	260550	260550	1	1382	0.560141324845892	1	0.973205922325996	1
Block_732	15	37867444	37867444	-0.0029829972839035	0.0029829972839035	185	94579	94579	1	6498	0.637288590403924	1	0.974622152321748	1
Block_733	2	194544746	194544746	-0.00292155755648782	0.00292155755648782	36	157262	157262	1	24	0.682202958181461	1	0.975628421002939	1
Block_734	5	99606013	99606013	0.00272381005463085	0.00272381005463085	71	223126	223126	1	2650	0.854329564173853	1	0.980918164267772	1
Block_735	12	73266969	73266969	-0.00265709407078937	0.00265709407078937	163	67661	67661	1	1012	0.923036595880013	1	0.985045108167672	1
Block_736	6	84245737	84245737	0.00264164911543972	0.00264164911543972	81	241255	241255	1	989	0.939176648603523	1	0.986429038181064	1
