TargetID	X611.121_mas.lungtumortissue.Signal.CY3	X611.121_mas.lungtumortissue.Signal.CY5	X611.121_mas.lungtumortissue.Detection.Pval	X612..123.lungtumortissue.Signal.CY3	X612..123.lungtumortissue.Signal.CY5	X612..123.lungtumortissue.Detection.Pval	X613.132_mas.lungtumortissue.Signal.CY3	X613.132_mas.lungtumortissue.Signal.CY5	X613.132_mas.lungtumortissue.Detection.Pval	X614.185_mas.lungtumortissue.Signal.CY3	X614.185_mas.lungtumortissue.Signal.CY5	X614.185_mas.lungtumortissue.Detection.Pval	X615.187_mas.lungtumortissue.Signal.CY3	X615.187_mas.lungtumortissue.Signal.CY5	X615.187_mas.lungtumortissue.Detection.Pval	X616..232.lungtumortissue.Signal.CY3	X616..232.lungtumortissue.Signal.CY5	X616..232.lungtumortissue.Detection.Pval	X617..234.lungtumortissue.Signal.CY3	X617..234.lungtumortissue.Signal.CY5	X617..234.lungtumortissue.Detection.Pval	X618..243.lungtumortissue.Signal.CY3	X618..243.lungtumortissue.Signal.CY5	X618..243.lungtumortissue.Detection.Pval	X619.390_mas.lungtumortissue.Signal.CY3	X619.390_mas.lungtumortissue.Signal.CY5	X619.390_mas.lungtumortissue.Detection.Pval	X620..440.lungtumortissue.Signal.CY3	X620..440.lungtumortissue.Signal.CY5	X620..440.lungtumortissue.Detection.Pval	X1146.Lung.398SCC.lungtumortissue.Signal.CY3	X1146.Lung.398SCC.lungtumortissue.Signal.CY5	X1146.Lung.398SCC.lungtumortissue.Detection.Pval	X1608.4644T.lungtumortissue.Signal.CY3	X1608.4644T.lungtumortissue.Signal.CY5	X1608.4644T.lungtumortissue.Detection.Pval	X1609.4645T.lungtumortissue.Signal.CY3	X1609.4645T.lungtumortissue.Signal.CY5	X1609.4645T.lungtumortissue.Detection.Pval	X1610.4648T.lungtumortissue.Signal.CY3	X1610.4648T.lungtumortissue.Signal.CY5	X1610.4648T.lungtumortissue.Detection.Pval	X1611.4652T.lungtumortissue.Signal.CY3	X1611.4652T.lungtumortissue.Signal.CY5	X1611.4652T.lungtumortissue.Detection.Pval	X1612.4653T.lungtumortissue.Signal.CY3	X1612.4653T.lungtumortissue.Signal.CY5	X1612.4653T.lungtumortissue.Detection.Pval	X1613.4654T.lungtumortissue.Signal.CY3	X1613.4654T.lungtumortissue.Signal.CY5	X1613.4654T.lungtumortissue.Detection.Pval	X1614.6008T.lungtumortissue.Signal.CY3	X1614.6008T.lungtumortissue.Signal.CY5	X1614.6008T.lungtumortissue.Detection.Pval	X1615.6220T.lungtumortissue.Signal.CY3	X1615.6220T.lungtumortissue.Signal.CY5	X1615.6220T.lungtumortissue.Detection.Pval	X1616.6338T.lungtumortissue.Signal.CY3	X1616.6338T.lungtumortissue.Signal.CY5	X1616.6338T.lungtumortissue.Detection.Pval	X1617.6499T.lungtumortissue.Signal.CY3	X1617.6499T.lungtumortissue.Signal.CY5	X1617.6499T.lungtumortissue.Detection.Pval	X1618.6501T.lungtumortissue.Signal.CY3	X1618.6501T.lungtumortissue.Signal.CY5	X1618.6501T.lungtumortissue.Detection.Pval	X1619.6512T.lungtumortissue.Signal.CY3	X1619.6512T.lungtumortissue.Signal.CY5	X1619.6512T.lungtumortissue.Detection.Pval	X622.H1395wt.lungcellline.Signal.CY3	X622.H1395wt.lungcellline.Signal.CY5	X622.H1395wt.lungcellline.Detection.Pval	X623.H441wt.lungcellline.Signal.CY3	X623.H441wt.lungcellline.Signal.CY5	X623.H441wt.lungcellline.Detection.Pval	X624.H1155wt.lungcellline.Signal.CY3	X624.H1155wt.lungcellline.Signal.CY5	X624.H1155wt.lungcellline.Detection.Pval	X625.CALU3wt.lungcellline.Signal.CY3	X625.CALU3wt.lungcellline.Signal.CY5	X625.CALU3wt.lungcellline.Detection.Pval	X626.H23KO.lungcellline.Signal.CY3	X626.H23KO.lungcellline.Signal.CY5	X626.H23KO.lungcellline.Detection.Pval	X627.A427KO.lungcellline.Signal.CY3	X627.A427KO.lungcellline.Signal.CY5	X627.A427KO.lungcellline.Detection.Pval	X628.H522KO.lungcellline.Signal.CY3	X628.H522KO.lungcellline.Signal.CY5	X628.H522KO.lungcellline.Detection.Pval	X629.A549KO.lungcellline.Signal.CY3	X629.A549KO.lungcellline.Signal.CY5	X629.A549KO.lungcellline.Detection.Pval	X631.H2126KO.lungcellline.Signal.CY3	X631.H2126KO.lungcellline.Signal.CY5	X631.H2126KO.lungcellline.Detection.Pval	X990.H1299.lungcellline.Signal.CY3	X990.H1299.lungcellline.Signal.CY5	X990.H1299.lungcellline.Detection.Pval	X1657.normal_lung.lungnormaltissue.Signal.CY3	X1657.normal_lung.lungnormaltissue.Signal.CY5	X1657.normal_lung.lungnormaltissue.Detection.Pval	X1686.Nlung.571.lungnormaltissue.Signal.CY3	X1686.Nlung.571.lungnormaltissue.Signal.CY5	X1686.Nlung.571.lungnormaltissue.Detection.Pval	X1688.Nlung.593.lungnormaltissue.Signal.CY3	X1688.Nlung.593.lungnormaltissue.Signal.CY5	X1688.Nlung.593.lungnormaltissue.Detection.Pval
SPARC_P195_F	6641	1665	0	3935	4877	0	3747	6449	0	2165	6055	0	7488	1502	0	8117	1176	0	2490	4095	0	3585	4243	0	4183	3042	0	2400	4813	0	23651	2547	0	23414	8336	0	9331	19118	0	21203	4981	0	10698	19844	0	14393	14384	0	14800	14690	0	9844	17719	0	20674	8216	0	18036	12563	0	19557	11764	0	17181	14321	0	7159	24826	0	725	9099	0	2582	7897	0	950	10541	0	639	12970	0	1058	7067	0	925	12184	0	628	8169	0	893	8803	0	3793	1160	0	2045	11563	0	25518	5718	0	11799	1504	0	7319	1343	0
SPDEF_E116_R	8230	1945	0	5102	2030	0	8806	1172	0	4531	2124	0	7148	1048	0	4126	1465	0	6952	520	0	3490	1997	0	3471	2020	0	5615	327	0	9373	5511	0	13140	4560	0	8990	6532	0	28343	2177	0	22109	2956	0	10575	3400	0	22181	2331	0	8978	5649	0	11655	4319	0	8942	5179	0	12881	4107	0	14820	5409	0	28086	1614	0	10835	505	0	11863	400	0	8454	835	0	8422	450	0	1943	2913	0	3188	2534	0	6064	1483	0	7661	563	0	4839	485	0	2645	1832	0	10801	3450	0	6709	1047	0	4419	737	0
SPDEF_P6_R	6672	3448	0	4654	3591	0	5270	2717	0	5477	261	0	4773	2975	0	4180	4763	0	3517	2445	0	2436	2981	0	2815	3397	0	4095	1235	0	11650	8577	0	14413	9845	0	13633	10492	0	25832	5138	0	21680	8156	0	10457	12834	0	20177	5515	0	12728	11550	0	12249	13404	0	8750	16030	0	12770	11044	0	10347	15481	0	28179	3096	0	10168	260	0	10638	266	0	8201	384	0	7929	234	0	4159	5359	0	6030	3604	0	5128	4341	0	6051	265	0	3492	246	0	3268	9214	0	15194	11329	0	6838	2173	0	4650	3237	0
SPI1_E205_F	2029	4296	0	5370	3644	0	2787	5715	0	3769	1864	0	3374	2551	0	5064	1398	0	3409	2118	0	1826	6992	0	3774	2624	0	2432	1465	0	5156	14573	0	5520	12919	0	6601	13208	0	3343	16517	0	5802	17394	0	4611	12460	0	4333	11371	0	5652	12211	0	7412	10811	0	8184	10864	0	7230	12242	0	6495	14446	0	6055	10184	0	2102	5504	0	2857	2647	0	1728	3855	0	2611	4157	0	1504	3283	0	2044	4247	0	1036	5438	0	1482	2159	0	3186	1927	0	921	1565	0	5671	10904	0	2232	2859	0	3277	2059	0
SPI1_P48_F	1055	6239	0	3700	8796	0	1491	10079	0	1904	8539	0	11156	5458	0	16771	3573	0	12577	2853	0	2464	7045	0	2950	3342	0	13334	1506	0	1857	26559	0	2792	25569	0	3090	24349	0	3330	27653	0	2489	29739	0	2276	27152	0	1866	23917	0	2587	26661	0	3971	22610	0	3774	22472	0	4769	23040	0	3409	23650	0	2748	22578	0	926	11819	0	1392	7003	0	1114	10176	0	848	12873	0	896	6793	0	797	9657	0	737	11449	0	694	7415	0	556	6616	0	810	7418	0	6006	21277	0	1069	6721	0	2109	4441	0
SPI1_P929_F	1818	6928	0	1656	7496	0	1803	8525	0	1634	7420	0	1533	4143	0	1842	6074	0	1896	5170	0	1143	6277	0	1073	6621	0	2123	5977	0	2165	24175	0	3052	24681	0	3409	22683	0	1944	29123	0	2687	31636	0	3260	17269	0	7313	16257	0	5355	20720	0	2987	23541	0	2903	25337	0	4837	22998	0	4165	24419	0	5379	17381	0	2010	9708	0	5497	1804	0	3797	4491	0	7097	1584	0	1972	5534	0	3392	4341	0	2079	3819	0	3900	1719	0	4478	1644	0	2473	6197	0	3368	21733	0	1853	6442	0	1333	4744	0
SPP1_E140_R	2421	3941	0	4792	3478	0	2676	8151	0	2391	5727	0	2598	2108	0	4931	708	0	4086	1978	0	2083	3164	0	4588	1316	0	2643	3546	0	15796	3289	0	13867	6509	0	19384	1684	0	20595	1543	0	15341	4344	0	16718	4238	0	10378	7666	0	16137	1922	0	13343	4250	0	15865	3737	0	15471	3658	0	16219	2504	0	8892	14646	0	643	6118	0	994	2392	0	4093	2441	0	4666	297	0	3241	280	0	2268	228	0	1685	135	0	1041	90	9e-05	933	4858	0	1908	3934	0	12893	7933	0	3080	1690	0	2890	495	0
SPP1_P647_F	1244	9064	0	5368	4593	0	5751	9436	0	5524	3362	0	4049	2889	0	5169	2322	0	6205	2461	0	3885	3531	0	3946	5816	0	6774	2693	0	8253	18996	0	9220	23420	0	12439	16038	0	18739	12315	0	13949	14697	0	13011	13530	0	17639	11943	0	13602	12301	0	13126	16860	0	12370	19022	0	14303	14403	0	14382	14890	0	9699	26423	0	4969	3257	0	3702	3337	0	8027	2178	0	6811	203	0	5547	648	0	5410	451	0	3974	161	0	2948	128	0	3420	1159	0	4098	2441	0	11201	19622	0	3459	4576	0	3375	2518	0
SRC_E100_R	6753	6941	0	2030	11169	0	5744	8633	0	3119	6969	0	6420	7673	0	1803	9851	0	2881	5696	0	946	10356	0	1503	10684	0	5172	1824	0	917	10835	0	3492	19385	0	4049	18641	0	2563	21700	0	6801	14741	0	4590	13414	0	10229	10437	0	1805	21660	0	3127	19764	0	2250	21405	0	4861	18396	0	2715	18862	0	8358	14759	0	1054	10403	0	11377	2149	0	768	10426	0	17389	684	0	633	11587	0	904	17107	0	692	10115	0	10981	563	0	5077	3409	0	618	9394	0	2640	21080	0	2509	3481	0	1419	3739	0
SRC_P164_F	2204	7322	0	1035	11129	0	2318	9934	0	880	7607	0	2609	6274	0	1048	6967	0	1485	6158	0	752	8205	0	739	10134	0	3064	2145	0	1281	28116	0	1845	28329	0	2921	24279	0	3350	28674	0	3823	25408	0	3105	26841	0	5484	17946	0	2284	22507	0	1385	29462	0	1265	29414	0	2480	24133	0	1702	27657	0	6733	17425	0	902	9191	0	5336	2028	0	733	9230	0	6090	986	0	689	7763	0	939	14397	0	956	10042	0	5785	1077	0	2597	3334	0	362	10932	0	1586	26089	0	1632	7569	0	997	6442	0
SRC_P297_F	695	16273	0	753	16181	0	937	17427	0	324	14154	0	728	10566	0	430	9513	0	699	5771	0	326	12170	0	470	14997	0	2998	3116	0	451	16174	0	926	24436	0	648	28498	0	523	35523	0	2042	23151	0	1234	20522	0	1918	12760	0	561	26182	0	730	30249	0	758	29356	0	1059	25875	0	775	27971	0	876	28659	0	376	15028	0	376	12949	0	364	14189	0	2965	4245	0	319	11946	0	335	23950	0	322	13758	0	594	14750	0	425	10320	0	224	11301	0	712	26626	0	677	4509	0	615	5959	0
ST6GAL1_P164_R	990	178	0.02743	1625	757	0	1745	152	0	1337	174	1e-05	2681	232	0	2430	192	0	2202	142	0	747	139	0.03563	1431	167	0	882	153	0.0862	5142	321	0.00029	5950	308	6e-05	7711	654	0	5445	332	0.00017	6892	478	0.00103	4772	342	2e-05	6037	325	2e-05	6635	284	0	5614	257	0	6814	352	0	6767	282	0	7050	525	0	5896	393	0.00488	2587	235	1e-05	2525	3138	0	2810	609	0	4383	265	0	1038	207	0.00934	3932	264	0	2551	189	0	1594	156	0	855	200	0.002	1689	197	0	4855	336	1e-05	2549	197	0	2128	179	0
ST6GAL1_P528_F	8547	380	0	9853	328	0	8124	1150	0	6241	284	0	6857	1805	0	7305	236	0	6152	1273	0	5886	289	0	6951	561	0	5282	192	0	17441	2777	0	21871	1072	0	6347	26879	0	22257	833	0	21404	5215	0	20796	881	0	10168	16007	0	16420	13064	0	19526	740	0	20517	674	0	21310	758	0	19750	1017	0	20541	2537	0	4860	1241	0	1793	11189	0	1014	11092	0	2630	12794	0	3973	321	0	14017	346	0	7449	246	0	4878	697	0	3597	273	0	3872	1063	0	24034	731	0	6394	211	0	5042	135	0
STAT5A_E42_F	2401	16288	0	12750	2178	0	2571	15808	0	4730	9631	0	12059	1203	0	11684	1103	0	5622	4942	0	2566	10278	0	6902	2570	0	2415	5278	0	23175	2189	0	31385	5845	0	9566	25061	0	4658	31010	0	18495	18378	0	20183	14697	0	33731	1977	0	12391	20180	0	30426	2961	0	35000	1775	0	31775	3782	0	25450	7642	0	7317	29695	0	412	17403	0	1049	12333	0	698	13587	0	395	21180	0	448	10172	0	1310	19396	0	1181	17527	0	332	16598	0	309	9098	0	693	10387	0	32665	1651	0	10665	1317	0	9421	340	0
STAT5A_P704_R	3703	14417	0	3905	10021	0	1723	19027	0	1070	15138	0	3455	8182	0	9663	3482	0	3394	5699	0	1519	10626	0	3494	7549	0	1943	6817	0	5063	25527	0	5780	30816	0	17606	18105	0	1719	39562	0	5706	32127	0	3730	28164	0	4620	27578	0	10289	22417	0	7124	27298	0	12775	20388	0	10317	23593	0	6611	29393	0	3648	36554	0	888	15670	0	1068	13194	0	1243	12159	0	1048	20057	0	738	10667	0	717	22078	0	594	19625	0	515	16614	0	770	9957	0	750	12709	0	11402	19605	0	3486	8816	0	6093	4902	0
STK11_P295_R	1796	224	0	2921	270	0	2758	512	0	4193	271	0	4355	615	0	3440	285	0	4001	363	0	1585	281	0	2403	248	0	1258	231	0.00246	9259	348	0	9553	356	0	10011	429	0	6412	275	1e-05	9879	354	0	8834	339	0	10193	342	0	9578	349	0	10428	677	0	10682	403	0	9744	324	0	8577	352	0	15487	769	0	4609	966	0	4460	704	0	3892	834	0	3496	926	0	3971	532	0	1064	1206	0	3865	525	0	2866	324	0	1339	388	0	1029	211	0	7686	332	0	1745	108	0.00412	1482	110	0.0015
STK23_E182_R	3646	4751	0	1775	5475	0	2745	4800	0	695	13748	0	4048	7410	0	3737	5458	0	4093	2125	0	2047	6099	0	2391	5328	0	2911	1052	0	3888	27495	0	5955	21263	0	6711	20550	0	22881	5274	0	12105	14316	0	4769	16582	0	4971	33445	0	6895	23041	0	6963	18054	0	3619	25431	0	10362	12610	0	9489	12893	0	9250	12645	0	4002	1741	0	1787	5923	0	3256	3888	0	7850	855	0	323	12357	0	341	19819	0	312	17745	0	283	17269	0	952	6226	0	251	13964	0	6691	21101	0	3337	4125	0	1297	5524	0
STK23_P24_F	9832	1209	0	4104	3650	0	4959	2903	0	896	17824	0	5956	5303	0	6423	3818	0	7495	620	0	4179	2380	0	4695	3178	0	4835	719	0	8106	23553	0	15211	13897	0	21490	6885	0	31311	2303	0	24736	11401	0	11144	8654	0	7882	28243	0	16510	13346	0	13055	14529	0	9860	19737	0	22698	4642	0	19782	7470	0	30934	3171	0	4879	1878	0	1798	11031	0	9430	2278	0	10144	2006	0	402	13464	0	455	18137	0	732	13242	0	355	17571	0	4604	1672	0	524	10477	0	16918	12712	0	8294	1551	0	3720	3899	0
SYBL1_E23_R	3428	10001	0	4589	2704	0	6304	4464	0	2538	5081	0	6408	2782	0	5609	3783	0	5338	3312	0	3759	2868	0	3205	3150	0	4033	1356	0	9404	13414	0	11336	18268	0	13425	15006	0	6405	31020	0	14476	12707	0	8933	21362	0	9509	19262	0	13591	14432	0	11047	17005	0	10889	19917	0	9778	20112	0	10727	16673	0	23500	7603	0	5369	197	0	9400	397	0	10084	288	0	6657	275	0	6962	202	0	12618	480	0	3448	6715	0	2440	5358	0	3731	169	0	4554	195	0	15944	12940	0	3942	3149	0	2183	2549	0
SYBL1_P349_F	2616	4191	0	4450	1761	0	3543	2220	0	3183	1859	0	5020	926	0	2508	1220	0	1428	2117	0	2637	856	0	2961	1064	0	3554	1230	0	6045	5737	0	5724	7941	0	6779	5520	0	5330	17692	0	10818	3976	0	5323	3094	0	5601	8382	0	7713	2638	0	6028	3741	0	6988	5452	0	5927	5824	0	5657	5892	0	14169	1231	0	3493	152	0	2947	982	0	6130	153	0	3752	106	0	3749	141	0	3927	579	0	2615	180	0	1740	911	0	2351	184	0	1192	88	0	6702	4105	0	2279	801	0	1848	776	0
SYK_E372_F	5878	315	0	10372	501	0	10129	342	0	9122	404	0	8111	281	0	9493	290	0	6274	203	0	5198	292	0	6740	374	0	5754	407	0	18137	1053	0	26357	747	0	27390	1003	0	27805	650	0	28965	1253	0	25421	906	0	25827	740	0	26843	784	0	22756	751	0	24250	917	0	24426	817	0	23707	737	0	27783	926	0	8629	302	0	8666	246	0	11046	338	0	8554	274	0	5781	192	0	5148	252	0	3979	234	0	3333	238	0	1654	1194	0	2621	2006	0	26457	705	0	6880	182	0	4530	185	0
SYK_P584_F	3427	2256	0	3570	3554	0	1390	7783	0	2802	2081	0	2871	2272	0	4364	1689	0	2221	1902	0	2258	2774	0	2756	3019	0	2187	2315	0	3918	14463	0	5111	15046	0	4277	16350	0	7403	8428	0	4064	19994	0	5829	13648	0	6454	9400	0	3782	20482	0	4542	12821	0	4811	15166	0	4389	14036	0	3783	12377	0	2681	24090	0	571	8740	0	2207	4261	0	5345	748	0	3966	506	0	508	6671	0	2859	1853	0	3201	471	0	1183	2979	0	2040	2026	0	3238	2526	0	4404	16057	0	3080	5521	0	3140	3043	0
TAL1_E122_F	2197	7198	0	9011	746	0	7591	1064	0	2732	5397	0	8000	793	0	7819	894	0	7149	692	0	4351	1357	0	6112	923	0	5660	529	0	20465	6089	0	36038	1259	0	21585	9981	0	32355	919	0	8005	27030	0	28814	1485	0	36226	1280	0	20292	4322	0	26849	1936	0	34455	1738	0	31589	2200	0	27373	5219	0	30813	1326	0	3295	4344	0	2815	4840	0	1086	8772	0	2925	6005	0	895	7554	0	1168	10013	0	713	8796	0	1028	5320	0	6381	724	0	922	9506	0	32359	1104	0	14451	446	0	12100	365	0
TAL1_P594_F	1374	10547	0	3532	4804	0	1955	9822	0	1515	7033	0	3643	3450	0	4595	1348	0	3572	1314	0	3048	1568	0	3588	4736	0	2113	3075	0	12273	6542	0	19027	5338	0	7795	17693	0	24392	2013	0	3955	25667	0	9902	12841	0	11973	13316	0	10307	10266	0	15623	6601	0	14734	6769	0	13331	8211	0	12611	10770	0	5676	18790	0	2889	2483	0	494	10021	0	390	12553	0	324	13637	0	337	8023	0	504	11231	0	1719	5235	0	285	8213	0	4199	239	0	346	8867	0	21851	3264	0	6167	595	0	4124	1044	0
TAL1_P817_F	1250	5294	0	1689	2137	0	1065	5255	0	639	4901	0	951	1866	0	1006	654	0.01279	910	1594	0	1602	584	0	1595	2290	0	1604	606	0	3828	3301	0	3765	4870	0	3093	8297	0	6507	886	0	2023	20029	0	4252	3203	0	3733	4907	0	3350	6793	0	3818	4023	0	3762	4499	0	3240	3810	0	4403	4018	0	1871	12580	0	984	3108	0	631	5189	0	481	7559	0	1140	1343	0	504	4323	0	742	5319	0	986	3211	0	594	3756	0	1926	687	0	461	6874	0	4541	3570	0	1532	1347	0	1399	776	0
TBX1_P520_F	4630	7129	0	3564	6843	0	1740	14163	0	1589	13010	0	5904	3942	0	5528	5334	0	3578	7680	0	1688	8809	0	1743	9145	0	3598	1316	0	4754	8793	0	10070	14082	0	2929	30806	0	13958	7168	0	3777	33577	0	9981	10978	0	7980	15211	0	4731	23117	0	9385	17378	0	14183	10251	0	10756	16188	0	8117	13883	0	3148	34765	0	1536	12827	0	953	14945	0	844	14390	0	1423	17656	0	495	12994	0	644	17688	0	419	16272	0	531	14666	0	1313	7978	0	614	11110	0	11188	13187	0	1629	1598	0	3059	931	0
TBX1_P885_R	9612	1309	0	6381	2377	0	3779	3672	0	1567	10382	0	8580	1096	0	9966	602	0	4819	2067	0	5306	780	0	5161	1288	0	4483	297	0	6994	4482	0	16736	4155	0	3075	30847	0	19342	1249	0	4554	26913	0	15929	3291	0	19151	3230	0	6468	20471	0	18565	3916	0	19247	3296	0	16200	7506	0	17536	2983	0	3033	30829	0	557	11629	0	387	15416	0	417	11570	0	1816	9844	0	412	10454	0	413	16622	0	356	16465	0	340	15518	0	3641	527	0	238	7987	0	21306	3642	0	3131	1079	0	3687	329	0
TCF4_P175_R	1352	109	0.00167	1648	79	6e-05	1712	240	0	1497	229	0	1018	1705	0	1498	91	0.01955	1041	1381	0	1139	72	0.00035	1323	95	0	1339	88	0.00445	3570	174	0.02228	4005	116	0.0152	4343	316	0.00501	5328	144	0.00042	5088	152	0.03021	4028	275	0.00059	2051	9312	0	4927	266	0	4410	647	0	5124	159	0.00045	4963	150	1e-04	4346	285	0.00339	6875	178	0.00124	2023	88	0.00275	923	1409	0	2065	96	0	700	4090	0	1367	89	0.00087	1631	92	0.00021	1043	101	0.00176	675	66	0.06859	605	99	0.19038	1088	94	1e-05	3827	135	0.00124	1387	106	0.03266	1307	98	0.00818
TCF4_P317_F	2803	443	0	3671	498	0	3211	1409	0	3193	210	0	2169	776	0	2685	136	0	2365	804	0	1812	169	0	2046	1712	0	2842	653	0	9649	433	0	9342	1452	0	12281	1073	0	13862	1302	0	8600	4298	0	6702	1653	0	4521	9585	0	10233	992	0	9031	1691	0	8888	2052	0	9163	854	0	9146	1554	0	15861	1114	0	3532	274	0	396	3369	0	3599	239	0	1018	4802	0	2547	207	0	2155	229	0	1209	2898	0	1277	198	0	807	188	0.00561	1954	150	0	9720	420	0	2689	222	0	2205	348	0
TCF7L2_E411_F	8583	306	0	9688	334	0	11144	437	0	11551	397	0	10185	274	0	10484	229	0	9779	341	0	5939	246	0	7387	283	0	8211	217	0	28454	553	0	34972	745	0	33820	715	0	28928	728	0	39110	702	0	38222	916	0	35547	625	0	32375	676	0	30706	555	0	31351	839	0	34083	769	0	35345	879	0	44858	736	0	8437	258	0	12445	231	0	8631	235	0	8301	201	0	7701	250	0	15641	291	0	7358	197	0	7448	171	0	3443	168	0	7786	188	0	36727	736	0	13600	179	0	9954	211	0
TCF7L2_P193_R	6159	260	0	8825	318	0	8520	270	0	5421	274	0	7354	338	0	8109	269	0	5908	190	0	4646	226	0	5172	398	0	7144	231	0	18433	448	0	24495	542	0	20994	426	0	19634	387	0	28780	879	0	23820	619	0	22161	500	0	23497	491	0	25420	683	0	25141	747	0	22574	459	0	23715	767	0	30645	574	0	6163	183	0	9803	244	0	8643	225	0	6679	169	0	713	88	0.23958	11335	375	0	4942	185	0	3852	143	0	1453	199	0	3955	165	0	26727	482	0	4740	129	0	3025	168	0
TDG_E129_F	4043	15547	0	4197	21625	0	2886	23184	0	3344	21139	0	8262	13951	0	6707	14471	0	5601	11477	0	4541	14425	0	2571	16082	0	2815	12438	0	5567	40750	0	5023	40346	0	9982	36070	0	8415	37951	0	11316	36213	0	7531	35905	0	10427	31774	0	10212	30705	0	6002	37948	0	9499	31013	0	10139	33464	0	10695	34033	0	13760	33296	0	7288	14740	0	9286	11641	0	7197	17356	0	5087	19961	0	6421	14227	0	12701	8319	0	8633	4204	0	5151	9419	0	4552	4226	0	8577	9000	0	8932	34132	0	6743	8785	0	5532	7089	0
TDGF1_E53_R	862	8507	0	1182	7153	0	938	9486	0	554	8158	0	1359	6772	0	737	5519	0	964	4297	0	1454	6039	0	936	9712	0	1116	4508	0	4369	15095	0	2798	21065	0	1493	21793	0	846	25366	0	4073	21976	0	853	17372	0	1495	23749	0	1262	18859	0	1864	18012	0	1912	22622	0	2039	17684	0	1675	22540	0	1821	23894	0	1949	6648	0	1539	7653	0	823	9809	0	898	9521	0	585	5680	0	1031	5031	0	1387	2433	0	1336	1436	0	2273	2704	0	407	6966	0	3017	19606	0	1521	6747	0	1057	5632	0
TDGF1_P428_R	4477	3137	0	3952	3766	0	1881	5703	0	2629	5693	0	4768	2389	0	4136	2221	0	3936	1203	0	3782	2930	0	4134	2775	0	3441	2398	0	21155	8194	0	15113	12344	0	18796	9816	0	7074	13746	0	22287	10576	0	11183	13732	0	12603	14132	0	13762	10083	0	12816	11581	0	16526	11036	0	15096	9342	0	13732	13047	0	10309	12655	0	3354	3618	0	4924	2661	0	6274	4087	0	3772	4684	0	3723	3627	0	6124	3421	0	4229	2322	0	3531	1819	0	5552	1381	0	8103	3203	0	16950	8553	0	7469	3603	0	6710	2065	0
TEK_E75_F	1011	5313	0	2263	4722	0	1488	9750	0	2453	2829	0	2159	3763	0	2893	2566	0	2364	3014	0	1732	5285	0	2323	2865	0	1582	4387	0	6846	7591	0	8076	7575	0	7088	7582	0	5811	11955	0	4899	19202	0	4854	13173	0	5348	13032	0	5685	11853	0	7084	8146	0	7033	7829	0	7724	7595	0	6839	7973	0	4302	17632	0	1405	5170	0	361	3234	0	795	8994	0	426	9955	0	446	3495	0	475	3518	0	2677	372	0	522	2993	0	893	734	0	389	7308	0	9312	4611	0	2860	1822	0	2246	1395	0
TEK_P479_R	2053	4874	0	2073	5230	0	1511	8919	0	1755	3589	0	1903	5510	0	1636	10265	0	1507	7163	0	1086	7833	0	1545	4187	0	2014	4202	0	4904	15112	0	7972	8763	0	3773	24516	0	9162	9164	0	9038	11625	0	8498	9205	0	7899	9675	0	7406	7986	0	6854	7667	0	7301	7859	0	7562	8849	0	3345	23509	0	10481	10630	0	1953	8625	0	2128	4314	0	2519	5445	0	2394	4999	0	2116	3254	0	2583	3900	0	1964	2931	0	2469	2730	0	1993	1630	0	2038	2264	0	5899	15050	0	4461	2017	0	3775	1875	0
TEK_P526_F	2515	8855	0	2589	10475	0	2297	11570	0	2552	6371	0	3175	7691	0	2778	7405	0	2170	6265	0	2044	7961	0	1845	8286	0	2156	6128	0	6478	20260	0	5473	23991	0	3144	29113	0	4261	29342	0	4884	26870	0	3530	22706	0	6173	22504	0	2721	29151	0	4780	21701	0	4332	22903	0	4408	26274	0	4500	25307	0	8085	23426	0	3556	6573	0	2476	6417	0	4536	5477	0	3599	8429	0	1769	6685	0	4135	6992	0	5019	1662	0	1881	5713	0	2461	4266	0	1571	9332	0	7738	19229	0	4032	6928	0	3832	5118	0
TERT_E20_F	5184	4887	0	7525	513	0	8442	513	0	2932	7012	0	9786	673	0	7521	636	0	5649	3947	0	6525	552	0	5381	1467	0	5807	347	0	9815	498	0	14601	694	0	17222	892	0	25656	843	0	20475	931	0	9863	548	0	14892	959	0	17249	927	0	18920	1003	0	15571	909	0	17201	740	0	15125	736	0	17557	1131	0	8797	3705	0	5413	13024	0	6606	4586	0	6631	9092	0	8309	374	0	18291	798	0	7530	373	0	8470	395	0	5993	355	0	7769	512	0	15863	612	0	3892	243	0	3952	205	0
TERT_P360_R	4170	8342	0	7009	470	0	3258	3180	0	2482	9573	0	5489	5173	0	7655	1742	0	4029	4434	0	6430	674	0	2717	4054	0	4630	745	0	19365	1636	0	26929	2492	0	10356	20246	0	9184	24206	0	31345	5412	0	20087	1459	0	11872	15307	0	12622	12888	0	25512	2264	0	25669	2075	0	16368	12945	0	26356	1655	0	28524	4364	0	4926	5249	0	922	14747	0	423	12223	0	1849	11420	0	2991	283	0	11236	3409	0	3719	3392	0	8219	1628	0	4512	719	0	6765	2193	0	26778	2130	0	7828	270	0	5157	261	0
