Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
9.688956e-12	0.263	0.35	0.087	0.2	0.036	1.288991e-10	1.517035e-68	0.25	0.337	0.087	0.208	0.036	5.638026e-67	chr6	28367475	28367476	cg23164203	ZSCAN12	Island	II
8.085587e-11	0.251	0.335	0.084	0.176	0.079	8.979665e-10	9.821647e-33	0.26	0.344	0.084	0.169	0.079	8.251863e-32	chr11	134145889	134145890	cg23170850	GLB1L3	Island	II
3.106568e-12	0.439	0.558	0.119	0.299	0.093	4.578925e-11	3.007884e-52	0.446	0.565	0.119	0.303	0.093	5.694635e-51	chr14	24803873	24803874	cg23179456	ADCY4	Island	I
3.287826e-18	0.38	0.612	0.232	0.14	0.111	2.118075e-16	8.480068e-30	0.388	0.62	0.232	0.132	0.111	6.31042e-29	chr5	115152485	115152486	cg23180938	CDO1	Island	I
9.911234e-16	0.37	0.438	0.068	0.206	0.033	3.228467e-14	1.736825e-104	0.335	0.403	0.068	0.204	0.033	3.12254e-102	chr7	19812548	19812549	cg23181844	TMEM196	N_Shore	I
3.984159e-14	0.341	0.451	0.11	0.21	0.036	8.861605e-13	8.16369e-96	0.32	0.43	0.11	0.2	0.036	9.809927e-94	chr7	86273718	86273719	cg23183497	GRM3	NA	II
5.274741e-08	0.183	0.21	0.027	0.188	0.009	3.439593e-07	1.470484e-61	0.182	0.209	0.027	0.186	0.009	4.091375e-60	chr12	45270799	45270800	cg23185921	NELL2	Island	I
1.441691e-08	0.279	0.317	0.038	0.27	0.017	1.045966e-07	1.41187e-55	0.223	0.261	0.038	0.243	0.017	3.056197e-54	chr7	45961078	45961079	cg23193639	IGFBP3	Island	I
6.480642e-07	0.249	0.274	0.025	0.287	0.007	3.437419e-06	1.337474e-62	0.286	0.311	0.025	0.29	0.007	3.900785e-61	chr7	3340459	3340460	cg23194354	SDK1	Island	I
7.893485e-12	0.254	0.369	0.115	0.188	0.051	1.069161e-10	2.783603e-54	0.251	0.366	0.115	0.196	0.051	5.718297e-53	chr4	175139165	175139166	cg23198902	cg23198902	S_Shelf	I
1.249058e-20	0.326	0.398	0.071	0.126	0.034	1.729144e-18	3.89698e-108	0.319	0.391	0.071	0.149	0.034	8.320525e-106	chr3	134369828	134369829	cg23201032	KY	Island	I
8.302098e-22	0.448	0.564	0.116	0.164	0.068	1.75838e-19	4.966268e-63	0.464	0.58	0.116	0.164	0.068	1.473603e-61	chr3	192126960	192126961	cg23207710	FGF12	Island	I
2.121541e-18	0.352	0.509	0.157	0.16	0.059	1.444256e-16	3.759361e-58	0.339	0.496	0.157	0.158	0.059	9.046976e-57	chr5	1876168	1876169	cg23208176	cg23208176	Island	II
6.375662e-07	0.232	0.252	0.02	0.268	0.004	3.385636e-06	6.756438e-50	0.225	0.246	0.02	0.267	0.004	1.158788e-48	chr3	154797917	154797918	cg23209255	MME	Island	I
1.274363e-17	0.463	0.551	0.088	0.221	0.049	6.845661e-16	2.354048e-109	0.466	0.554	0.088	0.227	0.049	5.288463e-107	chr4	55097576	55097577	cg23209990	PDGFRA	Island	I
1.804827e-14	0.258	0.558	0.3	0.141	0.084	4.339133e-13	8.230415e-29	0.255	0.555	0.3	0.143	0.084	5.879409e-28	chr6	110797506	110797507	cg23210852	SLC22A16	Island	II
5.340549e-15	0.31	0.41	0.1	0.185	0.034	1.451162e-13	5.519967e-94	0.298	0.397	0.1	0.193	0.034	6.091574e-92	chr6	84562928	84562929	cg23215729	RIPPLY2	Island	I
5.601015e-18	0.518	0.588	0.07	0.234	0.043	3.353032e-16	3.795863e-110	0.457	0.527	0.07	0.269	0.043	8.848784e-108	chr19	21106053	21106054	cg23216292	ZNF85	NA	I
3.475623e-21	0.326	0.393	0.067	0.124	0.037	5.862529e-19	1.649367e-100	0.363	0.431	0.067	0.123	0.037	2.435707e-98	chr18	67068268	67068269	cg23217126	DOK6	Island	I
2.544393e-17	0.428	0.517	0.089	0.203	0.048	1.257638e-15	1.471165e-100	0.42	0.509	0.089	0.222	0.048	2.178232e-98	chr8	16884364	16884365	cg23218760	EFHA2	Island	II
2.807947e-12	0.343	0.402	0.059	0.23	0.058	4.173877e-11	6.535339e-63	0.327	0.386	0.059	0.236	0.058	1.927772e-61	chr7	88388555	88388556	cg23219720	ZNF804B	Island	II
4.82546e-11	0.263	0.28	0.017	0.204	0.003	5.605502e-10	1.646456e-111	0.319	0.336	0.017	0.206	0.003	4.070559e-109	chr20	39995539	39995540	cg23226129	EMILIN3	Island	I
1.951784e-13	0.375	0.412	0.036	0.244	0.009	3.711867e-12	7.610042e-116	0.377	0.414	0.036	0.235	0.009	2.329267e-113	chr2	63284066	63284067	cg23229261	OTX1	Island	I
5.941182e-12	0.331	0.401	0.07	0.243	0.026	8.2704e-11	7.918904e-97	0.329	0.399	0.07	0.234	0.026	1.003006e-94	chr19	58609770	58609771	cg23229395	ZSCAN18	Island	II
2.255701e-08	0.194	0.235	0.041	0.175	0.059	1.575613e-07	3.533357e-39	0.218	0.259	0.041	0.191	0.059	3.885388e-38	chr6	127441117	127441118	cg23232563	RSPO3	N_Shore	I
8.609737e-17	0.393	0.551	0.157	0.204	0.053	3.708554e-15	8.314961e-79	0.363	0.521	0.157	0.217	0.053	4.789507e-77	chr6	10887587	10887588	cg23233404	SYCP2L	Island	II
1.0649e-18	0.422	0.602	0.18	0.176	0.064	7.923532e-17	7.691099e-69	0.429	0.609	0.18	0.184	0.064	2.89643e-67	chr16	25704505	25704506	cg23235241	HS3ST4	Island	II
8.299323e-09	0.213	0.258	0.046	0.204	0.021	6.305769e-08	2.755193e-59	0.206	0.252	0.046	0.211	0.021	6.958966e-58	chr19	57988964	57988965	cg23235772	ZNF772	NA	II
1.875081e-06	0.204	0.27	0.066	0.257	0.033	9.096247e-06	8.109204e-47	0.216	0.281	0.066	0.251	0.033	1.224045e-45	chr2	73429791	73429792	cg23237183	NOTO	Island	I
1.501345e-09	0.195	0.286	0.09	0.169	0.037	1.307972e-08	2.116079e-66	0.232	0.323	0.09	0.186	0.037	7.218819e-65	chr1	77747382	77747383	cg23241335	AK5	Island	I
6.610645e-13	0.333	0.739	0.407	0.131	0.149	1.118526e-11	2.773275e-18	0.307	0.713	0.406	0.139	0.149	1.260439e-17	chr14	70653964	70653965	cg23241781	SLC8A3	N_Shore	I
3.333968e-05	0.165	0.201	0.036	0.238	0.008	0.0001264293	5.51775e-46	0.188	0.224	0.036	0.235	0.008	8.043089e-45	chr8	93115324	93115325	cg23242697	cg23242697	Island	I
1.63116e-23	0.36	0.585	0.225	0.079	0.106	6.524328e-21	1.362703e-28	0.366	0.591	0.225	0.105	0.106	9.645072e-28	chr1	77334045	77334046	cg23243867	ST6GALNAC5	Island	I
1.16098e-12	0.334	0.438	0.104	0.227	0.052	1.866394e-11	6.09087e-77	0.35	0.454	0.104	0.215	0.052	3.247248e-75	chr5	79331135	79331136	cg23244289	THBS4	Island	I
2.227252e-16	0.315	0.616	0.302	0.162	0.083	8.587778e-15	7.818992e-36	0.327	0.628	0.302	0.139	0.083	7.490395e-35	chr7	19146032	19146033	cg23244488	cg23244488	Island	I
2.621701e-09	0.156	0.661	0.505	0.121	0.073	2.182125e-08	1.820217e-18	0.147	0.652	0.505	0.11	0.073	8.337469e-18	chr6	29943401	29943402	cg23244913	HCG9	N_Shore	I
2.65081e-06	0.234	0.313	0.079	0.288	0.034	1.248045e-05	5.922366e-37	0.206	0.285	0.079	0.281	0.034	5.944956e-36	chr2	202899877	202899878	cg23246885	FZD7	Island	I
5.556338e-14	0.221	0.384	0.164	0.131	0.063	1.197058e-12	4.563903e-38	0.232	0.396	0.164	0.156	0.063	4.794828e-37	chr5	2755376	2755377	cg23248357	C5orf38	Island	I
2.32321e-12	0.289	0.337	0.048	0.209	0.027	3.511323e-11	1.151988e-92	0.292	0.34	0.048	0.21	0.027	1.198167e-90	chr19	57862410	57862411	cg23250910	ZNF304	N_Shore	II
6.547267e-14	0.378	0.536	0.158	0.224	0.104	1.386485e-12	1.658044e-36	0.396	0.554	0.158	0.206	0.104	1.6332e-35	chr21	34398222	34398223	cg23253569	OLIG2	Island	I
4.106737e-16	0.277	0.765	0.487	0.081	0.116	1.476654e-14	4.525668e-20	0.267	0.754	0.487	0.092	0.116	2.221827e-19	chr2	29338121	29338122	cg23255835	CLIP4	Island	I
9.540012e-06	0.166	0.18	0.014	0.223	0.002	4.035873e-05	2.245394e-46	0.173	0.188	0.014	0.216	0.002	3.324817e-45	chr19	57703144	57703145	cg23257840	ZNF264	Island	I
8.344364e-12	0.267	0.293	0.025	0.194	0.02	1.125382e-10	3.076809e-101	0.3	0.326	0.025	0.208	0.02	4.690594e-99	chr1	150123037	150123038	cg23258881	PLEKHO1	Island	I
2.74221e-09	0.197	0.293	0.096	0.183	0.041	2.273732e-08	4.159939e-52	0.21	0.305	0.096	0.195	0.041	7.823391e-51	chr1	53068579	53068580	cg23272399	GPX7	Island	I
9.998385e-14	0.432	0.47	0.038	0.276	0.02	2.029734e-12	3.984384e-121	0.444	0.482	0.038	0.266	0.02	1.582824e-118	chr14	77737146	77737147	cg23272632	NGB	Island	I
4.094138e-09	0.182	0.216	0.035	0.157	0.033	3.289471e-08	1.144704e-52	0.171	0.206	0.035	0.16	0.033	2.203749e-51	chr10	94828605	94828606	cg23274680	cg23274680	Island	I
1.701527e-14	0.221	0.364	0.142	0.133	0.057	4.114006e-13	6.886372e-42	0.251	0.393	0.142	0.119	0.057	8.484573e-41	chr6	72130547	72130548	cg23281154	C6orf155	Island	I
7.553815e-06	0.176	0.232	0.056	0.233	0.009	3.25883e-05	2.367915e-47	0.184	0.24	0.056	0.226	0.009	3.658753e-46	chr15	52820479	52820480	cg23287547	MYO5A	Island	II
8.540969e-11	0.228	0.6	0.372	0.171	0.064	9.441148e-10	1.906674e-36	0.226	0.598	0.372	0.171	0.064	1.87377e-35	chr19	31847970	31847971	cg23291280	cg23291280	Island	I
1.276373e-12	0.264	0.411	0.147	0.172	0.061	2.035132e-11	4.422575e-48	0.269	0.416	0.147	0.2	0.061	7.038888e-47	chr2	105472469	105472470	cg23291301	POU3F3	Island	I
2.735198e-15	0.276	0.341	0.065	0.155	0.052	7.952112e-14	9.051984e-61	0.291	0.356	0.065	0.157	0.052	2.436905e-59	chr14	100437951	100437952	cg23295454	cg23295454	Island	I
4.730894e-15	0.442	0.481	0.039	0.256	0.01	1.300667e-13	4.765201e-113	0.399	0.437	0.039	0.254	0.01	1.276085e-110	chr19	37997817	37997818	cg23296010	ZNF793	Island	II
1.048271e-14	0.456	0.595	0.139	0.232	0.122	2.662286e-13	2.40982e-34	0.442	0.581	0.139	0.23	0.122	2.168356e-33	chr16	66638293	66638294	cg23297477	CMTM3	Island	I
3.661687e-20	0.345	0.383	0.038	0.137	0.043	4.295812e-18	3.439682e-91	0.346	0.383	0.038	0.166	0.043	3.351384e-89	chr8	68864908	68864909	cg23300368	PREX2	Island	I
2.891334e-23	0.335	0.517	0.182	0.072	0.081	1.041998e-20	2.03483e-35	0.357	0.538	0.182	0.097	0.081	1.915631e-34	chr4	5053496	5053497	cg23300732	STK32B	Island	I
4.725293e-19	0.356	0.576	0.22	0.135	0.085	3.945032e-17	2.2872e-37	0.357	0.576	0.22	0.141	0.085	2.336127e-36	chr6	166580952	166580953	cg23302682	T	Island	I
7.308797e-08	0.228	0.28	0.051	0.24	0.016	4.641565e-07	1.064546e-55	0.231	0.283	0.051	0.252	0.016	2.3155e-54	chr10	98945795	98945796	cg23316818	SLIT1	Island	I
6.34512e-18	0.473	0.541	0.067	0.226	0.023	3.725289e-16	5.750621e-143	0.463	0.531	0.067	0.237	0.023	7.207657e-140	chr12	66123127	66123128	cg23318812	cg23318812	Island	I
3.11708e-06	0.19	0.506	0.316	0.23	0.104	1.448274e-05	3.914786e-15	0.18	0.495	0.316	0.243	0.104	1.540772e-14	chr20	10199302	10199303	cg23328622	SNAP25	N_Shore	I
5.500449e-09	0.268	0.389	0.121	0.251	0.077	4.316838e-08	1.108377e-40	0.294	0.415	0.121	0.238	0.077	1.298286e-39	chr5	169064530	169064531	cg23338503	DOCK2	Island	I
1.028706e-08	0.157	0.578	0.421	0.118	0.104	7.673688e-08	4.822643e-13	0.154	0.576	0.421	0.101	0.104	1.716602e-12	chr10	81001957	81001958	cg23346408	ZMIZ1	N_Shore	I
9.303957e-14	0.331	0.586	0.254	0.145	0.14	1.90143e-12	8.635861e-21	0.326	0.581	0.254	0.15	0.14	4.373473e-20	chr3	179754533	179754534	cg23346462	PEX5L	Island	I
1.247929e-08	0.273	0.292	0.019	0.263	0.004	9.165696e-08	1.239182e-58	0.259	0.278	0.019	0.274	0.004	3.040683e-57	chr19	42905978	42905979	cg23347273	LIPE	Island	I
1.310372e-07	0.199	0.316	0.117	0.213	0.042	7.929239e-07	5.585958e-67	0.266	0.383	0.117	0.214	0.042	1.950456e-65	chr12	128850557	128850558	cg23347429	TMEM132C	Island	II
1.128243e-09	0.31	0.34	0.03	0.27	0.019	1.0063e-08	1.024564e-88	0.341	0.372	0.03	0.265	0.019	8.999644e-87	chr6	152958133	152958134	cg23353893	SYNE1	Island	I
4.991614e-20	0.401	0.442	0.041	0.171	0.024	5.622877e-18	5.28026e-154	0.412	0.454	0.041	0.191	0.024	1.161848e-150	chr20	53092040	53092041	cg23359394	DOK5	Island	I
6.900833e-06	0.213	0.235	0.022	0.281	0.02	2.999142e-05	1.61903e-49	NA	NA	0.022	NA	0.02	2.737422e-48	chr6	30227800	30227801	cg23363014	HLA-L	Island	I
1.772052e-16	0.336	0.429	0.092	0.184	0.039	7.016373e-15	6.555013e-96	0.338	0.43	0.092	0.202	0.039	7.910455e-94	chr4	8271792	8271793	cg23365637	HTRA3	Island	I
5.569549e-12	0.249	0.676	0.427	0.135	0.106	7.794712e-11	3.653844e-21	0.253	0.68	0.427	0.107	0.106	1.879794e-20	chr1	119532925	119532926	cg23371746	TBX15	S_Shore	I
3.618632e-05	0.175	0.23	0.055	0.253	0.013	0.0001362577	1.440095e-41	0.193	0.249	0.055	0.256	0.013	1.751862e-40	chr6	45391365	45391366	cg23376821	RUNX2	Island	II
2.844245e-08	0.32	0.358	0.038	0.318	0.013	1.949917e-07	1.930168e-69	0.329	0.367	0.038	0.309	0.014	7.453173e-68	chr5	131991993	131991994	cg23378989	cg23378989	Island	I
9.19105e-17	0.463	0.535	0.071	0.229	0.035	3.927766e-15	1.319279e-93	0.388	0.459	0.071	0.278	0.035	1.43117e-91	chr10	134901305	134901306	cg23380558	GPR123	Island	I
1.049951e-22	0.35	0.512	0.163	0.09	0.098	3.089516e-20	3.567032e-30	0.358	0.52	0.163	0.107	0.098	2.69583e-29	chr20	47934987	47934988	cg23383871	cg23383871	Island	I
2.138038e-06	0.227	0.309	0.082	0.268	0.051	1.025784e-05	8.635443e-42	0.232	0.315	0.082	0.262	0.051	1.059967e-40	chr1	171810972	171810973	cg23391785	DNM3	Island	I
1.060808e-05	0.18	0.265	0.084	0.245	0.02	4.446256e-05	2.033792e-56	0.225	0.309	0.084	0.241	0.02	4.55144e-55	chr4	90758777	90758778	cg23396644	SNCA	Island	II
1.253215e-08	0.251	0.476	0.226	0.183	0.13	9.200782e-08	2.804907e-17	0.246	0.472	0.226	0.176	0.13	1.219029e-16	chr14	85996315	85996316	cg23400512	FLRT2	N_Shore	I
4.451048e-08	0.214	0.275	0.062	0.218	0.029	2.942293e-07	4.814324e-52	0.193	0.255	0.062	0.206	0.029	9.027484e-51	chr17	35292159	35292160	cg23402821	cg23402821	Island	I
6.36559e-16	0.466	0.527	0.061	0.244	0.02	2.172501e-14	3.901673e-131	0.452	0.513	0.061	0.252	0.02	2.529159e-128	chr3	11034281	11034282	cg23405575	SLC6A1	N_Shore	I
2.102964e-05	0.174	0.286	0.113	0.251	0.051	8.307256e-05	1.325287e-27	0.166	0.278	0.113	0.234	0.051	8.994479e-27	chr5	175300141	175300142	cg23409774	CPLX2	S_Shore	I
6.376676e-06	0.167	0.256	0.088	0.22	0.021	2.790602e-05	8.062475e-41	0.17	0.258	0.088	0.223	0.021	9.494155e-40	chr10	90966807	90966808	cg23410627	CH25H	N_Shore	II
1.628396e-10	0.211	0.244	0.032	0.17	0.01	1.706851e-09	2.575963e-71	0.202	0.234	0.032	0.186	0.01	1.086527e-69	chr14	23821570	23821571	cg23411440	SLC22A17	Island	I
1.390569e-07	0.189	0.286	0.096	0.198	0.03	8.371802e-07	2.0424e-59	0.204	0.3	0.096	0.195	0.03	5.186735e-58	chr4	13548755	13548756	cg23413066	LOC285548	Island	II
1.675844e-17	0.206	0.478	0.272	0.073	0.062	8.701405e-16	4.541718e-33	0.23	0.501	0.272	0.096	0.062	3.867256e-32	chr16	67197396	67197397	cg23414876	HSF4	Island	II
9.453861e-11	0.347	0.38	0.033	0.277	0.038	1.036003e-09	2.422107e-81	0.338	0.371	0.033	0.263	0.038	1.543294e-79	chr17	8925752	8925753	cg23415756	NTN1	Island	I
1.964619e-07	0.204	0.252	0.048	0.216	0.034	1.152236e-06	1.571455e-71	0.254	0.302	0.048	0.211	0.034	6.696776e-70	chr6	161188574	161188575	cg23419328	cg23419328	Island	I
6.707884e-06	0.179	0.198	0.019	0.233	0.005	2.922598e-05	2.424787e-47	0.173	0.193	0.019	0.212	0.005	3.744875e-46	chr6	78173227	78173228	cg23424273	HTR1B	Island	I
3.103215e-17	0.331	0.749	0.418	0.097	0.135	1.497593e-15	1.714106e-20	0.319	0.737	0.418	0.099	0.135	8.568583e-20	chr2	29338113	29338114	cg23428985	CLIP4	Island	I
8.670014e-05	0.17	0.198	0.028	0.264	0.011	0.0003018406	2.345532e-30	0.155	0.183	0.028	0.251	0.011	1.784871e-29	chr3	89157002	89157003	cg23429903	EPHA3	NA	I
1.78212e-12	0.207	0.252	0.045	0.138	0.032	2.757062e-11	7.605599e-82	0.228	0.273	0.045	0.14	0.032	4.956906e-80	chr18	67068730	67068731	cg23434186	DOK6	Island	I
6.236039e-17	0.483	0.512	0.029	0.243	0.032	2.783901e-15	1.141437e-115	0.434	0.463	0.029	0.262	0.032	3.458938e-113	chr5	178017571	178017572	cg23437733	COL23A1	Island	I
3.879825e-19	0.32	0.588	0.269	0.134	0.063	3.32539e-17	3.362683e-50	0.342	0.611	0.268	0.134	0.063	5.832455e-49	chr19	48918205	48918206	cg23444265	GRIN2D	Island	II
4.062263e-22	0.494	0.636	0.142	0.172	0.065	9.686455e-20	1.457409e-70	0.488	0.629	0.142	0.166	0.065	5.935514e-69	chr5	140864733	140864734	cg23445461	PCDHGA4	Island	I
2.569746e-06	0.181	0.218	0.037	0.225	0.014	1.212783e-05	5.913102e-44	0.178	0.216	0.037	0.227	0.014	7.931363e-43	chr12	122688787	122688788	cg23445859	B3GNT4	Island	I
7.99456e-09	0.291	0.326	0.035	0.273	0.024	6.08975e-08	3.354359e-75	0.308	0.343	0.035	0.269	0.024	1.668606e-73	chr20	2781316	2781317	cg23448584	CPXM1	Island	I
1.678623e-06	0.194	0.269	0.075	0.25	0.055	8.219415e-06	1.867876e-35	0.21	0.285	0.075	0.248	0.055	1.761094e-34	chr14	103021989	103021990	cg23461800	cg23461800	Island	II
2.331255e-07	0.181	0.226	0.045	0.198	0.018	1.346922e-06	8.977164e-58	0.197	0.243	0.045	0.208	0.018	2.126265e-56	chr14	61119262	61119263	cg23462956	cg23462956	S_Shelf	I
5.430005e-15	0.263	0.468	0.204	0.163	0.068	1.472836e-13	5.178433e-44	0.296	0.5	0.204	0.167	0.068	6.964333e-43	chr6	152128537	152128538	cg23467008	ESR1	N_Shore	I
2.621171e-14	0.242	0.529	0.287	0.149	0.044	6.065047e-13	1.907438e-66	0.269	0.556	0.287	0.136	0.044	6.517724e-65	chr5	158532401	158532402	cg23468002	cg23468002	Island	I
5.49026e-16	0.456	0.501	0.045	0.249	0.023	1.906453e-14	3.181792e-135	0.452	0.497	0.045	0.244	0.023	2.535607e-132	chr7	88388646	88388647	cg23474211	ZNF804B	Island	I
4.295179e-07	0.267	0.283	0.017	0.301	0.008	2.357922e-06	4.022021e-45	NA	NA	0.016	NA	0.008	5.65991e-44	chr12	132312741	132312742	cg23477406	MMP17	Island	I
3.771557e-09	0.258	0.46	0.201	0.227	0.048	3.049094e-08	1.111712e-61	0.27	0.472	0.201	0.211	0.048	3.109316e-60	chr14	33402027	33402028	cg23480730	cg23480730	N_Shore	II
7.82442e-09	0.282	0.33	0.048	0.265	0.035	5.969792e-08	1.042545e-65	0.302	0.35	0.048	0.283	0.035	3.453049e-64	chr18	53257226	53257227	cg23482397	TCF4	Island	I
1.621103e-12	0.253	0.402	0.149	0.161	0.088	2.529796e-11	1.152801e-28	0.264	0.412	0.149	0.154	0.088	8.182658e-28	chr8	144241407	144241408	cg23484951	LY6H	Island	II
1.993472e-10	0.323	0.523	0.2	0.224	0.141	2.055319e-09	5.826112e-20	0.301	0.501	0.2	0.233	0.141	2.846434e-19	chr13	78493671	78493672	cg23494140	EDNRB	S_Shore	I
9.986509e-09	0.165	0.562	0.397	0.137	0.077	7.469185e-08	8.1482e-22	0.178	0.575	0.398	0.132	0.077	4.316654e-21	chr2	66666684	66666685	cg23497016	MEIS1	NA	II
4.273019e-11	0.157	0.229	0.072	0.118	0.016	5.018811e-10	1.290393e-68	0.141	0.213	0.072	0.127	0.016	4.80835e-67	chr3	157156180	157156181	cg23502565	VEPH1	S_Shore	II
2.60322e-19	0.288	0.49	0.202	0.114	0.081	2.343815e-17	2.710236e-32	0.299	0.501	0.202	0.113	0.081	2.236079e-31	chr20	62680345	62680346	cg23509896	SOX18	Island	I
7.830706e-06	0.186	0.205	0.019	0.247	0.004	3.368452e-05	1.412938e-50	0.206	0.224	0.019	0.241	0.004	2.488396e-49	chr5	137610255	137610256	cg23511432	GFRA3	Island	I
9.418953e-06	0.228	0.246	0.018	0.305	0.004	3.98892e-05	3.150745e-42	0.213	0.231	0.018	0.281	0.004	3.932994e-41	chr2	88752322	88752323	cg23511613	FOXI3	Island	I
1.109932e-09	0.244	0.278	0.034	0.218	0.018	9.914416e-09	1.161349e-64	0.232	0.266	0.034	0.227	0.018	3.686836e-63	chr19	44905828	44905829	cg23513318	ZNF285A	NA	I
9.257046e-07	0.199	0.243	0.045	0.235	0.02	4.76619e-06	1.085078e-35	0.155	0.2	0.045	0.222	0.02	1.033453e-34	chr10	88391965	88391966	cg23516463	cg23516463	Island	I
2.592803e-06	0.171	0.201	0.03	0.212	0.008	1.22274e-05	8.687667e-45	0.16	0.19	0.03	0.203	0.008	1.205592e-43	chr22	37212787	37212788	cg23520948	PVALB	Island	I
6.025764e-17	0.379	0.52	0.142	0.2	0.077	2.700378e-15	8.492428e-50	0.355	0.497	0.142	0.234	0.077	1.452123e-48	chr10	118034031	118034032	cg23524195	GFRA1	Island	I
3.105637e-16	0.24	0.417	0.177	0.131	0.058	1.153337e-14	1.547115e-42	0.251	0.428	0.177	0.132	0.058	1.956693e-41	chr2	209271497	209271498	cg23524735	PTH2R	Island	I
1.977481e-14	0.41	0.532	0.121	0.248	0.07	4.70708e-13	1.12277e-66	0.421	0.542	0.121	0.241	0.07	3.870908e-65	chr3	32859438	32859439	cg23528400	TRIM71	Island	I
7.54852e-06	0.175	0.203	0.028	0.23	0.007	3.256723e-05	1.304189e-32	0.14	0.168	0.028	0.217	0.007	1.090307e-31	chr6	13925505	13925506	cg23532765	RNF182	Island	I
1.956706e-15	0.307	0.419	0.113	0.168	0.049	5.899686e-14	3.160252e-76	0.33	0.443	0.113	0.177	0.049	1.636806e-74	chr8	49647833	49647834	cg23562261	EFCAB1	Island	II
1.246318e-09	0.346	0.393	0.047	0.298	0.041	1.102551e-08	3.63995e-77	0.363	0.41	0.047	0.296	0.041	1.960371e-75	chr18	5544169	5544170	cg23564700	EPB41L3	Island	I
3.157153e-11	0.26	0.316	0.057	0.2	0.024	3.803845e-10	3.458784e-88	0.257	0.314	0.057	0.194	0.024	2.972235e-86	chr10	102988836	102988837	cg23574897	LBX1	Island	I
4.82451e-11	0.265	0.319	0.054	0.203	0.023	5.604727e-10	2.704169e-86	0.25	0.303	0.054	0.192	0.023	2.142482e-84	chr20	62130111	62130112	cg23582408	EEF1A2	S_Shelf	I
3.599411e-08	0.186	0.364	0.178	0.18	0.036	2.422225e-07	1.001677e-53	0.198	0.376	0.178	0.19	0.036	2.012306e-52	chr8	9764602	9764603	cg23585835	cg23585835	Island	II
4.484501e-10	0.202	0.266	0.064	0.169	0.02	4.321542e-09	2.288222e-67	0.184	0.249	0.064	0.17	0.02	8.13541e-66	chr1	190444825	190444826	cg23599771	FAM5C	NA	II
1.023325e-09	0.249	0.268	0.019	0.215	0.01	9.203697e-09	2.628152e-68	0.245	0.263	0.019	0.232	0.01	9.671272e-67	chr14	70655845	70655846	cg23609571	SLC8A3	Island	I
1.632164e-09	0.252	0.399	0.146	0.198	0.093	1.412959e-08	1.026816e-29	0.278	0.424	0.146	0.198	0.093	7.612562e-29	chr20	39320926	39320927	cg23610041	cg23610041	N_Shore	I
3.447366e-11	0.328	0.596	0.267	0.176	0.138	4.124769e-10	2.078053e-20	0.307	0.574	0.267	0.189	0.138	1.035067e-19	chr12	81471754	81471755	cg23614791	ACSS3	Island	I
9.283098e-12	0.276	0.429	0.154	0.198	0.042	1.23987e-10	3.843179e-60	0.238	0.392	0.154	0.197	0.042	1.008313e-58	chr1	221051907	221051908	cg23616139	HLX	N_Shore	II
6.78895e-15	0.281	0.414	0.133	0.164	0.065	1.800258e-13	1.039136e-38	0.24	0.373	0.133	0.186	0.065	1.120607e-37	chr7	94285329	94285330	cg23616761	SGCE	Island	I
5.497783e-09	0.212	0.267	0.055	0.201	0.015	4.314831e-08	2.803485e-76	0.218	0.273	0.055	0.19	0.015	1.454877e-74	chr11	71952356	71952357	cg23619769	PHOX2A	Island	II
7.352988e-14	0.186	0.497	0.312	0.09	0.076	1.539901e-12	1.468681e-23	0.199	0.511	0.312	0.095	0.076	8.36451e-23	chr6	30139880	30139881	cg23623622	TRIM15	Island	I
3.198214e-14	0.321	0.526	0.205	0.178	0.067	7.271948e-13	1.737556e-52	0.333	0.538	0.205	0.192	0.067	3.317354e-51	chr11	94502388	94502389	cg23628232	AMOTL1	Island	II
6.612403e-22	0.423	0.624	0.201	0.125	0.119	1.454967e-19	4.728955e-31	0.433	0.635	0.201	0.147	0.119	3.703212e-30	chr10	133110244	133110245	cg23632875	TCERG1L	Island	I
4.030156e-07	0.212	0.239	0.027	0.239	0.012	2.223156e-06	1.907932e-65	0.236	0.264	0.027	0.231	0.012	6.250849e-64	chr20	50721797	50721798	cg23634087	ZFP64	Island	I
1.129868e-08	0.238	0.489	0.251	0.228	0.063	8.365133e-08	2.872937e-39	0.237	0.488	0.251	0.221	0.063	3.173001e-38	chr2	145277596	145277597	cg23639412	ZEB2	S_Shelf	II
4.12569e-12	0.282	0.634	0.352	0.189	0.084	5.930754e-11	1.708301e-33	0.292	0.645	0.352	0.163	0.084	1.481494e-32	chr19	30866365	30866366	cg23642130	ZNF536	Island	I
8.777358e-14	0.219	0.42	0.201	0.125	0.068	1.804799e-12	2.223628e-32	0.226	0.427	0.201	0.139	0.068	1.8407e-31	chr2	233498625	233498626	cg23645199	EFHD1	Island	I
3.891065e-14	0.403	0.441	0.039	0.25	0.016	8.673052e-13	4.867978e-115	0.394	0.432	0.039	0.248	0.016	1.442061e-112	chr4	184826421	184826422	cg23649435	STOX2	Island	I
