ID_REF	MGG4_rep1 Unmethylated Signal	MGG4_rep1 Methylated Signal	MGG4_rep1 Detection Pval	MGG4_rep2 Unmethylated Signal	MGG4_rep2 Methylated Signal	MGG4_rep2 Detection Pval	MGG6_rep1 Unmethylated Signal	MGG6_rep1 Methylated Signal	MGG6_rep1 Detection Pval	MGG6_rep2 Unmethylated Signal	MGG6_rep2 Methylated Signal	MGG6_rep2 Detection Pval	MGG8_rep1 Unmethylated Signal	MGG8_rep1 Methylated Signal	MGG8_rep1 Detection Pval	MGG8_rep2 Unmethylated Signal	MGG8_rep2 Methylated Signal	MGG8_rep2 Detection Pval
cg25060573	11055	842	3.68E-38	11336	621	3.68E-38	6555	423	3.68E-38	10692	538	3.68E-38	11901	734	3.68E-38	11469	645	3.68E-38
cg25061755	3808	24181	3.68E-38	4020	23929	3.68E-38	2188	9248	3.68E-38	2759	14252	3.68E-38	9470	16483	3.68E-38	9437	16532	3.68E-38
cg25063710	9506	977	3.68E-38	9476	692	3.68E-38	3539	1914	3.68E-38	5155	2322	3.68E-38	8982	1221	3.68E-38	7842	1069	3.68E-38
cg25065147	880	318	0.6476578	817	223	0.5426216	968	271	0.02453154	853	295	0.2861705	944	383	0.393097	816	296	0.4774435
cg25066857	3545	1863	3.68E-38	3036	1351	7.26E-23	2579	2042	3.68E-38	2343	2312	7.81E-33	5286	1398	3.68E-38	4536	1194	3.68E-38
cg25067197	1966	334	0.000933575	1522	260	0.01858148	2219	258	1.94E-12	2683	337	2.01E-11	2907	371	1.33E-07	2344	349	1.84E-06
cg25068445	14496	1130	3.68E-38	15294	782	3.68E-38	6595	2235	3.68E-38	9684	3911	3.68E-38	12625	978	3.68E-38	13410	879	3.68E-38
cg25070010	14287	2920	3.68E-38	14930	2589	3.68E-38	6054	558	3.68E-38	9693	928	3.68E-38	12777	931	3.68E-38	12524	854	3.68E-38
cg25070480	1814	231	0.01063596	1457	186	0.04711218	1797	201	2.62E-07	2150	232	2.74E-06	2296	220	0.000593292	2071	244	0.000203626
cg25070637	10971	1404	3.68E-38	12034	1043	3.68E-38	6939	818	3.68E-38	10330	1112	3.68E-38	12372	1483	3.68E-38	10685	1286	3.68E-38
cg25071429	11987	883	3.68E-38	12786	666	3.68E-38	1773	4832	3.68E-38	2576	6946	3.68E-38	7779	6670	3.68E-38	7776	5830	3.68E-38
cg25072179	5654	6695	3.68E-38	4609	6837	3.68E-38	1045	4517	3.68E-38	1479	7457	3.68E-38	8981	898	3.68E-38	8804	776	3.68E-38
cg25072962	5652	1850	3.68E-38	5327	1436	3.68E-38	846	3066	2.76E-37	1386	4035	3.68E-38	5569	2214	3.68E-38	5366	2153	3.68E-38
cg25076881	4275	284	5.23E-25	4345	175	1.39E-24	4593	410	3.68E-38	5954	307	3.68E-38	4914	300	9.19E-24	4086	229	5.97E-21
cg25077328	1964	13419	3.68E-38	1476	13640	3.68E-38	959	5315	3.68E-38	1467	8488	3.68E-38	2095	9357	3.68E-38	1869	10213	3.68E-38
cg25077654	13431	2050	3.68E-38	14387	1541	3.68E-38	6452	1110	3.68E-38	9127	1371	3.68E-38	11527	1992	3.68E-38	10618	1953	3.68E-38
cg25077752	1918	6483	3.68E-38	1343	5578	3.68E-38	735	2998	2.10E-33	869	3725	8.06E-32	1220	6130	3.68E-38	1136	5412	3.68E-38
cg25081201	1957	7064	3.68E-38	1542	5050	3.68E-38	535	9691	3.68E-38	652	11277	3.68E-38	2764	3724	3.68E-38	2007	2468	6.87E-23
cg25082710	1460	253	0.1053207	1195	202	0.1717878	1453	565	1.72E-07	1436	603	0.000291699	1451	263	0.1078169	1221	227	0.1519251
cg25083781	16225	1310	3.68E-38	16651	1265	3.68E-38	6393	868	3.68E-38	9760	1244	3.68E-38	12840	1422	3.68E-38	12838	1297	3.68E-38
cg25084220	12450	846	3.68E-38	14326	601	3.68E-38	5741	424	3.68E-38	9549	535	3.68E-38	11663	783	3.68E-38	10912	667	3.68E-38
cg25084525	9120	1262	3.68E-38	8034	1053	3.68E-38	1679	4230	3.68E-38	2304	5858	3.68E-38	7768	613	3.68E-38	6771	527	3.68E-38
cg25084878	15873	7613	3.68E-38	16183	6441	3.68E-38	2638	9193	3.68E-38	3778	14492	3.68E-38	10220	18236	3.68E-38	8715	17223	3.68E-38
cg25085950	3278	1017	2.12E-21	2810	971	7.00E-16	2202	604	7.11E-17	2654	866	1.05E-16	3335	1123	2.91E-16	3077	1034	1.30E-18
cg25086702	4857	301	2.59E-34	3644	253	4.12E-17	6205	278	3.68E-38	8989	370	3.68E-38	7913	427	3.68E-38	5211	307	8.74E-38
cg25086957	5501	13611	3.68E-38	5349	14979	3.68E-38	740	7784	3.68E-38	994	12048	3.68E-38	4692	13579	3.68E-38	4323	11111	3.68E-38
cg25087423	3728	3126	3.68E-38	2998	2555	3.68E-38	1170	6103	3.68E-38	1579	9127	3.68E-38	3238	7521	3.68E-38	2601	6738	3.68E-38
cg25088874	9965	1230	3.68E-38	9153	1036	3.68E-38	5799	717	3.68E-38	8673	977	3.68E-38	9786	1356	3.68E-38	8751	1141	3.68E-38
cg25089231	11189	1408	3.68E-38	10940	1106	3.68E-38	3633	683	3.68E-38	5230	995	3.68E-38	9465	1502	3.68E-38	8248	1281	3.68E-38
cg25092283	1421	391	0.05875635	1052	265	0.2385741	1400	316	5.13E-05	1414	467	0.001697587	2710	417	9.28E-07	2070	438	2.13E-05
cg25092328	7345	1817	3.68E-38	6124	1320	3.68E-38	463	3659	3.68E-38	616	5444	3.68E-38	8114	419	3.68E-38	7358	405	3.68E-38
cg25092540	1984	12044	3.68E-38	1776	13280	3.68E-38	1041	5884	3.68E-38	1312	10228	3.68E-38	1564	11311	3.68E-38	1375	11182	3.68E-38
cg25093045	5353	426	3.68E-38	4878	222	7.61E-33	2686	1098	1.73E-34	4148	1359	3.68E-38	6131	476	3.68E-38	4657	459	1.40E-31
cg25094569	8326	11052	3.68E-38	8138	11315	3.68E-38	2955	6653	3.68E-38	4364	10524	3.68E-38	10944	1391	3.68E-38	10134	1167	3.68E-38
cg25094927	17694	827	3.68E-38	18187	682	3.68E-38	6809	428	3.68E-38	10679	661	3.68E-38	14373	643	3.68E-38	12658	720	3.68E-38
cg25095380	6600	777	3.68E-38	6073	634	3.68E-38	4454	369	3.68E-38	6567	507	3.68E-38	6947	771	3.68E-38	6394	572	3.68E-38
cg25095612	5622	1130	3.68E-38	5250	962	3.68E-38	3314	548	3.53E-36	5030	852	3.68E-38	8707	1030	3.68E-38	7589	886	3.68E-38
cg25095814	2133	368	8.95E-05	2005	257	0.000231514	918	1066	3.50E-07	1129	1152	1.22E-05	2868	525	2.77E-08	2401	454	1.73E-07
cg25095951	1633	221	0.04472578	1376	200	0.07001461	1580	394	4.31E-07	1710	388	0.000141956	2496	269	5.57E-05	1898	223	0.001467947
cg25096582	6279	364	3.68E-38	6308	276	3.68E-38	5757	313	3.68E-38	6300	314	3.68E-38	4900	344	4.30E-24	4050	272	4.93E-21
cg25097436	4051	330	1.53E-22	3872	244	1.43E-19	4329	358	3.68E-38	5766	480	3.68E-38	4243	248	1.47E-16	2926	249	8.63E-10
cg25097676	6990	604	3.68E-38	6781	470	3.68E-38	3991	280	3.68E-38	6400	546	3.68E-38	8984	545	3.68E-38	8597	581	3.68E-38
cg25098095	4749	398	3.97E-34	4263	283	6.32E-25	2572	311	5.08E-18	3033	449	2.90E-16	4657	448	1.38E-22	3495	386	3.73E-16
cg25098401	8762	1072	3.68E-38	9203	767	3.68E-38	4754	2290	3.68E-38	6188	3139	3.68E-38	8515	1519	3.68E-38	8000	1418	3.68E-38
cg25098644	8711	861	3.68E-38	8716	615	3.68E-38	4020	496	3.68E-38	5317	605	3.68E-38	8245	911	3.68E-38	6360	797	3.68E-38
cg25100404	10136	1444	3.68E-38	10977	798	3.68E-38	4988	677	3.68E-38	7961	900	3.68E-38	8827	1051	3.68E-38	7688	1149	3.68E-38
cg25101056	3589	4542	3.68E-38	3405	4106	3.68E-38	712	3097	5.03E-35	887	4890	3.68E-38	5682	3961	3.68E-38	4542	3531	3.68E-38
cg25101936	14488	3988	3.68E-38	16230	4020	3.68E-38	1151	6600	3.68E-38	1464	8685	3.68E-38	7493	10530	3.68E-38	7275	8854	3.68E-38
cg25103286	1059	4766	3.68E-38	992	4039	8.52E-32	526	2387	1.77E-18	890	3534	4.39E-29	1101	5339	3.68E-38	901	4595	1.98E-37
cg25104030	12084	1603	3.68E-38	13133	1256	3.68E-38	6032	2540	3.68E-38	7851	3187	3.68E-38	12037	5416	3.68E-38	10075	4954	3.68E-38
cg25104511	5462	4579	3.68E-38	5247	3160	3.68E-38	6590	2403	3.68E-38	7722	3212	3.68E-38	3188	7665	3.68E-38	2599	6043	3.68E-38
cg25106358	345	1376	0.100777	229	980	0.347533	262	888	0.05365044	289	804	0.3493193	341	1641	0.02820508	321	1315	0.05799058
cg25106814	4949	351	9.56E-37	3544	243	6.06E-16	2860	276	4.48E-22	3117	321	9.20E-16	2864	234	1.33E-06	2145	275	6.18E-05
cg25107791	8996	1409	3.68E-38	8211	899	3.68E-38	1205	2367	4.18E-30	1784	3475	3.68E-38	8689	1613	3.68E-38	8333	1333	3.68E-38
cg25107903	6930	810	3.68E-38	7260	589	3.68E-38	3703	1156	3.68E-38	4962	1784	3.68E-38	7192	675	3.68E-38	7453	647	3.68E-38
cg25107978	23861	1148	3.68E-38	24288	1009	3.68E-38	9671	588	3.68E-38	15082	824	3.68E-38	19490	1080	3.68E-38	18056	873	3.68E-38
cg25109024	6583	653	3.68E-38	8313	511	3.68E-38	3787	301	3.68E-38	4806	406	3.68E-38	8488	597	3.68E-38	7654	597	3.68E-38
cg25110234	5500	298	3.68E-38	5547	206	3.68E-38	4371	245	3.68E-38	6449	317	3.68E-38	5818	322	4.85E-35	3985	217	1.23E-19
cg25111781	10325	883	3.68E-38	10535	681	3.68E-38	5022	469	3.68E-38	8362	581	3.68E-38	11500	913	3.68E-38	10586	703	3.68E-38
cg25112044	4602	367	3.29E-31	3362	263	2.64E-14	5284	289	3.68E-38	5835	303	3.68E-38	6810	355	3.68E-38	4549	341	2.40E-28
cg25112191	4807	5417	3.68E-38	4638	5261	3.68E-38	1307	7695	3.68E-38	1641	9158	3.68E-38	8156	937	3.68E-38	5701	846	3.68E-38
cg25112853	674	522	0.6500064	521	396	0.6809082	435	873	0.01237503	530	855	0.09188344	773	1034	0.07070051	756	995	0.02842744
cg25115460	3795	794	1.95E-25	3217	465	7.17E-15	202	3811	3.68E-38	265	3420	1.08E-18	242	4337	2.32E-17	229	3155	1.73E-11
cg25117362	2225	797	3.40E-08	1827	560	5.43E-05	458	1229	8.23E-05	532	1543	0.000188735	2041	1716	1.13E-10	1852	1528	1.87E-11
cg25117976	18426	828	3.68E-38	20067	635	3.68E-38	7673	449	3.68E-38	11667	642	3.68E-38	15435	756	3.68E-38	13740	629	3.68E-38
cg25118574	10410	1034	3.68E-38	12753	813	3.68E-38	6234	689	3.68E-38	8869	971	3.68E-38	10713	952	3.68E-38	9897	985	3.68E-38
cg25119415	1873	287	0.003823405	932	204	0.4299772	1903	288	3.47E-09	1918	262	4.93E-05	1519	228	0.09330465	1673	217	0.01054461
cg25122941	9486	234	3.68E-38	9703	263	3.68E-38	7886	239	3.68E-38	9834	270	3.68E-38	9828	250	3.68E-38	7605	212	3.68E-38
cg25123470	5476	10584	3.68E-38	5331	11007	3.68E-38	4661	910	3.68E-38	8060	1372	3.68E-38	3584	12095	3.68E-38	3144	11438	3.68E-38
cg25124030	734	423	0.6945665	495	328	0.7727118	559	897	0.002256186	624	923	0.03201924	824	884	0.1106214	597	595	0.3867064
cg25124223	17444	1575	3.68E-38	17716	1203	3.68E-38	6134	649	3.68E-38	8377	1031	3.68E-38	13121	1142	3.68E-38	13003	897	3.68E-38
cg25124433	4752	2678	3.68E-38	3654	1762	7.04E-38	1004	2431	1.93E-27	1348	3233	1.32E-31	3568	3869	3.68E-38	3216	3335	3.68E-38
cg25124636	19743	2871	3.68E-38	18903	960	3.68E-38	7713	692	3.68E-38	11771	1005	3.68E-38	15209	1573	3.68E-38	15826	1666	3.68E-38
cg25125453	1335	349	0.1230301	1153	264	0.1571643	1737	868	4.48E-14	2107	1148	9.10E-14	1882	367	0.005012266	1464	340	0.01980995
cg25126052	4540	912	3.68E-38	4626	754	2.75E-37	3487	526	3.68E-38	4811	709	3.68E-38	6389	917	3.68E-38	5228	906	3.68E-38
cg25126812	18075	1688	3.68E-38	18040	1240	3.68E-38	7815	857	3.68E-38	11722	1040	3.68E-38	14497	1401	3.68E-38	14754	1198	3.68E-38
cg25128803	5787	289	3.68E-38	5764	204	3.68E-38	4804	182	3.68E-38	7111	233	3.68E-38	5738	245	5.75E-33	5044	217	9.46E-34
cg25130333	13283	1277	3.68E-38	15038	929	3.68E-38	4696	3710	3.68E-38	7575	4827	3.68E-38	9335	5853	3.68E-38	8504	5584	3.68E-38
cg25131727	13425	815	3.68E-38	13886	537	3.68E-38	6372	372	3.68E-38	9726	607	3.68E-38	12675	842	3.68E-38	11390	693	3.68E-38
cg25132078	9784	755	3.68E-38	9673	604	3.68E-38	4998	304	3.68E-38	7030	489	3.68E-38	10165	638	3.68E-38	8810	694	3.68E-38
cg25133016	8514	3657	3.68E-38	8020	2954	3.68E-38	5210	897	3.68E-38	8103	1136	3.68E-38	8626	3807	3.68E-38	7918	3373	3.68E-38
cg25133685	1357	229	0.1977616	983	169	0.4115041	718	146	0.3222878	705	177	0.6154665	1057	252	0.4104914	931	197	0.4590452
cg25133753	1828	233	0.00929159	1310	171	0.1160118	1711	224	9.48E-07	1767	301	0.000205613	2235	214	0.001053612	1785	218	0.00422983
cg25134071	2055	9228	3.68E-38	1552	7960	3.68E-38	837	4218	3.68E-38	1384	5676	3.68E-38	1602	8670	3.68E-38	1565	7666	3.68E-38
cg25136045	1289	281	0.2121516	911	174	0.4896935	1418	200	0.000240793	1956	207	6.17E-05	1836	291	0.01159914	1681	251	0.007594569
cg25136310	7988	337	3.68E-38	7674	267	3.68E-38	5983	314	3.68E-38	7886	346	3.68E-38	6872	364	3.68E-38	5387	342	3.68E-38
cg25136687	13082	1139	3.68E-38	14006	937	3.68E-38	5579	561	3.68E-38	7909	840	3.68E-38	11960	997	3.68E-38	9857	932	3.68E-38
cg25136926	509	731	0.5971614	377	566	0.6530123	401	814	0.03063015	481	944	0.07237908	516	1231	0.09330465	436	1123	0.08863638
cg25138936	8604	473	3.68E-38	8783	254	3.68E-38	7631	384	3.68E-38	9888	414	3.68E-38	12269	526	3.68E-38	8518	416	3.68E-38
cg25139619	7236	525	3.68E-38	5773	433	3.68E-38	2569	412	1.54E-19	3258	534	4.80E-20	3581	491	5.05E-13	2345	392	9.90E-07
cg25140370	1653	237	0.03497019	1408	224	0.05039437	805	232	0.1237556	740	226	0.5090091	2564	238	3.80E-05	1783	231	0.003849868
cg25140501	4973	250	2.05E-35	4168	159	4.11E-22	4807	170	3.68E-38	6153	223	3.68E-38	5712	225	2.27E-32	5054	229	4.36E-34
cg25140571	1512	451	0.02050344	1030	334	0.1977514	1733	402	1.29E-08	1740	489	2.54E-05	1934	479	0.001419084	1757	514	0.000327071
cg25141490	6070	2837	3.68E-38	6026	2224	3.68E-38	1896	2477	3.68E-38	3011	3492	3.68E-38	10704	740	3.68E-38	9424	576	3.68E-38
cg25141674	4550	363	2.55E-30	3281	243	2.47E-13	3233	307	1.80E-29	3404	268	1.57E-18	4418	350	3.74E-19	2988	290	1.31E-10
cg25141720	18397	1266	3.68E-38	17646	716	3.68E-38	8510	693	3.68E-38	12828	1004	3.68E-38	16855	1175	3.68E-38	15599	808	3.68E-38
cg25141995	3658	9870	3.68E-38	3380	10497	3.68E-38	1080	6183	3.68E-38	1362	9508	3.68E-38	2291	12422	3.68E-38	2123	12141	3.68E-38
cg25142416	1290	399	0.1198364	1003	232	0.3196193	1010	1207	1.85E-09	1292	1285	1.14E-07	1839	442	0.003966171	1432	382	0.01846179
cg25145670	2233	380	2.05E-05	1903	233	0.000876262	1066	1135	2.73E-09	1480	1220	1.26E-08	2302	403	0.000101891	1828	320	0.001134923
cg25148589	15830	982	3.68E-38	16919	681	3.68E-38	7518	406	3.68E-38	11716	710	3.68E-38	14085	976	3.68E-38	14044	696	3.68E-38
cg25149155	7554	978	3.68E-38	6168	585	3.68E-38	7221	1087	3.68E-38	9841	1342	3.68E-38	9965	1429	3.68E-38	6933	1341	3.68E-38
cg25149927	3447	748	4.13E-20	3101	621	2.83E-15	2261	379	1.53E-14	3128	470	1.25E-17	4090	693	2.67E-19	3075	620	2.64E-14
cg25151295	3472	1270	1.10E-27	2701	1095	4.88E-16	357	1611	4.87E-07	404	1655	0.000229388	1441	1145	0.000316605	1148	963	0.001612401
cg25151806	245	1063	0.5122364	207	661	0.7306993	218	601	0.3895458	259	591	0.6542565	223	1305	0.2196194	253	985	0.3369009
cg25152348	8331	505	3.68E-38	7048	343	3.68E-38	5515	415	3.68E-38	7335	427	3.68E-38	7731	456	3.68E-38	6631	492	3.68E-38
cg25152631	2132	275	0.000280925	2613	273	4.56E-08	2548	244	1.14E-16	2919	303	2.01E-13	2930	283	3.12E-07	2040	276	0.000201409
cg25152942	5250	704	3.68E-38	5455	680	3.68E-38	1126	2107	9.52E-24	1416	2798	6.99E-26	7471	583	3.68E-38	6145	435	3.68E-38
cg25153340	1921	339	0.001422858	1548	215	0.02128701	1712	313	1.48E-07	2217	384	7.52E-08	2861	361	2.78E-07	2411	348	7.21E-07
cg25156443	963	445	0.3874448	732	339	0.5061843	1120	462	0.000409694	967	459	0.07193568	833	471	0.4153562	831	474	0.269381
cg25157408	271	660	0.8896166	212	541	0.8300862	254	1158	0.003870721	314	1146	0.05806571	496	720	0.5024297	365	671	0.5648216
cg25157874	1895	522	0.000249721	1551	399	0.0049394	1090	432	0.000951072	1416	615	0.000320777	2910	615	4.14E-09	2091	477	9.91E-06
cg25159539	14357	1363	3.68E-38	13468	1151	3.68E-38	5853	671	3.68E-38	8858	929	3.68E-38	10723	1190	3.68E-38	9923	1244	3.68E-38
cg25159610	2762	337	8.49E-09	2022	269	0.000167313	3452	316	3.80E-34	3668	347	4.97E-23	3585	330	8.09E-12	3191	356	6.37E-13
cg25159668	855	292	0.7055747	444	214	0.8915895	424	476	0.2722716	478	552	0.4270457	970	262	0.4864834	1015	214	0.3464547
cg25160554	1572	177	0.08600053	1311	144	0.1317006	1506	188	7.35E-05	1789	195	0.000553567	2161	222	0.001808373	1526	223	0.02880583
cg25162301	14147	2485	3.68E-38	15976	1832	3.68E-38	1834	6526	3.68E-38	2586	8545	3.68E-38	11756	4782	3.68E-38	10084	4474	3.68E-38
cg25162794	1693	7970	3.68E-38	1339	7037	3.68E-38	967	3713	3.68E-38	1291	5171	3.68E-38	1874	8023	3.68E-38	1598	6903	3.68E-38
cg25162921	1652	646	0.000953792	1436	444	0.008813852	192	310	0.8396906	232	376	0.8805237	1515	535	0.01886573	1412	439	0.01413194
cg25163134	1166	285	0.3364578	678	208	0.7128664	841	247	0.08670454	954	276	0.2035053	1162	286	0.2831228	1078	229	0.2674743
cg25163476	13067	2022	3.68E-38	14382	1732	3.68E-38	5747	2115	3.68E-38	7761	3340	3.68E-38	13152	1056	3.68E-38	9998	863	3.68E-38
cg25165199	1977	3130	1.85E-33	1469	2971	1.53E-23	845	1425	4.98E-10	1171	1956	1.84E-12	1979	2677	4.44E-18	1401	2431	1.18E-15
cg25165880	3952	1063	5.97E-32	3016	837	1.22E-16	1680	642	1.32E-10	2634	867	1.75E-16	3036	1211	1.92E-14	2835	1068	2.21E-16
cg25166896	9950	1203	3.68E-38	10800	907	3.68E-38	4581	621	3.68E-38	8171	1019	3.68E-38	9791	1176	3.68E-38	8814	1020	3.68E-38
cg25167447	367	1543	0.0303531	223	1060	0.2707653	1377	263	0.000172336	1498	277	0.004833606	1246	253	0.2416455	1043	249	0.2819384
cg25167643	3450	235	3.31E-14	3108	142	6.90E-11	5235	200	3.68E-38	6950	234	3.68E-38	5104	224	5.00E-25	3795	170	4.97E-17
cg25167838	12420	871	3.68E-38	13748	777	3.68E-38	6235	531	3.68E-38	10923	662	3.68E-38	12998	866	3.68E-38	11977	710	3.68E-38
cg25168545	8561	1071	3.68E-38	9201	841	3.68E-38	2359	5420	3.68E-38	3049	7596	3.68E-38	10472	909	3.68E-38	10231	888	3.68E-38
cg25169784	4362	1237	3.68E-38	3807	736	6.93E-25	2474	219	2.88E-15	2380	229	6.53E-08	1449	1090	0.0004842	1315	920	0.000476553
cg25171089	2612	206	1.01E-06	1950	187	0.000867497	3359	197	8.69E-30	4441	180	2.88E-32	3015	189	3.51E-07	2311	186	2.44E-05
cg25172835	838	2866	2.09E-14	768	2865	2.20E-14	560	2215	2.00E-16	786	2769	4.08E-17	825	4344	2.83E-23	705	4278	1.18E-29
cg25173010	1870	381	0.001561158	1598	214	0.01490693	2454	261	1.42E-15	2717	343	8.34E-12	2741	430	5.35E-07	1912	319	0.000496594
cg25174591	14784	3619	3.68E-38	13895	3373	3.68E-38	7003	671	3.68E-38	10481	923	3.68E-38	14632	1345	3.68E-38	13522	981	3.68E-38
cg25175370	8743	878	3.68E-38	9756	720	3.68E-38	4790	454	3.68E-38	7342	558	3.68E-38	8691	692	3.68E-38	7542	673	3.68E-38
cg25176823	19985	11721	3.68E-38	21207	11724	3.68E-38	8097	4201	3.68E-38	13819	6216	3.68E-38	17550	9200	3.68E-38	13286	9648	3.68E-38
cg25177139	1072	2477	8.04E-13	829	1871	8.16E-07	529	3376	3.96E-37	654	4909	3.68E-38	1686	2841	6.96E-17	1600	2739	3.10E-21
cg25177452	15391	3237	3.68E-38	15587	2399	3.68E-38	6639	1709	3.68E-38	9536	2493	3.68E-38	15893	769	3.68E-38	16160	695	3.68E-38
cg25178645	310	10589	3.68E-38	247	9048	3.68E-38	183	7949	3.68E-38	228	9326	3.68E-38	537	7398	3.68E-38	400	6360	3.68E-38
cg25179291	19542	2549	3.68E-38	20730	2168	3.68E-38	8399	3114	3.68E-38	14279	4321	3.68E-38	14753	5748	3.68E-38	13820	4680	3.68E-38
cg25179963	24691	767	3.68E-38	25233	530	3.68E-38	8474	520	3.68E-38	13692	708	3.68E-38	18252	626	3.68E-38	17730	615	3.68E-38
cg25181284	4405	18955	3.68E-38	3419	19659	3.68E-38	1563	8149	3.68E-38	2380	12975	3.68E-38	2665	16786	3.68E-38	2401	16288	3.68E-38
cg25181693	7294	1327	3.68E-38	7991	901	3.68E-38	2337	880	1.82E-23	4357	1134	3.68E-38	6218	875	3.68E-38	5590	886	3.68E-38
cg25182523	1477	1606	1.14E-08	1127	1348	1.81E-05	395	2205	5.21E-14	462	2739	3.30E-13	607	2444	2.34E-06	498	2194	1.87E-06
cg25182621	8431	10563	3.68E-38	8279	12349	3.68E-38	1056	6977	3.68E-38	1551	11407	3.68E-38	11078	11537	3.68E-38	10361	10015	3.68E-38
cg25186143	1168	2461	1.26E-13	840	2075	2.83E-08	1804	1179	1.43E-19	1953	1747	7.05E-19	804	5628	3.68E-38	564	3705	2.07E-20
cg25186211	8056	523	3.68E-38	8067	357	3.68E-38	8397	500	3.68E-38	10936	719	3.68E-38	9091	481	3.68E-38	7689	529	3.68E-38
cg25187533	8462	662	3.68E-38	7796	440	3.68E-38	4984	5631	3.68E-38	5410	7099	3.68E-38	8767	1113	3.68E-38	7259	777	3.68E-38
cg25189085	728	1316	0.01072535	679	874	0.07960007	333	1765	3.00E-08	329	2493	1.22E-09	350	2656	3.98E-06	311	2367	2.27E-06
cg25191725	1793	11308	3.68E-38	1331	10240	3.68E-38	526	4842	3.68E-38	745	7124	3.68E-38	1078	10993	3.68E-38	1160	10233	3.68E-38
cg25192419	6757	2275	3.68E-38	6251	1957	3.68E-38	837	3757	3.68E-38	1087	5216	3.68E-38	9072	985	3.68E-38	7886	866	3.68E-38
cg25193278	2111	407	7.21E-05	1550	259	0.01524385	1108	234	0.008611993	1193	360	0.03065385	1916	438	0.002274627	1736	340	0.002225832
cg25193494	19091	3105	3.68E-38	20410	2103	3.68E-38	1157	6648	3.68E-38	1661	10488	3.68E-38	11946	8653	3.68E-38	11192	8766	3.68E-38
cg25194415	13314	1292	3.68E-38	13017	964	3.68E-38	5894	650	3.68E-38	9367	816	3.68E-38	10336	1117	3.68E-38	10105	1088	3.68E-38
cg25195673	4360	3001	3.68E-38	4424	2386	3.68E-38	815	4139	3.68E-38	1171	5931	3.68E-38	1893	8513	3.68E-38	1479	7096	3.68E-38
cg25198545	13105	660	3.68E-38	13138	498	3.68E-38	5561	424	3.68E-38	8673	513	3.68E-38	10596	706	3.68E-38	10319	572	3.68E-38
cg25201363	2299	14187	3.68E-38	1845	14279	3.68E-38	1209	5637	3.68E-38	1557	8878	3.68E-38	1879	11569	3.68E-38	1581	11523	3.68E-38
cg25201980	8283	335	3.68E-38	7699	243	3.68E-38	9939	326	3.68E-38	11662	449	3.68E-38	11062	382	3.68E-38	9482	300	3.68E-38
cg25202404	11670	667	3.68E-38	12189	592	3.68E-38	6406	383	3.68E-38	9874	489	3.68E-38	12094	638	3.68E-38	11701	593	3.68E-38
cg25202471	9408	16349	3.68E-38	9343	15058	3.68E-38	1552	5473	3.68E-38	2099	8029	3.68E-38	13011	8252	3.68E-38	12260	7373	3.68E-38
cg25203561	387	3827	2.37E-20	290	2762	2.71E-09	240	2554	1.06E-16	392	3106	1.89E-16	414	3905	4.74E-15	338	3669	1.77E-17
cg25203856	7434	2224	3.68E-38	6825	1520	3.68E-38	3383	1865	3.68E-38	4365	2202	3.68E-38	9043	3828	3.68E-38	7907	3738	3.68E-38
cg25203980	549	9622	3.68E-38	457	8758	3.68E-38	421	7831	3.68E-38	459	9147	3.68E-38	496	10860	3.68E-38	419	9617	3.68E-38
cg25206802	334	1828	0.003751957	239	1223	0.1273394	285	1198	0.001597074	334	1178	0.04101826	336	1510	0.05843589	345	1208	0.09145487
cg25208892	826	1770	2.58E-05	623	1509	0.000912144	337	2041	3.00E-11	405	2162	1.36E-07	376	2070	0.001080396	371	1965	0.000161537
cg25211252	4559	18034	3.68E-38	4300	18070	3.68E-38	1936	7549	3.68E-38	2630	11112	3.68E-38	2465	15914	3.68E-38	2291	15371	3.68E-38
cg25211525	6480	272	3.68E-38	6156	184	3.68E-38	3378	248	3.42E-31	5806	273	3.68E-38	6532	298	3.68E-38	5264	287	3.68E-38
cg25214346	4869	626	3.68E-38	4366	405	5.29E-28	1858	5278	3.68E-38	2112	5590	3.68E-38	5848	506	5.63E-38	5536	483	3.68E-38
cg25214366	5116	238	1.08E-37	4091	190	1.52E-21	2358	3605	3.68E-38	2948	4117	3.68E-38	7087	659	3.68E-38	5655	591	3.68E-38
cg25215340	17175	4146	3.68E-38	18918	3995	3.68E-38	7718	1206	3.68E-38	11440	1444	3.68E-38	15062	1883	3.68E-38	14832	1921	3.68E-38
cg25216696	8668	8460	3.68E-38	7282	6800	3.68E-38	665	14310	3.68E-38	711	19821	3.68E-38	9106	10654	3.68E-38	7559	8512	3.68E-38
cg25217357	15816	926	3.68E-38	17774	643	3.68E-38	7178	480	3.68E-38	11010	580	3.68E-38	15144	816	3.68E-38	14216	736	3.68E-38
cg25217765	881	486	0.4379558	704	433	0.4288177	399	876	0.01731368	460	965	0.07237908	715	888	0.1683074	697	564	0.3129707
cg25218351	9322	3183	3.68E-38	8568	3406	3.68E-38	8102	2719	3.68E-38	9028	3645	3.68E-38	12706	1360	3.68E-38	11019	945	3.68E-38
cg25219047	7583	264	3.68E-38	6737	188	3.68E-38	6597	164	3.68E-38	8246	207	3.68E-38	7463	255	3.68E-38	5890	189	3.68E-38
