	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg22851406	0.0295833254968921	0.657349918831902	3.54793466431888	0.000869590298535889	0.0461761243422159	-1.92924194678437	0.642558256083456	0.672141581580348	0.0295833254968921	7	107205153	R	II	DUS4L	5'UTR	shore	5'UTR-shore	chr7:107204114-107204797	rs543584490;rs140898822	39;1
cg03079818	0.0373819337905241	0.775000181235759	3.54793012196286	0.000869602195711913	0.0461761243422159	-1.92925498204038	0.756309214340497	0.793691148131021	0.0373819337905238	13	110324798	R	II		IGR	opensea	IGR-opensea		rs527473783;rs141906577;rs371158385	41;14;1
cg01460648	0.0246995264288278	0.636349649081359	3.54785826858602	0.000869790412191419	0.0461828293155932	-1.92946117926985	0.623999885866945	0.648699412295772	0.0246995264288277	3	142328274	F	II	PLS1	5'UTR	opensea	5'UTR-opensea		rs11444541;rs539661361;rs558186051;rs189992620	4;14;26;30
cg13368696	0.0379503189058906	0.760457232199443	3.54770020333039	0.00087020459357461	0.0462014229638853	-1.92991476958889	0.741482072746498	0.779432391652388	0.0379503189058906	2	165649327	R	II	COBLL1	Body	opensea	Body-opensea		rs528191098;rs548344519;rs568168128	46;27;1
cg23019677	0.0147536022068645	0.922990640643891	3.54767733139531	0.000870264540945265	0.0462014229638853	-1.92998040281459	0.915613839540459	0.930367441747323	0.0147536022068648	6	33635497	F	II	ITPR3	Body	opensea	Body-opensea		rs199534483;rs550445181	31;36
cg21052905	0.0237583806874374	0.219528155236138	3.54759775094368	0.000870473152162493	0.0462092073615351	-1.93020876466188	0.207648964892419	0.231407345579857	0.0237583806874374	21	34383810	R	II		IGR	opensea	IGR-opensea			
cg12186261	0.0289052384470759	0.830842341973532	3.54755972423894	0.000870572851769573	0.0462106734690757	-1.93031788396976	0.816389722749993	0.84529496119707	0.0289052384470762	3	73480327	R	II	PDZRN3	Body	opensea	Body-opensea		rs369169753;rs146704612	12;2
cg15610139	0.0135877555479005	0.929129066818066	3.54753646402056	0.00087063384151804	0.0462106734690757	-1.9303846298538	0.922335189044116	0.935922944592016	0.0135877555479004	4	95596372	F	II		IGR	opensea	IGR-opensea		rs558952689;rs146659068	12;39
cg08884336	0.0199370829068315	0.211829703335489	3.54751549494454	0.000870688827247227	0.0462106734690757	-1.93044480101629	0.201861161882073	0.221798244788904	0.0199370829068315	3	151139999	F	II	MED12L	Body	opensea	Body-opensea		rs550035896;rs569779353;rs144427200	10;39;50
cg22527230	0.0304407594565892	0.851538619018298	3.54749266153047	0.000870748705472599	0.0462106734690757	-1.93051032169416	0.836318239290003	0.866758998746593	0.0304407594565892	10	35714639	F	II	CCNY	5'UTR	opensea	5'UTR-opensea		rs568451013;rs190865243;rs574586475;rs543685521;rs182723675	19;32;34;39;45
cg05010648	0.0228226252393865	0.278289728995528	3.54732871717001	0.000871178747871229	0.0462302049642638	-1.93098075415409	0.266878416375835	0.289701041615221	0.0228226252393864	7	73446865	R	II	ELN	Body	opensea	Body-opensea		rs147923943	2
cg12373423	0.038090008822974	0.734020415497757	3.54727025218081	0.000871332156451409	0.0462322111894042	-1.93114851424661	0.71497541108627	0.753065419909244	0.0380900088229741	12	39521581	R	II		IGR	opensea	IGR-opensea		rs190783323	44
cg09433794	0.0334829069163441	0.673257334588718	3.54716736465769	0.000871602189748799	0.0462322111894042	-1.93144373690065	0.656515881130546	0.68999878804689	0.0334829069163441	4	156126097	R	II		IGR	shelf	IGR-shelf	chr4:156129168-156130209	rs557628108;rs189910756;rs542060364	34;6;2
cg16806214	0.0284979870969767	0.738858172490461	3.5471517475645	0.000871643184557174	0.0462322111894042	-1.9314885477214	0.724609178941973	0.753107166038949	0.0284979870969767	20	47471779	R	II		IGR	opensea	IGR-opensea		rs149080747;rs143117003	32;22
cg03435026	0.00858780757453548	0.933318789332765	3.5471442817099	0.000871662783047142	0.0462322111894042	-1.93150996978935	0.929024885545497	0.937612693120033	0.00858780757453548	5	137721783	F	II	KDM3B	Body	opensea	Body-opensea			
cg11391771	0.0279566276978997	0.329553219551882	3.54714308693823	0.000871665919461326	0.0462322111894042	-1.93151339799184	0.315574905702932	0.343531533400832	0.0279566276978996	19	830311	R	II	AZU1	Body	opensea	Body-opensea		rs13343321	8
cg24879415	0.029625579335477	0.415120976862125	3.54711970447062	0.000871727303321332	0.0462322111894042	-1.93158049003354	0.400308187194387	0.429933766529864	0.029625579335477	17	74534700	R	II	CYGB	TSS1500	shore	TSS1500-shore	chr17:74533281-74534566	rs528660469	2
cg23946394	0.029437174646461	0.335918706444436	3.54711713827789	0.000871734040364638	0.0462322111894042	-1.93158785327431	0.321200119121206	0.350637293767667	0.029437174646461	9	134924497	F	II	MED27	Body	opensea	Body-opensea		rs138227858	40
cg12354192	0.0333258664010734	0.445136965871788	3.54710401055492	0.000871768505443647	0.0462322111894042	-1.93162552092801	0.428474032671251	0.461799899072325	0.0333258664010734	3	171159987	R	II	TNIK	Body	opensea	Body-opensea		rs569109883	50
cg15559456	0.0295862443066617	0.673255088586549	3.54710166318373	0.000871774668289647	0.0462322111894042	-1.93163225628126	0.658461966433218	0.688048210739879	0.0295862443066617	1	153600790	F	II	S100A13	TSS1500	opensea	TSS1500-opensea			
cg01193223	-0.0408319296178895	0.717078961133956	-3.54705562316408	0.000871895551304393	0.0462353329947266	-1.93176435918508	0.737494925942901	0.696662996325011	-0.0408319296178892	2	183812620	F	II	NCKAP1	Body	opensea	Body-opensea		rs538500999;rs576700803;rs138648199;rs569014016	0;1;20;26
cg03893423	0.0283574120064968	0.818897995241978	3.54703034253868	0.000871961935112565	0.0462355645491181	-1.93183689660541	0.804719289238729	0.833076701245226	0.0283574120064966	1	42076892	F	II	HIVEP3	5'UTR	opensea	5'UTR-opensea		rs7515066	23
cg05327192	0.0162568570384168	0.915750071436552	3.546993830408	0.000872057819994795	0.0462373602464319	-1.93194165992296	0.907621642917343	0.92387849995576	0.0162568570384165	11	75133593	F	II	KLHL35	3'UTR	shelf	3'UTR-shelf	chr11:75136407-75136689		
cg11836199	0.0267886587349212	0.682742531137595	3.54694601403187	0.000872183406309381	0.0462383090607637	-1.93207885726097	0.669348201770134	0.696136860505055	0.0267886587349212	8	26466599	F	II	DPYSL2	Body	opensea	Body-opensea		rs546693238	0
cg15781753	0.0341385910647869	0.674915595380377	3.54693978912911	0.00087219975684551	0.0462383090607637	-1.93209671800925	0.657846299847984	0.691984890912771	0.0341385910647869	3	128769740	F	II		IGR	shelf	IGR-shelf	chr3:128764540-128766055	rs564595454;rs576530976	26;27
cg24199381	0.0102078650237681	0.941318186898933	3.54689403767698	0.000872319938114942	0.0462413921233615	-1.93222798940022	0.936214254387049	0.946422119410817	0.0102078650237681	1	170126211	F	II	METTL11B	Body	opensea	Body-opensea		rs563026147;rs533708315;rs10494482	32;36;43
cg06476053	0.0219787843818204	0.166612108885111	3.54685459820689	0.000872423551582475	0.0462435965562872	-1.93234114946943	0.155622716694201	0.177601501076022	0.0219787843818204	4	54780590	F	II		IGR	opensea	IGR-opensea		rs542263805;rs535642662;rs546152889;rs112053703;rs183774928;rs538697879	0;13;14;19;19;31
cg17749573	0.0239776827336724	0.360896131093662	3.54668712930865	0.000872863648768782	0.0462636350305199	-1.93282164443007	0.348907289726825	0.372884972460498	0.0239776827336725	15	101656688	F	II		IGR	opensea	IGR-opensea			
cg20168855	0.026519558849909	0.858475896215719	3.5466559446287	0.000872945623470325	0.0462642959595359	-1.93291111677161	0.845216116790764	0.871735675640673	0.026519558849909	14	75871814	F	II		IGR	opensea	IGR-opensea		rs183647614;rs61979233	0;8
cg04881002	0.0450637103308674	0.546727052699389	3.54663517281154	0.000873000230117113	0.0462642959595359	-1.93297071318586	0.524195197533955	0.569258907864823	0.0450637103308674	20	60193806	R	II	CDH4	Body	opensea	Body-opensea		rs543501307;rs114376674;rs577079162;rs149968592;rs559576798	49;43;21;19;1
cg24527044	0.0342823790784326	0.396235539128146	3.54659070024904	0.000873117154191057	0.0462672034778414	-1.93309830871011	0.379094349588929	0.413376728667362	0.0342823790784326	7	6631231	R	II	C7orf26	Body	shore	Body-shore	chr7:6629328-6630235	rs372457145;rs183961465;rs568012038;rs528891661;rs547118974;rs111552863	49;48;47;46;39;9
cg07125981	0.0343550806407221	0.394433916961381	3.54654397669304	0.000873240012534584	0.046267865008185	-1.93323236150922	0.37725637664102	0.411611457281742	0.0343550806407222	10	35330496	R	II	CUL2	Body	opensea	Body-opensea		rs201693666;rs145319498	31;24
cg10779389	0.0110640718501542	0.946455291829065	3.54652161987653	0.000873298805029831	0.046267865008185	-1.93329650424363	0.940923255903988	0.951987327754143	0.0110640718501543	22	44010578	R	II	EFCAB6	Body	opensea	Body-opensea		rs567566040;rs147097601;rs181019490	49;48;2
cg09659072	0.0338510253114115	0.320719198453255	3.54651515005316	0.000873315819654231	0.046267865008185	-1.93331506641992	0.303793685797549	0.33764471110896	0.0338510253114115	10	114939288	F	II		IGR	opensea	IGR-opensea		rs368885719	23
cg18568937	0.0298947885796708	0.811121921558137	3.54639947420366	0.000873620082526527	0.0462806958634148	-1.93364694159042	0.796174527268301	0.826069315847972	0.0298947885796705	11	45773559	F	II		IGR	opensea	IGR-opensea		rs145332967	38
cg01353464	-0.020405991175372	0.197732671953799	-3.54637274963229	0.000873690390727205	0.0462811318472411	-1.93372361374672	0.207935667541485	0.187529676366113	-0.020405991175372	3	38180116	R	I	ACAA1	TSS1500	island	TSS1500-island	chr3:38179857-38180689	rs536061117;rs545602132;rs572399373	46;14;10
cg07409471	0.0283290735821065	0.369719506545602	3.54625038854446	0.000874012372818423	0.0462869258663749	-1.9340746604367	0.355554969754549	0.383884043336655	0.0283290735821065	17	80833638	F	II	TBCD	Body	shelf	Body-shelf	chr17:80829533-80829871	rs74000147;rs374008800;rs543469967;rs561649223	10;35;37;46
cg15934191	0.0355201460977536	0.586350621630057	3.54620480794651	0.00087413234300483	0.0462869258663749	-1.93420542664012	0.56859054858118	0.604110694678934	0.0355201460977536	6	98298775	F	II		IGR	opensea	IGR-opensea		rs541891795;rs201700437;rs143401383;rs199652972	12;18;23;41
cg02670637	0.0142930648299713	0.91458532393337	3.54616165082675	0.000874245948989677	0.0462869258663749	-1.93432923921322	0.907438791518385	0.921731856348356	0.0142930648299712	1	56184693	F	II		IGR	opensea	IGR-opensea		rs558255710;rs554190660	1;29
cg17056629	0.0237250942851673	0.798678535543652	3.54615985268384	0.000874250682693162	0.0462869258663749	-1.93433439784917	0.786815988401068	0.810541082686235	0.0237250942851671	11	68566777	R	II	CPT1A	Body	opensea	Body-opensea		rs141191480;rs2228504;rs373344573	34;3;1
cg08166868	0.0257414785081262	0.77913599128185	3.54615284451083	0.000874269132301978	0.0462869258663749	-1.93435450336281	0.766265252027787	0.792006730535913	0.0257414785081264	1	4386725	F	II		IGR	opensea	IGR-opensea		rs569517735	30
cg01383082	0.0354666918896938	0.558956127061347	3.54615232994319	0.000874270486959529	0.0462869258663749	-1.93435597958782	0.541222781116501	0.576689473006194	0.0354666918896938	8	11323474	F	II	FAM167A	5'UTR	shore	5'UTR-shore	chr8:11323779-11324697	rs577098278;rs539063847;rs76425323;rs565663348	0;2;5;51
cg08778302	0.0235265071040064	0.203043853827881	3.54614616737414	0.000874286710775736	0.0462869258663749	-1.93437365915562	0.191280600275878	0.214807107379884	0.0235265071040064	11	62264747	R	II	AHNAK	Body	opensea	Body-opensea		rs117035810;rs113401659	45;7
cg22314155	0.0261336308846095	0.700360835275587	3.54613871851906	0.000874306321302014	0.0462869258663749	-1.93439502887797	0.687294019833282	0.713427650717891	0.0261336308846094	3	5030877	R	II		IGR	shore	IGR-shore	chr3:5028409-5028903	rs555245202;rs2137946;rs192376338	48;42;1
cg26467313	0.0283719071142233	0.70507563942067	3.54611888285118	0.000874358544516313	0.0462869258663749	-1.93445193450312	0.690889685863558	0.719261592977782	0.0283719071142233	1	21596298	F	II	ECE1	Body	opensea	Body-opensea		rs191959828;rs147109587	1;7
cg05944099	0.0259652084402109	0.566055913094631	3.54607590179057	0.000874471714993171	0.0462890443554433	-1.93457524022586	0.553073308874525	0.579038517314737	0.0259652084402111	1	154601769	F	II	ADAR	TSS1500	shore	TSS1500-shore	chr1:154599763-154600505	rs116238665	9
cg13120180	0.0282748939573614	0.463642043164998	3.54604487283769	0.000874553423895728	0.0462890443554433	-1.9346642567343	0.449504596186317	0.477779490143679	0.0282748939573614	4	140697658	F	II	MAML3	Body	opensea	Body-opensea		rs185643959;rs558497312	1;26
cg17788708	0.0391624751267828	0.768446489251336	3.54602130969324	0.000874615477871404	0.0462890443554433	-1.93473185486905	0.748865251687944	0.788027726814727	0.0391624751267831	11	45202971	R	II	PRDM11	5'UTR	shore	5'UTR-shore	chr11:45201783-45202728	rs193188150	1
cg25014458	0.0339240459824964	0.572279814113928	3.54600937167335	0.00087464691847272	0.0462890443554433	-1.93476610265373	0.55531779112268	0.589241837105176	0.0339240459824964	7	30745157	F	II		IGR	opensea	IGR-opensea		rs538427019;rs550800762;rs569048778	8;21;36
cg07759906	0.0225881509566155	0.221881629766231	3.54591765228344	0.000874888511539172	0.0462933986283557	-1.93502922492236	0.210587554287924	0.233175705244539	0.0225881509566156	16	75123456	R	II	ZNRF1	Body	opensea	Body-opensea		rs192605359;rs146232956;rs549305471;rs559637783	49;39;2;1
cg14524126	0.0248924239434107	0.406022013316918	3.54590975764457	0.000874909309359011	0.0462933986283557	-1.93505187267554	0.393575801345213	0.418468225288624	0.0248924239434107	3	195648314	R	II		IGR	opensea	IGR-opensea		rs149514524	35
cg04167480	0.0130314857134343	0.919250681377151	3.54590741602894	0.000874915478256392	0.0462933986283557	-1.93505859018201	0.912734938520434	0.925766424233868	0.0130314857134346	17	6433689	R	II	PITPNM3	Body	opensea	Body-opensea		rs531864499;rs17804008;rs561741280;rs571873298	47;32;23;1
cg08928958	0.0228595683399023	0.311111184394978	3.5457732717272	0.000875268945717814	0.0463088146024491	-1.93544341209259	0.299681400225027	0.322540968564929	0.0228595683399023	5	149178783	R	II	PPARGC1B	Body	opensea	Body-opensea		rs577201120;rs558006953	25;16
cg10368536	0.0141069301203977	0.931397500851023	3.54568354073778	0.000875505461177111	0.0463180411198162	-1.93570082003496	0.924344035790824	0.938450965911222	0.0141069301203978	16	67518179	F	II	AGRP	TSS1500	shelf	TSS1500-shelf	chr16:67514398-67515345	rs552185817;rs371085418;rs537928424	1;11;45
cg08587603	0.0293803584821254	0.834148412740848	3.54564390994094	0.000875609940583739	0.046318208823005	-1.93581450620204	0.819458233499785	0.84883859198191	0.0293803584821255	11	113112714	F	II	NCAM1	Body	opensea	Body-opensea		rs575487869;rs71475101;rs557694424	0;14;31
cg17042723	0.027541469705419	0.32155076260647	3.54563520649676	0.000875632887230839	0.046318208823005	-1.93583947307918	0.307780027753761	0.33532149745918	0.0275414697054191	2	171600960	F	II	LOC101926913	Body	opensea	Body-opensea		rs573717050;rs150497480;rs184238582;rs17750734	1;12;16;20
cg24212377	0.0277812309309851	0.325476736343775	3.54554208373399	0.000875878441537888	0.0463249316334995	-1.93610660467268	0.311586120878282	0.339367351809267	0.027781230930985	11	73110989	R	II		IGR	opensea	IGR-opensea			
cg01713812	0.0579792994337015	0.690366776300387	3.54553987965127	0.000875884254254446	0.0463249316334995	-1.93611292724571	0.661377126583536	0.719356426017237	0.0579792994337015	5	6607128	F	II	NSUN2	Body	opensea	Body-opensea		rs114937174;rs10060489;rs78481667	7;16;27
cg07322196	0.0275777716062507	0.238275043402046	3.54544799480493	0.000876126610340302	0.0463296530410048	-1.93637650360949	0.224486157598921	0.252063929205172	0.0275777716062507	2	202104460	R	II	CASP8	5'UTR	opensea	5'UTR-opensea		rs563973984	33
cg13125537	0.0179493236513943	0.747082603396644	3.54544718167876	0.000876128755333344	0.0463296530410048	-1.9363788360854	0.738107941570947	0.756057265222341	0.0179493236513943	17	7037323	F	I		IGR	opensea	IGR-opensea		rs563626134;rs529471666;rs376639038;rs559655864;rs185106061	0;6;37;42;43
cg08575141	0.0400109570693201	0.52426322264386	3.54543535505098	0.000876159954052867	0.0463296530410048	-1.93641276107293	0.504257744109201	0.544268701178521	0.04001095706932	20	54923208	F	II		IGR	shelf	IGR-shelf	chr20:54919036-54919357	rs556573628	46
cg01593757	0.0231860434242883	0.267574966963422	3.54533676522719	0.000876420075949337	0.046339496367725	-1.9366955659371	0.255981945251277	0.279167988675566	0.0231860434242883	9	35836046	F	II	TMEM8B	5'UTR	opensea	5'UTR-opensea			
cg24854225	0.0380804935209204	0.601079009261444	3.54529420992478	0.000876532377738421	0.046339496367725	-1.936817634371	0.582038762500984	0.620119256021904	0.0380804935209205	1	185374534	F	II		IGR	opensea	IGR-opensea		rs150582697;rs181401372;rs570729328;rs4650680;rs77880946;rs575092919;rs542491229	0;15;25;35;39;43;47
cg08479752	0.0243323778769521	0.162559316827146	3.54529413507645	0.000876532575272368	0.046339496367725	-1.93681784907012	0.15039312788867	0.174725505765622	0.0243323778769521	19	54567279	F	II	VSTM1	TSS200	opensea	TSS200-opensea		rs577224353;rs544607218	4;40
cg27643182	0.0333586237439031	0.806680076202735	3.54522611731565	0.000876712100089589	0.0463457008122804	-1.93701295390287	0.790000764330783	0.823359388074686	0.033358623743903	15	25434289	R	II	SNORD115-29	TSS1500	opensea	TSS1500-opensea		rs557932476;rs111518484;rs1977035	43;21;16
cg12913502	0.036947447177161	0.67698321321974	3.54509133698225	0.000877067940590432	0.0463612243060482	-1.93739955662252	0.658509489631159	0.69545693680832	0.036947447177161	3	147657757	R	II		IGR	opensea	IGR-opensea		rs574458302;rs559610383	23;8
cg17241404	0.028209251077016	0.714476917774972	3.54501090113396	0.000877280369165563	0.0463659731355325	-1.93763027397435	0.700372292236464	0.72858154331348	0.028209251077016	17	4596480	R	II	PELP1	Body	opensea	Body-opensea		rs77632571;rs529126420;rs549143346;rs375542711	26;25;7;4
cg14091567	0.0286083191944283	0.397058435929029	3.54501022165842	0.000877282163848738	0.0463659731355325	-1.93763222292803	0.382754276331815	0.411362595526243	0.0286083191944282	20	33118092	F	II	DYNLRB1	Body	opensea	Body-opensea			
cg13924998	0.0289977042099138	0.523844756264698	3.54498477725272	0.000877349372099128	0.0463662382279945	-1.93770520548138	0.509345904159741	0.538343608369655	0.0289977042099138	7	41531155	R	II		IGR	opensea	IGR-opensea		rs115738663	47
cg04267082	0.0292489718768463	0.765387119067003	3.54491525496541	0.000877533031707192	0.0463725128887523	-1.93790461568023	0.75076263312858	0.780011605005426	0.0292489718768465	8	48114128	R	II		IGR	opensea	IGR-opensea		rs575465584;rs183103954;rs528826541;rs540904220;rs115997845	47;43;8;4;1
cg16499834	0.0437968702920439	0.581008507874835	3.54489274536214	0.000877592504033928	0.0463725128887523	-1.9379691792944	0.559110072728813	0.602906943020857	0.0437968702920439	12	131355834	R	II	RAN	TSS1500	shore	TSS1500-shore	chr12:131356094-131357228	rs192650114;rs183679279;rs570984929;rs189522573	30;26;25;16
cg01806238	0.0257888014948627	0.820205314504355	3.5448382537352	0.000877736491591014	0.046376834238332	-1.93812547497953	0.807310913756924	0.833099715251787	0.025788801494863	17	56597682	R	II	SEPT4	3'UTR	shelf	3'UTR-shelf	chr17:56595080-56595619	rs531866139;rs550254784;rs568273848;rs535334207	28;16;7;1
cg13845418	0.029408534744771	0.831187397327627	3.5447956035695	0.000877849205261081	0.046379502678753	-1.93824780538927	0.816483129955242	0.845891664700013	0.0294085347447711	14	77271821	R	II	ANGEL1	Body	opensea	Body-opensea		rs547168761;rs190114972;rs532623827;rs150922174	18;12;10;6
cg07380452	0.0318262247654124	0.807754271145011	3.54468684722592	0.000878136683544585	0.0463906834622874	-1.93855973948015	0.791841158762304	0.823667383527717	0.0318262247654123	10	44918293	F	II		IGR	opensea	IGR-opensea		rs185799614	16
cg16606185	-0.0101836690914613	0.0631621552683527	-3.5446666221068	0.000878190155011459	0.0463906834622874	-1.93861774838617	0.0682539898140833	0.0580703207226221	-0.0101836690914613	21	45553535	F	I	C21orf33	1stExon	island	1stExon-island	chr21:45553021-45554037	rs570147206;rs537580597;rs556317214	21;24;35
cg23301979	0.0117007818524008	0.933141360180844	3.54464493103513	0.00087824750564261	0.0463906834622874	-1.93867996166398	0.927290969254644	0.938991751107045	0.0117007818524006	14	63781994	R	II	GPHB5	Body	opensea	Body-opensea		rs1271558	24
cg13312804	0.030318401081196	0.83007449281341	3.54456383714866	0.000878461947475394	0.0463987232573458	-1.93891254922175	0.814915292272811	0.845233693354008	0.0303184010811962	1	55089484	R	II	FAM151A	TSS1500	opensea	TSS1500-opensea		rs12405460;rs2060385	25;14
cg16747321	0.0261853956902547	0.422027109062068	3.54453557340728	0.000878536698879139	0.0463987949611002	-1.93899361248202	0.40893441121694	0.435119806907195	0.0261853956902548	17	41844148	F	II	DUSP3	3'UTR	opensea	3'UTR-opensea		rs138652155	14
cg14271135	0.0273219980387673	0.867519408934925	3.5445162618011	0.000878587777341498	0.0463987949611002	-1.93904899989683	0.853858409915541	0.881180407954309	0.0273219980387673	18	71358509	R	II		IGR	opensea	IGR-opensea			
cg23407265	-0.0100894322736371	0.0682943531868413	-3.544453173004	0.000878754664582429	0.0464031698970304	-1.93922994297366	0.0733390693236598	0.0632496370500228	-0.0100894322736371	10	62761286	F	I	RHOBTB1	TSS200	island	TSS200-island	chr10:62761163-62761595		
cg04661759	0.0299706471884638	0.551060525616148	3.54442105536224	0.00087883963622312	0.0464031698970304	-1.9393220578846	0.536075202021916	0.56604584921038	0.0299706471884638	11	73104226	R	II	RELT	Body	opensea	Body-opensea		rs1002126;rs567225649	32;1
cg27070955	0.0256788079563283	0.85854652377662	3.54441436203651	0.000878857345325822	0.0464031698970304	-1.93934125459647	0.845707119798455	0.871385927754784	0.0256788079563286	4	27098061	R	II		IGR	opensea	IGR-opensea		rs548068831;rs150483753;rs539617830	27;2;1
cg00059977	0.0438908170205424	0.606485257989706	3.54437512233499	0.000878961172009245	0.0464053653881247	-1.93945379511783	0.584539849479435	0.628430666499977	0.0438908170205423	8	2230584	R	II		IGR	opensea	IGR-opensea		rs6995430;rs569880192;rs557846792	41;17;2
cg09420212	0.032168168536048	0.372840760675292	3.54430502976473	0.000879146663316313	0.0464091594124763	-1.93965482067106	0.356756676407268	0.388924844943316	0.032168168536048	10	65241612	F	II		IGR	opensea	IGR-opensea		rs561870317	49
cg17563088	0.033286625470249	0.687057522836698	3.54426859181558	0.000879243106611223	0.0464091594124763	-1.93975932381579	0.670414210101573	0.703700835571822	0.033286625470249	8	59060066	R	II	FAM110B	3'UTR	shore	3'UTR-shore	chr8:59058167-59059414	rs549982360;rs113029886	34;33
cg01959704	0.0229117039058928	0.771311142870119	3.54424355991471	0.000879309366444339	0.0464091594124763	-1.93983111432687	0.759855290917173	0.782766994823065	0.0229117039058925	1	151488761	F	II	CGN	5'UTR	opensea	5'UTR-opensea		rs140590126;rs185360370;rs7552458;rs576717082	8;19;21;36
cg27564234	0.0249733092953486	0.880088210270725	3.54423988815768	0.000879319086043845	0.0464091594124763	-1.93984164475706	0.867601555623051	0.892574864918399	0.0249733092953484	14	94970662	F	II	SERPINA12	TSS200	opensea	TSS200-opensea		rs547037864;rs571573477;rs538988392;rs557695733	23;28;43;45
cg12058587	0.0345669295767468	0.730252916023303	3.54423036909535	0.000879344284668907	0.0464091594124763	-1.93986894495982	0.71296945123493	0.747536380811677	0.0345669295767467	17	32910602	R	II	TMEM132E	Body	shore	Body-shore	chr17:32905965-32908951		
cg20934737	0.0131951580313675	0.912961676017272	3.54416995979572	0.000879504214747827	0.0464142997562882	-1.94004219485394	0.906364097001589	0.919559255032956	0.0131951580313674	1	151204824	F	II	PIP5K1A	ExonBnd	opensea	ExonBnd-opensea			
cg27250877	0.0161991964837694	0.910218448625491	3.54414655086878	0.000879566195980351	0.0464142997562882	-1.94010932964739	0.902118850383606	0.918318046867375	0.0161991964837694	20	61525338	F	II	DIDO1	Body	opensea	Body-opensea			
cg06646922	0.0223576557547069	0.216043481090212	3.54409791091087	0.000879694996285757	0.0464178109697026	-1.94024882403665	0.204864653212858	0.227222308967565	0.0223576557547069	3	53742188	F	II	CACNA1D	Body	opensea	Body-opensea		rs539927421;rs144347680;rs146637852;rs542559399;rs77137352	0;28;33;38;40
cg17985859	0.0303810904680227	0.803406992293511	3.54401453397444	0.000879915823244158	0.0464203527223768	-1.94048793787765	0.7882164470595	0.818597537527522	0.0303810904680228	10	114179951	R	II	ACSL5	Body	opensea	Body-opensea		rs538811143	2
cg09934565	0.0211912506012631	0.789062587867618	3.54401202749922	0.000879922462558193	0.0464203527223768	-1.94049512606017	0.778466962566986	0.799658213168249	0.0211912506012634	3	4655969	F	II	ITPR1	Body	opensea	Body-opensea		rs546356137;rs11709423;rs138323739;rs77951172	5;20;29;51
cg14257776	0.0320083807030037	0.68746266008398	3.54400919634901	0.000879929961949958	0.0464203527223768	-1.94050324535664	0.671458469732478	0.703466850435481	0.0320083807030036	14	76069363	R	II	MIR7641-2	TSS1500	opensea	TSS1500-opensea			
cg03505504	0.0329929830189349	0.431455950657109	3.54397276525485	0.00088002646918358	0.0464217447521594	-1.94060772370187	0.414959459147642	0.447952442166577	0.0329929830189349	20	45948453	R	II	LOC100131496	Body	opensea	Body-opensea		rs557478713;rs3746481	44;8
cg04739924	0.0141268207073493	0.930219478543484	3.54395222604837	0.000880080882712684	0.0464217447521594	-1.94066662646581	0.923156068189809	0.937282888897158	0.0141268207073492	2	133479714	R	II	NCKAP5	Body	opensea	Body-opensea		rs58402863;rs545326095;rs148812733;rs142478243	48;19;10;1
cg07604036	0.0325182631325858	0.598505567630767	3.54392303257487	0.000880158229105685	0.0464225400940009	-1.94075034777068	0.582246436064474	0.614764699197059	0.0325182631325857	12	52077660	F	II	SCN8A	Body	opensea	Body-opensea		rs552903860;rs572617628	30;38
cg25510687	0.0289901788168271	0.876193789500961	3.54383796537446	0.000880383646693066	0.0464295463388441	-1.94099430193232	0.861698700092547	0.890688878909374	0.028990178816827	3	107737037	R	II		IGR	opensea	IGR-opensea		rs544775640;rs564552785;rs533595146	36;32;2
cg24310246	0.0238237883988824	0.849647059411724	3.54382590097527	0.000880415620328463	0.0464295463388441	-1.94102889971624	0.837735165212283	0.861558953611165	0.0238237883988826	19	3773172	F	II	RAX2	TSS1500	shelf	TSS1500-shelf	chr19:3770566-3770942	rs558128470;rs116912364	31;32
cg05623559	0.0263071515361168	0.89354250494119	3.54379209840662	0.000880505211387237	0.0464309866484017	-1.94112583695173	0.880388929173131	0.906696080709248	0.0263071515361171	20	35857024	F	II	RPN2	Body	opensea	Body-opensea		rs114917981	1
cg11148994	0.0116466930019967	0.938082207053521	3.54375932161546	0.00088059209202119	0.0464315870785866	-1.94121983199588	0.932258860552523	0.94390555355452	0.0116466930019965	17	3892646	F	II		IGR	opensea	IGR-opensea		rs184001630	27
cg06890039	0.0269719596959521	0.263068867137668	3.54373743861755	0.000880650101304924	0.0464315870785866	-1.94128258627814	0.249582887289691	0.276554846985644	0.0269719596959521	4	146728161	R	II	ZNF827	Body	opensea	Body-opensea		rs540200815	19
cg20105168	0.0299403811736416	0.710960605077363	3.54368815314454	0.000880780764736804	0.0464315870785866	-1.94142392231413	0.695990414490542	0.725930795664184	0.0299403811736418	11	57386914	F	II		IGR	opensea	IGR-opensea		rs556067297	36
