	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	CCT	NCT	NCT	NCT	NCT	WB	WB	WB	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT
chr1:208084325-208084345	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0.0133333333333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.469047619047619	NA	0.520874275241066	0.734523809523809	0.581873556279429	0.722530032864157	0	0.0135204658724592	0	0	0	0	0	0.00340136054421769	NA	0.00396825396825397	0	0	0	NA	0.000529100529100529	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0.00018896447467876	0.000270562770562771	0	0.000523286237571952	0	0	0	0.000529100529100529	0.00142146410803127	NA	0	0	0	0	NA	0	NA	0	0	0	NA
chr6:391759-391779	NA	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0	0	0	0.0555555555555556	0	0	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0.5	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	NA	0	NA	NA	1	NA	NA	0	NA	1	NA	NA	NA	0.558509984639017	0.518518518518518	0.540657410222628	0.695042735042735	0	0	0.00151515151515152	0.00943396226415094	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.0053763440860215	0.0413023480997337	0.00434782608695652	0.00175438596491228	0	0	0.00252525252525253	0	0	0.00427350427350427	0.0101010101010101	0	0.00416666666666667	NA	NA	0	NA	0	0.0111111111111111	NA	0	NA	NA
chr5:178003843-178003859	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0.0277777777777778	0	0	0	0.0151515151515152	0	0.2	0	0	0.0277777777777778	0	NA	0	0	0	0	0.445833333333333	0	0.0277777777777778	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.824107142857143	0	0.181481481481481	0.466291422229269	0.0711734693877551	0.7025	0.791666666666667	0.882692307692308	1	0.668740465293669	0.638888888888889	0.592662307057853	0.573312400976072	NA	0.146350931677019	0.00177304964539007	0.159131972475301	0.0161290322580645	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0.0104166666666667	0	0.00248756218905473	0.0138888888888889	0.00555555555555556	0.0304273504273504	0	NA	0	0	0	0	0.0416666666666667	0	0	0.00117370892018779	0.0045662100456621	0	0.00520833333333333	0	0	0.00757575757575758	0.00396825396825397	0.0256410256410256	0.0127642276422764	0.0133333333333333	NA	0	0	0	0	NA	0	0	NA	NA
chr4:148402441-148402459	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0.628333333333333	0.661538461538462	NA	NA	0.441306417753786	0.494444444444444	0.448438956467268	0.590807525076941	0	0.140488041370394	0.00172413793103448	0.00948987246811703	0.0306042884990253	0	0.00188679245283019	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0.00522486357649125	0	0.00634920634920635	0	0	0.0161904761904762	0	0	NA	0	NA	0	0.00123456790123457	0.0329416334215481	0.0127667993414353	0.00169491525423729	0.00804059328649493	0	0	0.00217391304347826	0	0.0142857142857143	0.00353982300884956	0.0171195652173913	0	NA	0	0	0	0	NA	NA	NA	NA
chr1:91182927-91182988	NA	0	0	NA	0	0	0	0	NA	NA	0	0	0	NA	0	0	0.0166666666666667	0	0.0151515151515152	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.534679089026915	0.57962962962963	0.301215277777778	0.710359231411863	0	0.00888888888888889	0.00157232704402516	0.0447269303201507	0	0.0158730158730159	0	0	0	NA	0	0	0	0	0	0.0053763440860215	0.00462962962962963	0.00314465408805031	0.0166666666666667	0	0.00938967136150235	0	0.00234741784037559	0	0	NA	0.0246913580246914	0.00378787878787879	NA	0.00666666666666667	0.19484126984127	0.0133333333333333	0.0078125	0.00248756218905473	0.0440192743764172	0	0	0	0	0.00847457627118644	0	0	NA	0	0	0	0	NA	0	NA	0	0	0	NA
chr7:157482412-157482446	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.599290730172151	0.549206349206349	0.302941176470588	0.598453104267058	0.0555555555555556	0.109043246531298	NA	0.00775193798449612	0.038655462184874	0.00900900900900901	0.00520833333333333	0	0	0	0	0	0	NA	0.0037037037037037	0	0	0	0.00595238095238095	0.0144927536231884	0.00490196078431373	0.0119047619047619	0.0161290322580645	0.00757575757575758	0	0	0	0.0045045045045045	NA	0.0072463768115942	0.094017094017094	0	0	0.00333333333333333	0.0723550958845077	0.0131578947368421	0.00595238095238095	0.00505050505050505	0.00277777777777778	0.00347222222222222	0	0	0.0045662100456621	0.00354609929078014	0	0	NA	NA	NA	NA	NA	NA	NA	0
chr13:109148535-109148606	NA	NA	0	0	0	0	0	0	NA	NA	NA	0	NA	0	NA	0	0.0148148148148148	0	0	NA	0.00740740740740741	NA	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.548133220269443	0.577345928924876	0.258100289681351	0.707684049713035	0.0037037037037037	0.0798375478927203	NA	0.00811188811188811	0.0054421768707483	0.00392156862745098	0.00242424242424242	0	0	0	0	0	0.00606060606060606	0	0	0.00238095238095238	0.00125786163522013	0	0.00151515151515152	0	0.000900900900900901	0	0.00229885057471264	0	0	NA	0.00123456790123457	0	0.000505050505050505	0	0.0628878429135169	0	0	0.00178571428571429	0.00597014925373134	0.00072463768115942	0.0142592592592593	0.000871459694989107	0	0.00173913043478261	0.00178571428571429	0.00555555555555555	0.00174291938997821	0	0	NA	0	0.0016260162601626	NA	0	NA	0	0	0
chr14:97685804-97685829	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.510276679841897	0.638888888888889	0.339146128951954	0.604200359389039	0	0.0919905118370993	0	0.0251653724475122	0	0	0	0	0	0.0151515151515152	0	0	0	NA	0	0	0.00793650793650794	0	0	0	0.00228310502283105	0.00555555555555556	0	0	0	NA	0	0.0072463768115942	0	0	0	0	0	0.00798346055979644	0.00354609929078014	0.00757575757575758	0	0	0.00241545893719807	0	0	0	NA	0.0205724508050089	0	0	NA	NA	0.00326797385620915	0	NA	0	NA	0
chr10:134599191-134599202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.50625	0.625	NA	NA	0.504729992229992	NA	0.359467255698743	0.722140550807218	0	0.0938276598135041	NA	0.00813186813186813	0.0139837398373984	0.00277777777777778	0.00185185185185185	0	NA	0	NA	0	0	0	0	0	0	0.00169491525423729	0	0.0174074074074074	0	0.003125	0	0.00714285714285714	0	NA	0	0	0	0	0	0	0.00178571428571429	0.00121951219512195	0.00823105396454315	0	0	0.00176991150442478	0.00277777777777778	0	0.00175438596491228	0	0.00277777777777778	0	0	0	NA	0	NA	NA	0	NA	NA	0
chr4:55992105-55992122	0	0	0	NA	0	0	0	0	0	0	NA	NA	0	NA	0	0	NA	0.0185185185185185	NA	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	0	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	0	0	0	NA	0	0	0	0	0	0	0.0555555555555556	0.5	0	0.40906432748538	NA	0	1	1	1	1	0.377150145410873	0.819444444444445	0.467191270637049	0.570214752567694	0	0.247188979995175	0.00493096646942801	0.0662962962962963	0.00555555555555556	0	0.00340136054421769	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.00320512820512821	0	0	0.0224358974358974	0.0241605241605242	0	NA	0	NA	0	0.00185185185185185	0.00168350168350168	0.0020703933747412	0.00490196078431373	0	0.00144927536231884	0	0.00939405250715441	0	0.0578703703703704	0.032472464000183	0.0188034188034188	0	NA	0	0	0	0.00617283950617284	NA	NA	0	0.5
chr8:70982666-70982673	0	0	0	0.0277777777777778	0	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342592592592593	0	NA	0	0	0	0	NA	0	0	0	0	0	0.5	0	0	0	0	0.0277777777777778	0	0.0555555555555556	0	0	0	0	0.0277777777777778	0.0277777777777778	0.6	0.00694444444444444	0.158119658119658	0.428571428571429	0.0388888888888889	0.8	0.759259259259259	1	1	0.519508794508795	1	0.482183257918552	0.614963121667713	0	0.262450481041313	NA	0.0741987179487179	0.125925925925926	0	0	NA	0	0	0	0.0925925925925926	0	NA	0	0	0.0346320346320346	0.00387596899224806	0	0	0.0257301232729379	0	0.0153198653198653	0.0128205128205128	0	0	0.00793650793650794	0.0119047619047619	NA	0.00833333333333333	0	0.141774891774892	0	0.00245098039215686	0.0514898713108432	0	0.00416666666666667	0.00264550264550265	0	0.0072463768115942	0.00198412698412698	0.25	NA	0.00333333333333333	NA	NA	0.00757575757575758	NA	0	0	NA	NA	0	NA
chr8:41166720-41166731	0	0	0	0	0	0	0	0.0277777777777778	NA	0	0.0555555555555556	NA	0	0	0	0	0	0	0	0.0277777777777778	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0.0166666666666667	0.0555555555555556	0	0	0	0.0694444444444444	0.111111111111111	0	0.2	0	0	0.166666666666667	NA	0	0.246794871794872	0	0	0.0277777777777778	0.0277777777777778	0	0	0	0.492222222222222	0.00666666666666667	0.037037037037037	0.181286549707602	0.0238095238095238	0.811111111111111	0.75	1	1	0.532139023081052	1	0.434784464361929	0.402294578253543	NA	0.139927536231884	NA	0.0295122708915812	0.170706245461147	0.0654770075497598	0	0	0	NA	0	0.0277777777777778	0	0	0	0	0.246794871794872	0.00490196078431373	0	0	0.0429657811190299	0	0	0	0	0	0.0053763440860215	0	NA	0	0.0277777777777778	0	0	0.00273224043715847	0.00196078431372549	0.00775193798449612	0.0036231884057971	0.0043859649122807	0	0.00292397660818713	0	0.0277777777777778	NA	0.0101010101010101	NA	NA	0	NA	0	0	NA	NA	NA	NA
chr16:77822822-77822833	NA	NA	NA	0	NA	0	0	0	NA	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	0	0	0	0	NA	NA	NA	0	0	0	NA	0	NA	NA	0	0	NA	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.42975023819246	1	0.422229541794759	0.639264828738513	0	0.199501306159511	NA	0.00847457627118644	0.0737179487179487	0.00387596899224806	0.0185185185185185	NA	0	0	0	0.333333333333333	0	0	0.00694444444444444	0.00595238095238095	0	0	0	0	0	0.00793650793650794	0.0241402116402116	NA	0	0.0111111111111111	0.0347222222222222	0.037037037037037	0	0	0.0087719298245614	0.0608465608465608	0	0	0.00732600732600733	0	0.00333333333333333	0.00225225225225225	0.0072463768115942	0	0.00427350427350427	0.0333333333333333	NA	0.00980392156862745	0.0166666666666667	0	0.00347222222222222	NA	NA	0	NA	0	0	0
chr8:67874734-67874744	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.0694444444444444	0	0	0	0	0.0277777777777778	0	0.445833333333333	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0.694444444444445	0	0.0053763440860215	0.25	0	1	0.6	1	1	0.458961797240278	1	0.414104659755033	0.645980361405893	0	0.0166247235567757	NA	0.0036231884057971	0.0142857142857143	0	0	0	NA	NA	0.0416666666666667	NA	0	NA	0	0	0	0	0	0.0138888888888889	0.00148809523809524	0	0.00735294117647059	0.0128205128205128	0	0.0408333333333333	0	0.00980392156862745	NA	0	0.0208333333333333	0	0.00387596899224806	0	0.01002701002701	0	0.00340136054421769	0.00823045267489712	0.0078125	0.00427350427350427	0.00326797385620915	0	NA	0.0185185185185185	NA	NA	0	NA	0.00641025641025641	0	NA	NA	0	0
chr1:121261460-121261474	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.475413371721148	0.952698412698413	0.580740740740741	0.708679035898203	0.195736677115987	0.184103864875877	0.000749063670411985	0.216130952380952	0	0.00087719298245614	0.000687285223367698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.00266666666666667	0	NA	0	0	0	0.00208333333333333	0.00123456790123457	0.00165289256198347	0	0	0	0	0	0	0	NA	0	0.0153846153846154	0	0	NA	0	NA	0	0	0	NA
chr7:84815360-84815370	0	0	0	0	0	0	0	NA	0	0	0.0125	0	NA	NA	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.5	0	NA	NA	0	0	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0.839583333333333	0.333333333333333	0	0.333333333333333	0	1	1	1	1	0.512247521637144	1	0.355389671361502	0.763167075118561	0.179166666666667	0.204689426265224	NA	0.0839343103158492	0.04402837997635	0.00476190476190476	0.00135135135135135	0	0	NA	0	0	0	0	0	0	0.00178571428571429	0	0	0	0	0	0	0	0.0032258064516129	0.00172413793103448	0	0	NA	0	0.0462222222222222	0	0	0.0021505376344086	0.0286283372198914	0	0.00746794871794872	0	0	0.0405430486944248	0.00078740157480315	0	0.00754781713697573	0.00552465702632555	0.00588235294117647	0	NA	NA	NA	NA	NA	NA	NA	0
chr10:23984279-23984300	NA	0.0185185185185185	0	0	0	0	NA	0	0	NA	NA	NA	0	NA	NA	NA	0	0.0555555555555556	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	0	NA	0	0	0	NA	0	0.277777777777778	0	0	NA	NA	NA	0	NA	0.0277777777777778	0	NA	0	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.302473962635418	1	0.473212823787536	0.73332246849196	NA	0.155935422602089	NA	0.0170111972437554	0	0	0.0368492224475997	0	0	0	0	0	0	0.0555555555555556	0	0	0.0104166666666667	0.00326797385620915	0.0185185185185185	0	0.00147492625368732	0.0043859649122807	0.0102040816326531	0.00462962962962963	0	NA	0.00462962962962963	0.0166666666666667	0	0	0.0434173669467787	0	0	0	0.0109079667903197	0.0208333333333333	0.00314465408805031	0.00510204081632653	0.00277777777777778	0.00378787878787879	0.00273224043715847	0.0238095238095238	0.0160199882422105	0	0.0166666666666667	0.106481481481481	NA	0	NA	NA	0.0238095238095238	0	NA	0
chr13:93880057-93880066	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	NA	0	0	0	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	0	NA	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	1	NA	0	0	0	1	NA	1	NA	0.344729907773386	1	0.461171236171236	0.743516761543327	0	0.0766560467277313	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.00476190476190476	0	0	0	0	0	0	0	NA	0.0336538461538462	0	0	0	0.0396825396825397	0.0341666666666667	0	0	0.0142978310917242	0	0	0	0	0	0	0.0166666666666667	0.00919934018525568	0	0	NA	0	0	NA	0	NA	0	NA	0
chr20:24449844-24449864	NA	0	0	0	NA	0	0	NA	0	0	NA	NA	NA	NA	0	0	0	0	NA	NA	0	NA	0.0125	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	1	1	NA	0.463185363599797	0.99	0.495698813567666	0.546675409332338	0	0.0489327735335916	0.00239520958083832	0.00101010101010101	0.00151515151515152	0.00163934426229508	0.00303030303030303	0	0	0.0125	0	0.0125	NA	0	0	0	0.00238095238095238	0.00238095238095238	0	0	0.000943396226415094	0.118178894770692	0.00265486725663717	0.00645161290322581	0.00344827586206897	0.010230179028133	0.0048780487804878	0.00222222222222222	0.00263157894736842	0	0.0192012288786482	0	0.00698018337769891	0.000537634408602151	0.00166666666666667	0.00610307414104882	0.00112359550561798	0	0.00128205128205128	0	0	0.008	0.000709219858156028	0.00454545454545455	NA	0	NA	NA	0	0	0	NA	NA	NA
chr10:57390622-57390638	NA	0	0	NA	NA	0	0	0	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0.0277777777777778	0	0	0	0	0	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	0	0	0	0	NA	0	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	0.360749299719888	1	0.447705802968961	0.564856711915535	0	0.00574712643678161	NA	0	0.0251322751322751	0	0.00326797385620915	0	0	0	0	0	0	0	0	0	0	0.00411522633744856	0	0	0.0336098310291859	0.00476190476190476	0.0104166666666667	0	0	NA	0	0	0	0	0.0151515151515152	0	0.00520833333333333	0	0.00746268656716418	0.00277777777777778	0.00208333333333333	0	0	0	0	0	0.0330445725328929	0	0	0	NA	0	NA	NA	0	0	NA	0
chr17:29718927-29718944	0	0	0	0	0	0	0	0	0	NA	0	0	0.02	0	0	0	0	0	0	0	0	NA	0	NA	NA	0	NA	0	0	NA	0	NA	NA	0	0	NA	NA	0	NA	0	0	NA	0	0	NA	NA	0.0555555555555556	NA	0	NA	NA	0	0	NA	0	0	1	0	0	0.00526315789473684	0	0.896552706552706	1	1	1	0.409910217000678	NA	0.481353072121297	0.522678812415655	0	0.00290697674418605	NA	0.0106944444444444	0	0	0	0	NA	NA	0	0.0111111111111111	0	0	0	0	0	0	0	0	0.00133333333333333	0	0	NA	0	NA	0	0	0	0	0	0	0	0.00204081632653061	0	0	0	0.0025	0.00363636363636364	0	0.00188679245283019	0.0125	NA	0.0117647058823529	0	0	0	0	NA	NA	NA	0	NA	0
chr21:27945586-27945598	0	0	NA	0	NA	0.0138888888888889	0	0	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0	0.0277777777777778	0	0	0	0.138888888888889	0	0	NA	0	0	0	0	0.323232323232323	0	0	0.0185185185185185	0	0	0.0185185185185185	0	0	0	0	0	0	0	0	0	0	0	0	0.393939393939394	0.158730158730159	0.238239177263567	0.420982142857143	0.095959595959596	0.666666666666667	1	0.75	0.759259259259259	0.499190004657473	0.669875222816399	0.47210723437808	0.678775593187907	0.0277777777777778	0.322834436617225	0.00981240981240981	0.368642286675074	0.208946608946609	0	0.00694444444444444	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0.00411522633744856	0.0128205128205128	0	NA	0	NA	0	0	0.00273224043715847	0	0.351851851851852	0.0315126050420168	0	0.00277777777777778	0.0297631290278349	0.00282485875706215	0.00314465408805031	0.00609756097560976	0	0	0	0.0476190476190476	NA	0	0	0	0.00216450216450216	0	NA	NA	0	0	NA	NA
chr15:27112782-27112797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0.5	1	NA	NA	0.738107869142352	0.555555555555556	0.482575757575758	0.644231940725629	NA	0.428055894722561	0.00403225806451613	0.217261904761905	0.14400705052879	0.0135135135135135	0	NA	0	0	0	0	0	NA	0	0	0.0104166666666667	0	0	0.00980392156862745	0.00231481481481481	0	0.00709219858156028	0	0	0.0111111111111111	0	0	0.00297619047619048	0	0.0703703703703704	0.0277777777777778	0	0.00546448087431694	0.00427350427350427	0	0	0.00378787878787879	0.0065359477124183	0	0	0.00980392156862745	0.0149958228905597	0.0128205128205128	NA	0	NA	0	NA	0	NA	0	NA	NA
chr16:51184966-51184987	0	0	0	NA	0	0	0	0	NA	0	NA	0	0	0	NA	0	0.00909090909090909	0	NA	NA	0	0	0	NA	0	0.0125	NA	NA	NA	NA	0	NA	NA	0.025	0	0	NA	0	0	NA	NA	0	0	NA	NA	0	NA	0	0.00833333333333333	NA	0	0	0	0.025	NA	0	0.679166666666667	0	0.275539811066127	1	0.00714285714285714	1	NA	0.5	1	0.469697469746975	0.737922077922078	0.354026306756889	0.647338347123248	NA	0.238914666027053	NA	0.135755085023378	0.00256410256410256	0.00454545454545455	0	0.00666666666666667	NA	0	0	0	0	0	0.0015625	0	0	0.001	0	0.00512820512820513	0.00191082802547771	0.0114285714285714	0.0109444444444444	NA	0	0	0	0.01	0.00777230432402846	0	0.0128128128128128	0	0.00121951219512195	0.00154639175257732	0.000666666666666667	0.00114942528735632	0.0194461183977313	0.00481707745242609	0.00119047619047619	0.0010752688172043	0	0.0037037037037037	NA	0.00144927536231884	NA	0	0	NA	NA	0	NA	0	NA	0
chr17:58216987-58216992	NA	NA	NA	NA	NA	0.111111111111111	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.494703828628913	0.85233918128655	0.565106863135537	0.637056030389364	0	0.0979347894903451	NA	0.149762682850918	0	0.00483091787439614	0	0	0.0277777777777778	0	0	0	0	NA	0.0134210865918183	0	0.00666666666666667	0.00231481481481481	0	0	0	0	0.00256410256410256	NA	0	NA	0.00520833333333333	0.0151515151515152	0.0028735632183908	0	0	0	0.00277777777777778	0.00140056022408964	0	0	0.0183599695585997	0	0.0104045345135492	0.0149286987522282	0	0	NA	0.0130718954248366	0.0555555555555556	0	0.0202020202020202	0.0114942528735632	NA	NA	NA	0.0138888888888889	NA	0
chr5:3594578-3594596	0	0	0.0277777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185185185185	0	NA	0	0	0.0222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.567901234567901	0.0873015873015873	0.284722222222222	0.708333333333333	0.0101010101010101	1	1	0.638888888888889	1	0.533018129792323	0.826851851851852	0.518176568873163	0.680454765360426	0	0.11688206302713	0.00280112044817927	0.118039664378337	0.0350729517396184	0	0.00340136054421769	0	0	0	0	0	0	0	0.00320512820512821	0	0	0.00277777777777778	0	0.00793650793650794	0.00793650793650794	0.00617283950617284	0.00833333333333333	0	0	NA	0	0.0138888888888889	0	0	0.00952380952380952	0.0123456790123457	0.00231481481481481	0.00111111111111111	0.00495049504950495	0	0.0128024430350012	0	0.00401606425702811	0	0	0	0.00458715596330275	0.00980392156862745	NA	0.0166666666666667	0.00378787878787879	0	0	NA	0	0	NA	NA
chr16:68676460-68676465	0	0	0	0	0	0.0555555555555556	0	0.111111111111111	0	0	0.111111111111111	NA	0	NA	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0	0	0	NA	NA	0.0277777777777778	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.855555555555556	0	0.571428571428571	1	0	0.763888888888889	NA	0.666666666666667	NA	0.533044608908648	0.855555555555556	0.49331550802139	0.762365591397849	0	0.0424773343921646	NA	0.154777285591239	0.104838709677419	0	0.00943396226415094	0	0	0	NA	0	0	NA	0.0385762385762386	0	0	0	0	0	0.00854700854700855	0.00943396226415094	0.00432900432900433	NA	0	0.132326007326007	0.00793650793650794	0.0221052631578947	0.0221052631578947	0.056998556998557	0.306749622926094	0.0249554367201426	0.179898899791853	0.00170068027210884	0.183615092194931	0.00378787878787879	0.00609756097560976	0.00198412698412698	0.00308641975308642	0	0.00225225225225225	0.141975308641975	NA	0.014367816091954	0.0277777777777778	0.0111111111111111	0	NA	NA	0	NA	0	0	0
chr11:17742142-17742165	NA	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	NA	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.556016378285563	0.809982174688057	0.591572871572872	0.559217914084432	0	0.0801946013810421	0.00216450216450216	0.0487781036168133	0.0193602693602694	0.00277777777777778	0	0	0	0.0277777777777778	0	0	0	0.0833333333333333	0	0	0	0.00292397660818713	0	0	0.014327485380117	0.0101010101010101	0.00273224043715847	0.0104166666666667	0.00574712643678161	0.0133333333333333	0	0.00694444444444444	0	0	0.193434343434343	0.0151515151515152	0.00277777777777778	0.00317460317460318	0.00641025641025641	0.00584795321637427	0	0.00219298245614035	0.00198412698412698	0	0.00222222222222222	0.0858585858585859	0.00909090909090909	0	NA	NA	0.0037037037037037	NA	0	0	NA	0	0	NA
