tax_id	Org_name	GeneID	Symbol	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	8572	PDLIM4	5q31.1	5	NC_000005.10	132257658	132273454	plus	7	603422
9606	Homo sapiens	3651	PDX1	13q12.1	13	NC_000013.11	27919994	27926314	plus	2	600733
9606	Homo sapiens	5173	PDYN	20p13	20	NC_000020.11	1978756	1994285	minus	10	131340
9606	Homo sapiens	5178	PEG3	19q13.4	19	NC_000019.10	56810077	56840726	minus	10	601483
9606	Homo sapiens	53918	PELO	5q11.2	5	NC_000005.10	52787940	52802617	plus	3	605757
9606	Homo sapiens	27043	PELP1	17p13.2	17	NC_000017.11	4671384	4704337	minus	19	609455
9606	Homo sapiens	10400	PEMT	17p11.2	17	NC_000017.11	17505563	17591703	minus	11	602391
9606	Homo sapiens	5179	PENK	8q23-q24	8	NC_000008.11	56440954	56446723	minus	4	131330
9606	Homo sapiens	5187	PER1	17p13.1	17	NC_000017.11	8140470	8156405	minus	24	602260
9606	Homo sapiens	8864	PER2	2q37.3	2	NC_000002.12	238244038	238290102	minus	25	603426
9606	Homo sapiens	8863	PER3	1p36.23	1	NC_000001.11	7784380	7845181	plus	24	603427
9606	Homo sapiens	5209	PFKFB3	10p15.1	10	NC_000010.11	6144880	6235545	plus	18	605319
9606	Homo sapiens	5228	PGF	14q24.3	14	NC_000014.9	74941830	74955764	minus	7	601121
9606	Homo sapiens	5241	PGR	11q22-q23	11	NC_000011.10	101029624	101130668	minus	10	607311
9606	Homo sapiens	116154	PHACTR3	20q13.32-q13.33	20	NC_000020.11	59577509	59847711	plus	18	608725
9606	Homo sapiens	23239	PHLPP1	18q21.33	18	NC_000018.10	62715439	62980443	plus	18	609396
9606	Homo sapiens	9463	PICK1	22q13.1	22	NC_000022.11	38056420	38075701	plus	15	605926
9606	Homo sapiens	5290	PIK3CA	3q26.3	3	NC_000003.12	179148114	179240084	plus	23	171834
9606	Homo sapiens	5294	PIK3CG	7q22.3	7	NC_000007.14	106865278	106908978	plus	14	601232
9606	Homo sapiens	5308	PITX2	4q25	4	NC_000004.12	110617423	110642123	minus	9	601542
9606	Homo sapiens	9271	PIWIL1	12q24.33	12	NC_000012.12	130337887	130426260	plus	25	605571
9606	Homo sapiens	55124	PIWIL2	8p21.3	8	NC_000008.11	22275297	22357568	plus	25	610312
9606	Homo sapiens	143689	PIWIL4	11q21	11	NC_000011.10	94567308	94621421	plus	20	610315
9606	Homo sapiens	5317	PKP1	1q32	1	NC_000001.11	201283452	201332993	plus	15	601975
9606	Homo sapiens	8605	PLA2G4C	19q13.3	19	NC_000019.10	48047843	48110853	minus	20	603602
9606	Homo sapiens	7941	PLA2G7	6p21.2-p12	6	NC_000006.12	46704316	46735701	minus	13	601690
9606	Homo sapiens	22925	PLA2R1	2q23-q24	2	NC_000002.12	159932002	160062902	minus	34	604939
9606	Homo sapiens	5325	PLAGL1	6q24-q25	6	NC_000006.12	143940300	144064599	minus	10	603044
9606	Homo sapiens	5328	PLAU	10q22.2	10	NC_000010.11	73909182	73917501	plus	12	191840
9606	Homo sapiens	5333	PLCD1	3p22-p21.3	3	NC_000003.12	38007496	38029663	minus	16	602142
9606	Homo sapiens	51196	PLCE1	10q23	10	NC_000010.11	93993989	94328392	plus	39	608414
9606	Homo sapiens	10769	PLK2	5q12.1-q13.2	5	NC_000005.10	58453982	58460139	minus	14	607023
9606	Homo sapiens	56937	PMEPA1	20q13.31-q13.33	20	NC_000020.11	57648392	57711536	minus	7	606564
9606	Homo sapiens	11243	PMF1	1q12	1	NC_000001.11	156212988	156240077	plus	6	609176
9606	Homo sapiens	5371	PML	15q22	15	NC_000015.10	73994673	74047819	plus	10	102578
9606	Homo sapiens	5378	PMS1	2q31.1	2	NC_000002.12	189784085	189877629	plus	16	600258
9606	Homo sapiens	5395	PMS2	7p22.2	7	NC_000007.14	5970925	6009106	minus	18	600259
9606	Homo sapiens	5420	PODXL	7q32-q33	7	NC_000007.14	131500262	131556617	minus	9	602632
9606	Homo sapiens	5430	POLR2A	17p13.1	17	NC_000017.11	7484379	7514618	plus	29	180660
9606	Homo sapiens	5443	POMC	2p23.3	2	NC_000002.12	25160853	25168871	minus	4	176830
9606	Homo sapiens	5444	PON1	7q21.3	7	NC_000007.14	95298357	95324572	minus	9	168820
9606	Homo sapiens	5451	POU2F1	1q24.2	1	NC_000001.11	167220829	167427345	plus	20	164175
9606	Homo sapiens	25833	POU2F3	11q23.3	11	NC_000011.10	120236640	120319945	plus	18	607394
9606	Homo sapiens	5455	POU3F3	2q12.1	2	NC_000002.12	104855511	104857013	plus	1	602480
9606	Homo sapiens	5457	POU4F1	13q31.1	13	NC_000013.11	78599092	78603560	minus	3	601632
9606	Homo sapiens	5458	POU4F2	4q31.2	4	NC_000004.12	146638893	146642471	plus	2	113725
9606	Homo sapiens	5460	POU5F1	6p21.31	6	NC_000006.12	31164337	31170693	minus	6	164177
9606	Homo sapiens	5465	PPARA	22q13.31	22	NC_000022.11	46150547	46243756	plus	13	170998
9606	Homo sapiens	5468	PPARG	3p25	3	NC_000003.12	12287850	12471013	plus	11	601487
9606	Homo sapiens	10891	PPARGC1A	4p15.1	4	NC_000004.12	23792021	24472771	minus	24	604517
9606	Homo sapiens	23368	PPP1R13B	14q32.33	14	NC_000014.9	103733751	103848967	minus	23	606455
9606	Homo sapiens	5515	PPP2CA	5q31.1	5	NC_000005.10	134196457	134226259	minus	7	176915
9606	Homo sapiens	5518	PPP2R1A	19q13.41	19	NC_000019.10	52189802	52226425	plus	15	605983
9606	Homo sapiens	5521	PPP2R2B	5q32	5	NC_000005.10	146589504	147081520	minus	14	604325
9606	Homo sapiens	5524	PPP2R4	9q34	9	NC_000009.12	129110945	129148946	plus	13	600756
9606	Homo sapiens	23532	PRAME	22q11.22	22	NC_000022.11	22547696	22559361	minus	7	606021
9606	Homo sapiens	653247	PRB2	12p13.2	12	NC_000012.12	11391540	11395564	minus	4	168810
9606	Homo sapiens	639	PRDM1	6q21	6	NC_000006.12	106086320	106109939	plus	10	603423
9606	Homo sapiens	63978	PRDM14	8q13.3	8	NC_000008.11	70051126	70071327	minus	9	611781
9606	Homo sapiens	63977	PRDM15	21q22.3	21	NC_000021.9	41798225	41879482	minus	38	
9606	Homo sapiens	7799	PRDM2	1p36.21	1	NC_000001.11	13700240	13825079	plus	15	601196
9606	Homo sapiens	11107	PRDM5	4q25-q26	4	NC_000004.12	120684928	120922866	minus	21	614161
9606	Homo sapiens	5551	PRF1	10q22	10	NC_000010.11	70597348	70602775	minus	3	170280
9606	Homo sapiens	112464	PRKCDBP	11p15.4	11	NC_000011.10	6318946	6320510	minus	2	
9606	Homo sapiens	5590	PRKCZ	1p36.33-p36.2	1	NC_000001.11	2050470	2185395	plus	27	176982
9606	Homo sapiens	3276	PRMT1	19q13.3	19	NC_000019.10	49677152	49688450	plus	12	602950
9606	Homo sapiens	3275	PRMT2	21q22.3	21	NC_000021.9	46635153	46665685	plus	13	601961
9606	Homo sapiens	10419	PRMT5	14q11.2	14	NC_000014.9	22920511	22929585	minus	17	604045
9606	Homo sapiens	55170	PRMT6	1p13.3	1	NC_000001.11	107056645	107059294	plus	1	608274
9606	Homo sapiens	54496	PRMT7	16q22.1	16	NC_000016.10	68310974	68358829	plus	23	610087
9606	Homo sapiens	10544	PROCR	20q11.2	20	NC_000020.11	35171937	35215989	plus	5	600646
9606	Homo sapiens	8842	PROM1	4p15.32	4	NC_000004.12	15968226	16119884	minus	39	604365
9606	Homo sapiens	5646	PRSS3	9p11.2	9	NC_000009.12	33750466	33799231	plus	9	613578
9606	Homo sapiens	29122	PRSS50	3p21.31	3	NC_000003.12	46712116	46717883	minus	6	607950
9606	Homo sapiens	5662	PSD	10q24	10	NC_000010.11	102402617	102420161	minus	21	602327
9606	Homo sapiens	5696	PSMB8	6p21.3	6	NC_000006.12	32840717	32844935	minus	7	177046
9606	Homo sapiens	5727	PTCH1	9q22.3	9	NC_000009.12	95442982	95516965	minus	33	601309
9606	Homo sapiens	5728	PTEN	10q23.3	10	NC_000010.11	87863438	87971930	plus	16	601728
9606	Homo sapiens	5732	PTGER2	14q22	14	NC_000014.9	52314298	52328606	plus	2	176804
9606	Homo sapiens	5740	PTGIS	20q13.13	20	NC_000020.11	49503874	49568170	minus	10	601699
9606	Homo sapiens	5743	PTGS2	1q25.2-q25.3	1	NC_000001.11	186671812	186680427	minus	10	600262
9606	Homo sapiens	5744	PTHLH	12p12.1-p11.2	12	NC_000012.12	27958084	27972731	minus	8	168470
9606	Homo sapiens	5757	PTMA	2q37.1	2	NC_000002.12	231708525	231713541	plus	6	188390
9606	Homo sapiens	11156	PTP4A3	8q24.3	8	NC_000008.11	141391993	141432454	plus	12	606449
9606	Homo sapiens	5782	PTPN12	7q11.23	7	NC_000007.14	77537456	77640071	plus	19	600079
9606	Homo sapiens	5783	PTPN13	4q21.3	4	NC_000004.12	86594307	86815179	plus	49	600267
9606	Homo sapiens	5777	PTPN6	12p13	12	NC_000012.12	6946576	6961316	plus	17	176883
9606	Homo sapiens	5793	PTPRG	3p21-p14	3	NC_000003.12	61561569	62297609	plus	31	176886
9606	Homo sapiens	5800	PTPRO	12p13-p12	12	NC_000012.12	15322257	15598331	plus	27	600579
9606	Homo sapiens	5801	PTPRR	12q15	12	NC_000012.12	70638073	70920804	minus	19	602853
9606	Homo sapiens	9232	PTTG1	5q35.1	5	NC_000005.10	160421807	160428744	plus	6	604147
9606	Homo sapiens	5820	PVT1	8q24	8	NC_000008.11	127890628	128101253	plus	8	165140
9606	Homo sapiens	29108	PYCARD	16p11.2	16	NC_000016.10	31201486	31202776	minus	3	606838
9606	Homo sapiens	90780	PYGO2	1q21.3	1	NC_000001.11	154957026	154961782	minus	3	606903
9606	Homo sapiens	84084	RAB6C	2q21.1	2	NC_000002.12	129979662	129982738	plus	1	612909
9606	Homo sapiens	5879	RAC1	7p22	7	NC_000007.14	6374495	6403967	plus	7	602048
9606	Homo sapiens	5883	RAD9A	11q13.1-q13.2	11	NC_000011.10	67391952	67398412	plus	11	603761
9606	Homo sapiens	5894	RAF1	3p25	3	NC_000003.12	12583601	12664201	minus	20	164760
9606	Homo sapiens	5897	RAG2	11p13	11	NC_000011.10	36591943	36598279	minus	3	179616
9606	Homo sapiens	5914	RARA	17q21	17	NC_000017.11	40309171	40357643	plus	16	180240
9606	Homo sapiens	5915	RARB	3p24.2	3	NC_000003.12	25174332	25597932	plus	11	180220
9606	Homo sapiens	5918	RARRES1	3q25.32	3	NC_000003.12	158696892	158732691	minus	6	605090
9606	Homo sapiens	5923	RASGRF1	15q24.2	15	NC_000015.10	78959947	79090873	minus	31	606600
9606	Homo sapiens	5924	RASGRF2	5q13	5	NC_000005.10	80960672	81230162	plus	28	606614
9606	Homo sapiens	11186	RASSF1	3p21.3	3	NC_000003.12	50329786	50340936	minus	10	605082
9606	Homo sapiens	644943	RASSF10	11p15.2	11	NC_000011.10	13009423	13012106	plus	1	614713
9606	Homo sapiens	9770	RASSF2	20p13	20	NC_000020.11	4780023	4823645	minus	15	609492
9606	Homo sapiens	83593	RASSF5	1q32.1	1	NC_000001.11	206507530	206589284	plus	7	607020
9606	Homo sapiens	166824	RASSF6	4q13.3	4	NC_000004.12	73571550	73620631	minus	16	612620
9606	Homo sapiens	8045	RASSF7	11p15.5	11	NC_000011.10	559776	564025	plus	8	143023
9606	Homo sapiens	5925	RB1	13q14.2	13	NC_000013.11	48303747	48481890	plus	28	614041
9606	Homo sapiens	5947	RBP1	3q23	3	NC_000003.12	139517434	139539829	minus	6	180260
9606	Homo sapiens	5950	RBP4	10q23.33	10	NC_000010.11	93591836	93601236	minus	6	180250
9606	Homo sapiens	3516	RBPJ	4p15.2	4	NC_000004.12	26163494	26435131	plus	16	147183
9606	Homo sapiens	8434	RECK	9p13.3	9	NC_000009.12	36036913	36124455	plus	23	605227
9606	Homo sapiens	5970	RELA	11q13	11	NC_000011.10	65653596	65662972	minus	11	164014
9606	Homo sapiens	5649	RELN	7q22	7	NC_000007.14	103471784	103989516	minus	65	600514
9606	Homo sapiens	5989	RFX1	19p13.1	19	NC_000019.10	13961530	14007514	minus	24	600006
9606	Homo sapiens	28984	RGCC	13q14.11	13	NC_000013.11	41457406	41470877	plus	7	610077
9606	Homo sapiens	56963	RGMA	15q26.1	15	NC_000015.10	93043406	93089214	minus	7	607362
9606	Homo sapiens	5997	RGS2	1q31	1	NC_000001.11	192809039	192812277	plus	5	600861
9606	Homo sapiens	79651	RHBDF2	17q25.1	17	NC_000017.11	76470893	76501437	minus	21	614404
9606	Homo sapiens	387	RHOA	3p21.3	3	NC_000003.12	49359136	49412093	minus	6	165390
9606	Homo sapiens	23221	RHOBTB2	8p21.3	8	NC_000008.11	22987258	23020197	plus	15	607352
9606	Homo sapiens	390	RND3	2q23.3	2	NC_000002.12	150468193	150487695	minus	6	602924
9606	Homo sapiens	54778	RNF111	15q21	15	NC_000015.10	58987666	59097419	plus	17	605840
9606	Homo sapiens	56254	RNF20	9q22	9	NC_000009.12	101533849	101563344	plus	21	607699
9606	Homo sapiens	55178	RNMTL1	17p13.3	17	NC_000017.11	782273	792509	plus	4	612600
9606	Homo sapiens	6091	ROBO1	3p12	3	NC_000003.12	78597238	79767998	minus	35	602430
9606	Homo sapiens	56475	RPRM	2q23.3	2	NC_000002.12	153477338	153478808	minus	1	612171
9606	Homo sapiens	6187	RPS2	16p13.3	16	NC_000016.10	1962061	1964826	minus	7	603624
9606	Homo sapiens	6188	RPS3	11q13.3-q13.5	11	NC_000011.10	75399491	75422302	plus	8	600454
9606	Homo sapiens	6236	RRAD	16q22	16	NC_000016.10	66921679	66925536	minus	5	179503
9606	Homo sapiens	861	RUNX1	21q22.3	21	NC_000021.9	34787801	35049310	minus	13	151385
9606	Homo sapiens	860	RUNX2	6p21	6	NC_000006.12	45327800	45664032	plus	16	600211
9606	Homo sapiens	864	RUNX3	1p36	1	NC_000001.11	24899511	24965157	minus	7	600210
9606	Homo sapiens	6256	RXRA	9q34.3	9	NC_000009.12	134326463	134440586	plus	12	180245
9606	Homo sapiens	6258	RXRG	1q22-q23	1	NC_000001.11	165400922	165445355	minus	12	180247
9606	Homo sapiens	6275	S100A4	1q21	1	NC_000001.11	153543619	153545806	minus	4	114210
9606	Homo sapiens	6280	S100A9	1q21	1	NC_000001.11	153357854	153361027	plus	3	123886
9606	Homo sapiens	6286	S100P	4p16	4	NC_000004.12	6693839	6697170	plus	2	600614
9606	Homo sapiens	27164	SALL3	18q23	18	NC_000018.10	78980275	78998969	plus	3	605079
9606	Homo sapiens	25939	SAMHD1	20pter-q12	20	NC_000020.11	36891824	36951843	minus	17	606754
9606	Homo sapiens	23328	SASH1	6q24.3	6	NC_000006.12	148193440	148552049	plus	25	607955
9606	Homo sapiens	6304	SATB1	3p23	3	NC_000003.12	18345806	18445588	minus	16	602075
9606	Homo sapiens	51435	SCARA3	8p21	8	NC_000008.11	27633894	27712743	plus	10	602728
9606	Homo sapiens	6319	SCD	10q24.31	10	NC_000010.11	100347015	100364831	plus	6	604031
9606	Homo sapiens	92304	SCGB3A1	5q35.3	5	NC_000005.10	180590105	180591487	minus	3	606500
9606	Homo sapiens	6344	SCTR	2q14.1	2	NC_000002.12	119439843	119524452	minus	14	182098
9606	Homo sapiens	6383	SDC2	8q22-q23	8	NC_000008.11	96493351	96611809	plus	9	142460
9606	Homo sapiens	6390	SDHB	1p36.1-p35	1	NC_000001.11	17018722	17054170	minus	8	185470
9606	Homo sapiens	7869	SEMA3B	3p21.3	3	NC_000003.12	50267558	50277171	plus	18	601281
9606	Homo sapiens	6414	SEPP1	5q31	5	NC_000005.10	42799880	42811922	minus	7	601484
9606	Homo sapiens	10801	9-Sep	17q25	17	NC_000017.11	77281410	77500596	plus	29	604061
9606	Homo sapiens	26135	SERBP1	1p31	1	NC_000001.11	67407810	67430440	minus	8	607378
9606	Homo sapiens	27230	SERP1	3q25.1	3	NC_000003.12	150541993	150603177	minus	4	
9606	Homo sapiens	5104	SERPINA5	14q32.1	14	NC_000014.9	94581369	94593120	plus	6	601841
9606	Homo sapiens	5268	SERPINB5	18q21.33	18	NC_000018.10	63476911	63505085	plus	8	154790
9606	Homo sapiens	5054	SERPINE1	7q22.1	7	NC_000007.14	101127089	101139266	plus	9	173360
9606	Homo sapiens	6418	SET	9q34	9	NC_000009.12	128683432	128696396	plus	12	600960
9606	Homo sapiens	9739	SETD1A	16p11.2	16	NC_000016.10	30948505	30984664	plus	24	611052
9606	Homo sapiens	23067	SETD1B	12q24.31	12	NC_000012.12	121803530	121832656	plus	19	611055
9606	Homo sapiens	29072	SETD2	3p21.31	3	NC_000003.12	47016408	47163977	minus	26	612778
9606	Homo sapiens	387893	SETD8	12q24.31	12	NC_000012.12	123383778	123409358	plus	10	607240
9606	Homo sapiens	9869	SETDB1	1q21	1	NC_000001.11	150926339	150964901	plus	22	604396
9606	Homo sapiens	2810	SFN	1p36.11	1	NC_000001.11	26863142	26864456	plus	1	601290
9606	Homo sapiens	6422	SFRP1	8p11.21	8	NC_000008.11	41261957	41309471	minus	3	604156
9606	Homo sapiens	6423	SFRP2	4q31.3	4	NC_000004.12	153780590	153789076	minus	3	604157
9606	Homo sapiens	6424	SFRP4	7p14.1	7	NC_000007.14	37905932	37916923	minus	6	606570
9606	Homo sapiens	6425	SFRP5	10q24.1	10	NC_000010.11	97766751	97771999	minus	3	604158
9606	Homo sapiens	6446	SGK1	6q23	6	NC_000006.12	134169246	134318112	minus	18	602958
9606	Homo sapiens	6457	SH3GL3	15q24	15	NC_000015.10	83447123	83618743	plus	17	603362
9606	Homo sapiens	6464	SHC1	1q21	1	NC_000001.11	154962298	154974492	minus	13	600560
9606	Homo sapiens	6469	SHH	7q36	7	NC_000007.14	155802864	155812273	minus	6	600725
9606	Homo sapiens	6474	SHOX2	3q25.32	3	NC_000003.12	158096011	158106202	minus	7	602504
9606	Homo sapiens	25942	SIN3A	15q24.2	15	NC_000015.10	75369379	75455815	minus	26	607776
9606	Homo sapiens	23411	SIRT1	10q21.3	10	NC_000010.11	67884662	67918390	plus	11	604479
9606	Homo sapiens	51548	SIRT6	19p13.3	19	NC_000019.10	4174109	4182599	minus	8	606211
9606	Homo sapiens	9122	SLC16A4	1p13.3	1	NC_000001.11	110362851	110391409	minus	10	603878
9606	Homo sapiens	6573	SLC19A1	21q22.3	21	NC_000021.9	45502517	45563126	minus	18	600424
9606	Homo sapiens	80704	SLC19A3	2q37	2	NC_000002.12	227685210	227718029	minus	9	606152
9606	Homo sapiens	5002	SLC22A18	11p15.5	11	NC_000011.10	2899721	2925246	plus	18	602631
9606	Homo sapiens	6582	SLC22A2	6q25.3	6	NC_000006.12	160216762	160258931	minus	11	602608
9606	Homo sapiens	6584	SLC22A5	5q23.3	5	NC_000005.10	132369704	132395614	plus	11	603377
9606	Homo sapiens	9962	SLC23A2	20p13	20	NC_000020.11	4852356	5010293	minus	20	603791
9606	Homo sapiens	123041	SLC24A4	14q32.12	14	NC_000014.9	92322581	92501481	plus	26	609840
9606	Homo sapiens	203427	SLC25A43	Xq24	X	NC_000023.11	119399295	119454478	plus	7	300641
9606	Homo sapiens	6515	SLC2A3	12p13.3	12	NC_000012.12	7919228	7936296	minus	10	138170
9606	Homo sapiens	6528	SLC5A5	19p13.11	19	NC_000019.10	17871411	17895174	plus	16	601843
9606	Homo sapiens	160728	SLC5A8	12q23.1	12	NC_000012.12	101156216	101210274	minus	16	608044
9606	Homo sapiens	6531	SLC6A3	5p15.3	5	NC_000005.10	1392790	1445428	minus	15	126455
9606	Homo sapiens	6532	SLC6A4	17q11.2	17	NC_000017.11	30194319	30235968	minus	15	182138
9606	Homo sapiens	28234	SLCO1B3	12p12	12	NC_000012.12	20810704	20916911	plus	16	605495
9606	Homo sapiens	28232	SLCO3A1	15q26	15	NC_000015.10	91853708	92172435	plus	15	612435
9606	Homo sapiens	9353	SLIT2	4p15.2	4	NC_000004.12	20251925	20620561	plus	40	603746
9606	Homo sapiens	4087	SMAD2	18q21.1	18	NC_000018.10	47833095	47931193	minus	16	601366
9606	Homo sapiens	4088	SMAD3	15q22.33	15	NC_000015.10	67065627	67195195	plus	13	603109
9606	Homo sapiens	4089	SMAD4	18q21.1	18	NC_000018.10	51030213	51085042	plus	12	600993
9606	Homo sapiens	6595	SMARCA2	9p22.3	9	NC_000009.12	2015219	2193624	plus	38	600014
9606	Homo sapiens	6597	SMARCA4	19p13.2	19	NC_000019.10	10960922	11062282	plus	38	603254
9606	Homo sapiens	56950	SMYD2	1q32.3	1	NC_000001.11	214281222	214337134	plus	12	610663
9606	Homo sapiens	64754	SMYD3	1q44	1	NC_000001.11	245749340	246507342	minus	22	608783
9606	Homo sapiens	6615	SNAI1	20q13.2	20	NC_000020.11	49982976	49988886	plus	3	604238
9606	Homo sapiens	6622	SNCA	4q21	4	NC_000004.12	89724099	89838314	minus	9	163890
9606	Homo sapiens	6623	SNCG	10q23.2-q23.3	10	NC_000010.11	86958531	86963260	plus	5	602998
9606	Homo sapiens	26799	SNORD50A	6q14.3	6	NC_000006.12	85677294	85677368	minus	1	613117
9606	Homo sapiens	22938	SNW1	14q24.3	14	NC_000014.9	77717599	77761218	minus	13	603055
9606	Homo sapiens	8651	SOCS1	16p13.13	16	NC_000016.10	11254417	11256182	minus	2	603597
9606	Homo sapiens	8835	SOCS2	12q	12	NC_000012.12	93569822	93626236	plus	12	605117
9606	Homo sapiens	9021	SOCS3	17q25.3	17	NC_000017.11	78356777	78360079	minus	2	604176
9606	Homo sapiens	122809	SOCS4	14q22.1	14	NC_000014.9	55027126	55049489	plus	3	616337
9606	Homo sapiens	6647	SOD1	21q22.11	21	NC_000021.9	31659622	31668931	plus	5	147450
9606	Homo sapiens	6648	SOD2	6q25.3	6	NC_000006.12	159679116	159693321	minus	6	147460
9606	Homo sapiens	6649	SOD3	4p15.2	4	NC_000004.12	24795463	24800845	plus	2	185490
9606	Homo sapiens	50964	SOST	17q11.2	17	NC_000017.11	43753731	43758788	minus	2	605740
9606	Homo sapiens	25928	SOSTDC1	7p21.1	7	NC_000007.14	16461481	16465849	minus	2	609675
9606	Homo sapiens	6656	SOX1	13q34	13	NC_000013.11	112067599	112071706	plus	1	602148
9606	Homo sapiens	64321	SOX17	8q11.23	8	NC_000008.11	54457935	54460896	plus	2	610928
9606	Homo sapiens	54345	SOX18	20q13.33	20	NC_000020.11	64047726	64049626	minus	2	601618
9606	Homo sapiens	6657	SOX2	3q26.3-q27	3	NC_000003.12	181711924	181714436	plus	1	184429
9606	Homo sapiens	6659	SOX4	6p22.3	6	NC_000006.12	21593741	21598619	plus	1	184430
9606	Homo sapiens	83595	SOX7	8p23.1	8	NC_000008.11	10723768	10730574	minus	2	612202
9606	Homo sapiens	6662	SOX9	17q24.3	17	NC_000017.11	72121020	72126420	plus	3	608160
9606	Homo sapiens	6667	SP1	12q13.1	12	NC_000012.12	53380195	53416446	plus	8	189906
9606	Homo sapiens	6670	SP3	2q31	2	NC_000002.12	173906459	173965702	minus	7	601804
9606	Homo sapiens	53340	SPA17	11q24.2	11	NC_000011.10	124673844	124697545	plus	6	608621
9606	Homo sapiens	6678	SPARC	5q31.3-q32	5	NC_000005.10	151661096	151687054	minus	10	182120
9606	Homo sapiens	25803	SPDEF	6p21.3	6	NC_000006.12	34537802	34556333	minus	8	608144
9606	Homo sapiens	10653	SPINT2	19q13.1	19	NC_000019.10	38264458	38292614	plus	7	605124
9606	Homo sapiens	10252	SPRY1	4q28.1	4	NC_000004.12	123396791	123403760	plus	5	602465
9606	Homo sapiens	10253	SPRY2	13q31.1	13	NC_000013.11	80335976	80340951	minus	4	602466
9606	Homo sapiens	81848	SPRY4	5q31.3	5	NC_000005.10	142310427	142325055	minus	5	607984
9606	Homo sapiens	6715	SRD5A1	5p15	5	NC_000005.10	6633360	6669562	plus	5	184753
9606	Homo sapiens	6716	SRD5A2	2p23	2	NC_000002.12	31522488	31700784	minus	13	607306
9606	Homo sapiens	6732	SRPK1	6p21.31	6	NC_000006.12	35833034	35921180	minus	16	601939
9606	Homo sapiens	6426	SRSF1	17q22	17	NC_000017.11	58000919	58007346	minus	4	600812
9606	Homo sapiens	8683	SRSF9	12q24.31	12	NC_000012.12	120461668	120469755	minus	4	601943
9606	Homo sapiens	23635	SSBP2	5q14.1	5	NC_000005.10	81417360	81751253	minus	17	607389
9606	Homo sapiens	6489	ST8SIA1	12p12.1-p11.2	12	NC_000012.12	22129135	22334714	minus	9	601123
9606	Homo sapiens	6772	STAT1	2q32.2	2	NC_000002.12	190969036	191014250	minus	25	600555
9606	Homo sapiens	6774	STAT3	17q21.31	17	NC_000017.11	42313324	42388503	minus	24	102582
9606	Homo sapiens	6778	STAT6	12q13	12	NC_000012.12	57095404	57111433	minus	24	601512
9606	Homo sapiens	23213	SULF1	8q13.2	8	NC_000008.11	69466624	69660912	plus	25	610012
9606	Homo sapiens	55959	SULF2	20q13.12	20	NC_000020.11	47657406	47786629	minus	24	610013
9606	Homo sapiens	6817	SULT1A1	16p12.1	16	NC_000016.10	28605587	28623586	minus	11	171150
9606	Homo sapiens	6830	SUPT6H	17q11.2	17	NC_000017.11	28662203	28702237	plus	41	601333
9606	Homo sapiens	6839	SUV39H1	Xp11.23	X	NC_000023.11	48695554	48709016	plus	7	300254
9606	Homo sapiens	23512	SUZ12	17q11.2	17	NC_000017.11	31937025	32001045	plus	18	606245
9606	Homo sapiens	6850	SYK	9q22	9	NC_000009.12	90801680	90898560	plus	16	600085
9606	Homo sapiens	23336	SYNM	15q26.3	15	NC_000015.10	99105080	99135595	plus	4	606087
9606	Homo sapiens	6863	TAC1	7q21-q22	7	NC_000007.14	97731959	97740472	plus	7	162320
9606	Homo sapiens	4070	TACSTD2	1p32	1	NC_000001.11	58575423	58577494	minus	1	137290
9606	Homo sapiens	6890	TAP1	6p21.3	6	NC_000006.12	32845209	32853971	minus	12	170260
9606	Homo sapiens	6894	TARBP1	1q42.3	1	NC_000001.11	234391313	234479158	minus	34	605052
9606	Homo sapiens	6908	TBP	6q27	6	NC_000006.12	170554333	170572870	plus	8	600075
9606	Homo sapiens	6899	TBX1	22q11.21	22	NC_000022.11	19756703	19783593	plus	13	602054
9606	Homo sapiens	6909	TBX2	17q23.2	17	NC_000017.11	61394698	61409466	plus	9	600747
9606	Homo sapiens	6926	TBX3	12q24.21	12	NC_000012.12	114670254	114684164	minus	8	601621
9606	Homo sapiens	6910	TBX5	12q24.1	12	NC_000012.12	114353930	114408442	minus	10	601620
9606	Homo sapiens	6916	TBXAS1	7q34-q35	7	NC_000007.14	139778248	140020325	plus	19	274180
9606	Homo sapiens	6925	TCF4	18q21.1	18	NC_000018.10	55222331	55635993	minus	34	602272
9606	Homo sapiens	6934	TCF7L2	10q25.3	10	NC_000010.11	112950219	113167678	plus	21	602228
9606	Homo sapiens	8115	TCL1A	14q32.1	14	NC_000014.9	95709967	95714196	minus	5	186960
9606	Homo sapiens	56165	TDRD1	10q25.3	10	NC_000010.11	114174442	114232669	plus	30	605796
9606	Homo sapiens	7012	TERC	3q26	3	NC_000003.12	169764610	169765060	minus	1	602322
9606	Homo sapiens	7015	TERT	5p15.33	5	NC_000005.10	1253167	1295047	minus	18	187270
9606	Homo sapiens	26136	TES	7q31.2	7	NC_000007.14	116210493	116258786	plus	8	606085
9606	Homo sapiens	80312	TET1	10q21	10	NC_000010.11	68560360	68694487	plus	16	607790
9606	Homo sapiens	54790	TET2	4q24	4	NC_000004.12	105145875	105279803	plus	11	612839
9606	Homo sapiens	7019	TFAM	10q21	10	NC_000010.11	58385143	58399230	plus	9	600438
