	coef	exp.coef.	se.coef.	z	Pr...z..	V1	V2	V3	V4	V5	V6	V7	V8
cg22272282	-1.38967375503338	0.249156577452816	0.592532181359246	-2.34531355216104	0.0190110843100724	chr6	27107670	27107671	cg22272282	HIST1H2BK	R	S_Shore	II
cg22277636	-1.76781898425874	0.170704893172487	0.188280407757927	-9.38928805875347	6.04071765050436e-21	chr2	218621320	218621321	cg22277636	DIRC3	F	Island	I
cg22281380	-1.87409161229129	0.153494335902866	0.204167193160313	-9.1792005526556	4.34303650056557e-20	chr7	50861467	50861468	cg22281380	GRB10	F	Island	I
cg22284043	-1.56761785023351	0.208541367899089	0.189854760440211	-8.25693201792105	1.49464495865705e-16	chr13	92051576	92051577	cg22284043	GPC5	R	Island	I
cg22287064	-1.38135738636306	0.251237295424222	0.202124253781364	-6.83419906577499	8.24644485309284e-12	chr17	73584070	73584071	cg22287064	MYO15B	R	Island	I
cg22295787	-1.62090313574033	0.197720050379665	0.189088360179899	-8.57219944262143	1.01527060246922e-17	chr8	26723584	26723585	cg22295787	ADRA1A	R	Island	I
cg22304169	-1.60328986470405	0.201233397153251	0.186354333520386	-8.60344825052681	7.73561400309804e-18	chr2	201983303	201983304	cg22304169	CFLAR	R	Island	II
cg22319311	0.268938266635825	1.30857435585566	0.192884038642784	1.39430026729112	0.163226950251547	chr8	98290310	98290311	cg22319311	TSPYL5	F	Island	I
cg22321237	-1.14172341227223	0.319268316471693	0.183592856798631	-6.21877905372159	5.0103823859853e-10	chr8	22409270	22409271	cg22321237	SORBS3	F	Island	I
cg22331108	-1.57476494052018	0.207056217488142	0.212501869274695	-7.4105933556967	1.25735573600606e-13	chr2	232478452	232478453	cg22331108	NA	R	Island	I
cg22340072	-1.85224829631768	0.156884047678012	0.189768896912719	-9.76054731018219	1.66255539331033e-22	chr8	61822740	61822741	cg22340072	NA	F	Island	I
cg22346380	-1.37998291289139	0.251582851846542	0.27350017531936	-5.04563812904332	4.52010200419257e-07	chr2	58274524	58274525	cg22346380	VRK2	R	S_Shore	II
cg22358236	-1.67885820422864	0.186586898591045	0.185459535605659	-9.05242320782246	1.39830180416676e-19	chr11	62691452	62691453	cg22358236	NA	R	Island	II
cg22371972	-1.90494944913748	0.148830165925241	0.203801049010867	-9.34710325772611	9.0080990048241e-21	chr11	22364961	22364962	cg22371972	SLC17A6	R	S_Shore	I
cg22372930	0.117239154991868	1.12438830061323	0.180639131361033	0.649024129536743	0.516322779849544	chr19	55630001	55630002	cg22372930	PPP1R12C	F	S_Shore	II
cg22388634	-1.70554541593854	0.181673271650539	0.189427497176353	-9.00368447750073	2.18266798779216e-19	chr20	25058429	25058430	cg22388634	VSX1	F	Island	I
cg22396755	-1.65558152353639	0.190980963481957	0.196315082164173	-8.43328747483532	3.36087749648854e-17	chr1	21995097	21995098	cg22396755	RAP1GAP	F	Island	I
cg22399133	-1.3342110795303	0.263365868243189	0.195621874330539	-6.82035730460236	9.0814353481411e-12	chr2	208989248	208989249	cg22399133	CRYGD	R	Island	I
cg22409854	-1.28270104533523	0.277287322418087	0.424907954706502	-3.0187739041535	0.00253799862832415	chr6	88877301	88877302	cg22409854	NA	R	Island	I
cg22441543	-1.55504090965583	0.211180743132733	0.191811210466469	-8.10714298645059	5.18238626167546e-16	chr22	50355555	50355556	cg22441543	PIM3	R	Island	II
cg22451358	-1.44864056022574	0.234889389123464	0.336383159237949	-4.30651927851421	1.65843481899917e-05	chr17	55938871	55938872	cg22451358	NA	R	N_Shore	I
cg22465516	0.214206540494937	1.23887850695062	0.592698801175025	0.361408762883057	0.71779389824674	chr17	54912286	54912287	cg22465516	DGKE	R	Island	I
cg22471255	-1.24272220439284	0.288597526203416	0.179561109294312	-6.92088731951381	4.48823394613245e-12	chr22	42315642	42315643	cg22471255	NA	R	Island	I
cg22474464	-0.218529052862103	0.803700129316434	0.179573012783185	-1.21693705237297	0.223628166749615	chr20	21492914	21492915	cg22474464	NKX2-2	R	Island	I
cg22488797	-0.367640627695918	0.692365954133295	0.194626772226651	-1.88895198481628	0.0588982627981735	chr5	134363324	134363325	cg22488797	NA	R	Island	I
cg22502206	-1.73739143544149	0.175978854606791	0.191895929831304	-9.0538211882286	1.3805080079623e-19	chr15	60690826	60690827	cg22502206	ANXA2	F	Island	I
cg22504580	-1.13801560582358	0.320454298932342	0.183912711729183	-6.18780287193712	6.1008552917956e-10	chr17	9548032	9548033	cg22504580	USP43	F	N_Shore	II
cg22512438	-1.31592750262213	0.268225428043774	0.186330700504183	-7.06232252152453	1.63742385498056e-12	chr3	129693489	129693490	cg22512438	TRH	F	Island	I
cg22513169	0.915390866274368	2.49775134789461	0.183906052071865	4.97749180063231	6.44135097131717e-07	chr8	37756965	37756966	cg22513169	RAB11FIP1	F	Island	I
cg22538054	0.544484236848476	1.72371912226551	0.180973349712896	3.00864319366508	0.00262417106210972	chr12	95941988	95941989	cg22538054	USP44	F	Island	I
cg22546318	-1.52669400827618	0.21725271706725	0.301106211397266	-5.0702840077315	3.97222490835803e-07	chr12	54070378	54070379	cg22546318	ATP5G2	R	N_Shore	II
cg22549986	-1.62074649828987	0.197751023169947	0.190006710245554	-8.52994347512944	1.4641924121369e-17	chr12	1640392	1640393	cg22549986	NA	F	Island	I
cg22550549	-1.45434816063389	0.233552553042455	0.287795302711393	-5.05341173720385	4.33986919822548e-07	chr19	13123217	13123218	cg22550549	NFIX	F	Island	I
cg22557662	-0.555351993011152	0.573870227331939	0.295586563674996	-1.8788133875455	0.0602699784120923	chr19	38747374	38747375	cg22557662	PPP1R14A	R	Island	I
cg22580173	-0.927287906054057	0.395625229474293	0.181423867997832	-5.11116820673858	3.20172746704944e-07	chr15	39873304	39873305	cg22580173	THBS1	F	Island	II
cg22618164	-1.37821827726302	0.252027195847723	0.219242071872536	-6.28628559058817	3.25151555602288e-10	chr12	122356400	122356401	cg22618164	WDR66	F	Island	I
cg22630875	0.102752066722908	1.1082166112355	0.180894444745795	0.568022234553981	0.570019870305895	chr8	25041357	25041358	cg22630875	DOCK5	R	N_Shore	I
cg22638593	-0.229985271721061	0.794545304702035	0.18095204132149	-1.27097362395849	0.203738032203534	chr5	131593259	131593260	cg22638593	PDLIM4	R	Island	I
cg22639293	-1.12673024785889	0.324091223807065	0.183654683046216	-6.13504773834354	8.51336255592132e-10	chr3	141516638	141516639	cg22639293	GRK7	F	Island	II
cg22645427	-0.359302475674011	0.698163142043386	0.183792824985121	-1.95493200402736	0.0505910964696616	chr20	25129520	25129521	cg22645427	LOC284798	F	Island	I
cg22715760	-0.98753184047928	0.372494934288953	0.181394426756494	-5.44411346113162	5.2064027952919e-08	chr15	44069288	44069289	cg22715760	ELL3	F	Island	I
cg22717014	0.200570834230764	1.22210017570004	0.197781227539218	1.01410450691531	0.310532887714772	chr4	111542473	111542474	cg22717014	PITX2	R	Island	I
cg22747897	-1.60539758243895	0.200809700626414	0.185493107540857	-8.65475598377875	4.93967336483647e-18	chr4	1005994	1005995	cg22747897	FGFRL1	R	Island	I
cg22761704	-0.458006294128494	0.632543494884799	0.187741799408953	-2.43955419395354	0.0147053967793671	chr4	48271149	48271150	cg22761704	TEC	F	N_Shore	I
cg22762844	-0.867290410304865	0.420088275383478	0.199434175044929	-4.34875522266673	1.36912420617784e-05	chr2	95692424	95692425	cg22762844	MAL	R	Island	I
cg22774088	-1.59681668565363	0.202540242121396	0.207626826420509	-7.69080139201076	1.46216257510974e-14	chr19	2253398	2253399	cg22774088	JSRP1	R	Island	I
cg22777062	-0.805637554523282	0.446802974475371	0.180115664634878	-4.47288999630562	7.71694811709462e-06	chr21	38353114	38353115	cg22777062	HLCS	F	Island	I
cg22777670	-1.11962334291537	0.326402713366909	0.180722871770021	-6.19524984275457	5.81926479469948e-10	chr17	9548120	9548121	cg22777670	USP43	R	N_Shore	II
cg22783363	-1.43789194580744	0.237427742048005	0.231829537455846	-6.20236731517138	5.56200734398302e-10	chr8	23021553	23021554	cg22783363	TNFRSF10D	R	Island	II
cg22801675	-1.51613269188362	0.219559350853558	0.185221229495711	-8.1855233118336	2.71122896251086e-16	chr5	175971121	175971122	cg22801675	NA	F	S_Shore	I
cg22809626	-1.37564358546111	0.252676924269026	0.182004524390843	-7.55829334498851	4.08392204704606e-14	chr14	74036661	74036662	cg22809626	ACOT2	F	Island	I
cg22823146	-0.431213884040873	0.649719931188203	0.188001221068617	-2.29367597502725	0.0218091177469609	chr3	71802594	71802595	cg22823146	EIF4E3	F	Island	I
cg22827124	-1.34235792922598	0.261228982362633	0.285081307365655	-4.70868448594643	2.49320647844729e-06	chr2	71126982	71126983	cg22827124	VAX2	F	Island	II
cg22834653	-1.14949419304431	0.316796966970544	0.18242271863731	-6.30126664941179	2.95222994114094e-10	chr3	192232077	192232078	cg22834653	FGF12	F	Island	I
cg22856324	-1.8094610721914	0.163742358338404	0.395208868809125	-4.57849308302167	4.68337648768185e-06	chr2	72371255	72371256	cg22856324	CYP26B1	F	Island	I
cg22861279	-1.05502236698031	0.348184639380127	0.180428737459615	-5.84730781711786	4.99592507690707e-09	chr14	105953244	105953245	cg22861279	CRIP1	R	Island	I
cg22863209	-1.74748360591085	0.17421177782547	0.204023207533725	-8.56512171842993	1.0796173718285e-17	chr8	142425581	142425582	cg22863209	NA	F	Island	I
cg22863920	0.189952219058101	1.20919181995283	0.195982544582172	0.969230292744039	0.332430300014907	chr8	72470832	72470833	cg22863920	NA	F	S_Shore	II
cg22865720	1.22430212824412	3.40179124019349	0.183107462875344	6.6862492058972	2.28963001210816e-11	chr1	1981816	1981817	cg22865720	PRKCZ	F	Island	I
cg22884020	-0.629869016058963	0.53266156654894	0.186633712430285	-3.37489410598443	0.000738440992236987	chr3	38081186	38081187	cg22884020	DLEC1	F	Island	II
cg22884516	-0.238250282720082	0.788005442265284	0.179319963242548	-1.32863223041053	0.18396933325229	chr22	45809543	45809544	cg22884516	SMC1B	F	Island	I
cg22889573	-1.42878576000669	0.23959967719532	0.185517269514207	-7.70163211084386	1.34339186358969e-14	chr3	134369939	134369940	cg22889573	KY	F	Island	I
cg22893248	-1.2372350786095	0.290185449714303	0.256596724465754	-4.82171033626981	1.42332530658219e-06	chr7	150020751	150020752	cg22893248	ACTR3C	F	Island	II
cg22963915	1.0862249976319	2.96306734691227	0.183518703424316	5.91887898815643	3.2414334319547e-09	chr19	3785855	3785856	cg22963915	MATK	F	Island	I
cg22973789	-1.74848572828945	0.174037283751105	0.201479675375798	-8.67822387061224	4.01997161214644e-18	chr2	200321011	200321012	cg22973789	SATB2	F	Island	I
cg22979783	-1.69263998745623	0.184033037206274	0.325095184652748	-5.20659815144366	1.92333981406249e-07	chr2	72371261	72371262	cg22979783	CYP26B1	F	Island	I
cg22984571	-1.22185404829584	0.29468330304882	0.214416625859093	-5.69850422466213	1.20863139161267e-08	chr3	186490656	186490657	cg22984571	NA	R	Island	I
cg22991512	-2.0970929619657	0.122812931680906	0.22652849602091	-9.25752388243521	2.09227829742954e-20	chr3	14643854	14643855	cg22991512	NA	R	Island	I
cg22991959	0.619448557978534	1.85790323339638	0.180604815379301	3.4298562675507	0.000603901055042212	chr5	101632171	101632172	cg22991959	SLCO4C1	F	Island	I
cg22997194	-1.12909290204317	0.323326412169529	0.18118719560557	-6.23163738623738	4.61584930210667e-10	chr10	72647819	72647820	cg22997194	PCBD1	R	Island	I
cg23009046	-1.51105514951113	0.220677007834903	0.184338216752145	-8.19718871178426	2.460739858781e-16	chr11	119600595	119600596	cg23009046	PVRL1	R	S_Shore	II
cg23009123	-1.75833226083496	0.172332029172482	0.427574067207125	-4.11234542899253	3.9165969299007e-05	chr10	94450531	94450532	cg23009123	HHEX	R	N_Shore	II
cg23018092	-1.39503358665648	0.247824712623956	0.18313821075973	-7.61738132566289	2.58873725879566e-14	chr5	126626364	126626365	cg23018092	MEGF10	F	Island	I
cg23037648	-0.945225272053842	0.388592022118047	0.180937628321507	-5.22403924944941	1.75061647064018e-07	chr3	101568246	101568247	cg23037648	NFKBIZ	R	Island	I
cg23048068	-1.1653094545912	0.311826151066433	0.322813637552694	-3.60985199827867	0.000306371763640719	chr8	82192604	82192605	cg23048068	FABP5	F	Island	I
cg23054189	0.743733690946765	2.10377571728894	0.182996362951072	4.06419930403544	4.81976295464729e-05	chr1	248020692	248020693	cg23054189	TRIM58	R	Island	I
cg23058177	-0.744721889571173	0.474866346860609	0.179292657825059	-4.15366640555811	3.27190074852521e-05	chr2	10220886	10220887	cg23058177	CYS1	R	Island	I
cg23075983	-1.77904210505888	0.168799762289491	0.240196606145369	-7.40660800170588	1.29570727469199e-13	chr1	59281540	59281541	cg23075983	NA	R	N_Shore	I
cg23094728	-1.63169452576032	0.19559784755533	0.213312053889778	-7.64933109032575	2.02027454224114e-14	chr5	56110263	56110264	cg23094728	MAP3K1	R	N_Shore	I
cg23097534	-1.41477126328695	0.242981185810555	0.199867051289207	-7.07856174472592	1.45658225028889e-12	chr5	37836748	37836749	cg23097534	GDNF	R	Island	II
cg23100152	-0.847803482530552	0.428354788140851	0.182114727646141	-4.65532630715009	3.23468001701357e-06	chr11	10472156	10472157	cg23100152	AMPD3	R	Island	I
cg23112192	-1.09006817610303	0.336193572557763	0.238286863289227	-4.57460457977465	4.77120239086385e-06	chr17	27893542	27893543	cg23112192	ABHD15	F	Island	II
cg23125200	0.228784318649786	1.25707088302388	0.18034759798185	1.26857424889469	0.204592953541025	chr13	20806732	20806733	cg23125200	GJB6	R	Island	I
cg23137531	-1.56754646304701	0.208556255612002	0.188730947236821	-8.30572031771787	9.92156883428358e-17	chr13	113622708	113622709	cg23137531	MCF2L	R	N_Shore	II
cg23152885	-1.48742431321669	0.225953893131286	0.184587039571744	-8.0581189051389	7.74774372122049e-16	chr15	74422282	74422283	cg23152885	ISLR2	R	Island	I
cg23164183	-0.460366688113609	0.631052203733869	0.18048400847786	-2.5507339514242	0.0107496349782023	chr5	2754894	2754895	cg23164183	C5orf38	R	Island	I
cg23166865	-1.63533713881167	0.194886656366539	0.198127027289631	-8.25398311973392	1.53201002586594e-16	chr1	63539729	63539730	cg23166865	NA	F	CpG_Ocean	I
cg23173307	-1.81745413752383	0.16243877173736	0.199583780469759	-9.10622162405228	8.53009740573853e-20	chr4	786244	786245	cg23173307	CPLX1	F	Island	I
cg23201032	-1.0873866979164	0.337096278040698	0.182796086379721	-5.9486322680759	2.70392341364259e-09	chr3	134369828	134369829	cg23201032	KY	R	Island	I
cg23210852	-0.217762872308997	0.804316144685408	0.194083254812918	-1.12200752465175	0.261859240555298	chr6	110797506	110797507	cg23210852	SLC22A16	F	Island	II
cg23230584	-0.444178063540143	0.641351209392356	0.511447274017292	-0.868472834064075	0.385135537727591	chr7	95025740	95025741	cg23230584	PON3	F	Island	I
cg23233404	-1.13430004698042	0.321647180475004	0.231716980115092	-4.89519605519207	9.82077705605521e-07	chr6	10887587	10887588	cg23233404	SYCP2L	R	Island	II
cg23244488	-0.312993896613012	0.731254375683704	0.179331115805056	-1.74534070792966	0.08092557992304	chr7	19146032	19146033	cg23244488	NA	F	Island	I
cg23244913	-1.9697186451276	0.139496098601295	0.23639310746449	-8.33238610996087	7.9229062815075e-17	chr6	29943401	29943402	cg23244913	HCG9	F	N_Shore	I
cg23264525	-0.952506481269517	0.385772878148956	0.187279835946839	-5.08600659784803	3.65681336443781e-07	chr1	24739887	24739888	cg23264525	NA	R	Island	I
cg23265500	-2.21747318817427	0.108883890620262	0.22254853746586	-9.96399802678751	2.19071618434686e-23	chr14	65016591	65016592	cg23265500	C14orf50	R	Island	II
cg23272632	-1.27386465807587	0.279748398076143	0.184525359363541	-6.90346661548116	5.07485870735668e-12	chr14	77737146	77737147	cg23272632	NGB	F	Island	I
cg23278196	-1.47456672898081	0.228877871714164	0.188321786971173	-7.8300378978802	4.87722928381458e-15	chr12	54071111	54071112	cg23278196	ATP5G2	F	Island	I
cg23319046	-0.356859083333778	0.6998711142903	0.183563562081812	-1.94406275018095	0.05188788452002	chr18	3247432	3247433	cg23319046	MYL12A	R	Island	I
cg23338503	-0.566705593767612	0.567391581457742	0.18250735795246	-3.10511093977499	0.00190207668574919	chr5	169064530	169064531	cg23338503	DOCK2	R	Island	I
cg23361355	-1.48290032327239	0.226978422003472	0.185550108979011	-7.99191297397801	1.32860816199216e-15	chr5	176170260	176170261	cg23361355	NA	R	Island	I
cg23376821	-1.04506047238093	0.351670552379437	0.196434780651029	-5.32013968665509	1.03687609415405e-07	chr6	45391365	45391366	cg23376821	RUNX2	R	Island	II
cg23393521	-0.849198443596664	0.427757666466485	0.180549366043557	-4.70341415317845	2.55846698706501e-06	chr2	171571097	171571098	cg23393521	LOC440925	R	Island	I
cg23401912	-1.12547969464448	0.324496770654863	0.234683083363361	-4.7957427459818	1.62073169091573e-06	chr17	16256974	16256975	cg23401912	CENPV	F	Island	I
cg23433889	-1.25173543133942	0.286008018643746	0.180267303583628	-6.94377408690051	3.81760837316622e-12	chr21	26934455	26934456	cg23433889	MIR155HG	R	Island	I
cg23435746	0.305666635576208	1.3575296790079	0.187381574277603	1.63125236168294	0.102837080806059	chr18	9334049	9334050	cg23435746	TWSG1	F	Island	II
cg23460843	-0.253321450117569	0.776218326243822	0.1989681355197	-1.27317597592146	0.202955603529913	chr2	127644075	127644076	cg23460843	NA	F	Island	I
cg23462956	0.44126324979845	1.55466991501915	0.182033944271002	2.4240712443253	0.0153475942540468	chr14	61119262	61119263	cg23462956	NA	F	S_Shelf	I
cg23473955	-0.778468262844222	0.459108706860227	0.390964456972583	-1.9911484252872	0.0464645719681448	chr17	27893407	27893408	cg23473955	ABHD15	R	Island	I
cg23493132	-1.22371901505431	0.294134240635074	0.183127528594438	-6.68233238577913	2.35168873002336e-11	chr19	54370796	54370797	cg23493132	MYADM	R	N_Shore	II
cg23497383	-0.225410582005368	0.798188429665716	0.464136934048695	-0.485655343217566	0.627211550604096	chr2	239140182	239140183	cg23497383	LOC151174	F	Island	I
cg23498771	-1.14155090965035	0.3193233958439	0.180723061459294	-6.31657576201181	2.67422376751246e-10	chr7	1083910	1083911	cg23498771	C7orf50	R	N_Shore	II
cg23514619	-2.56908213882294	0.0766058266790045	1.0172013419326	-2.52563777977513	0.0115488486268755	chr6	43237330	43237331	cg23514619	TTBK1	R	Island	I
cg23516463	-1.71190877072413	0.18052089056137	0.195025278559177	-8.77788142835382	1.66582758086275e-18	chr10	88391965	88391966	cg23516463	NA	F	Island	I
cg23523648	-1.46291028608124	0.231561383271811	0.181691866724736	-8.05160028598062	8.17184158961474e-16	chr1	65614897	65614898	cg23523648	AK3L1	F	Island	II
cg23526973	0.419181545545027	1.52071640902054	0.179680484426652	2.33292751231503	0.0196519501238583	chr2	237086991	237086992	cg23526973	NA	F	Island	I
cg23528400	0.416155076848886	1.51612096590297	0.183018849209709	2.27383725034814	0.02297577365945	chr3	32859438	32859439	cg23528400	TRIM71	F	Island	I
cg23547017	0.568253642544876	1.76518171991579	0.218663117894828	2.59876310196122	0.00935603162293843	chr2	177030171	177030172	cg23547017	HOXD3	F	S_Shore	I
cg23561979	-1.53350802330805	0.215777385960005	0.261445064874958	-5.86550763175235	4.47760670147481e-09	chr2	42329535	42329536	cg23561979	NA	F	Island	I
cg23567562	-1.45564734093165	0.23324932318483	0.19376756419515	-7.51233751106877	5.80808109932235e-14	chr11	75141735	75141736	cg23567562	KLHL35	R	Island	I
cg23616100	-1.62504658768054	0.196902501759661	0.199864788050666	-8.13072979752987	4.26713548379127e-16	chr1	9884624	9884625	cg23616100	CLSTN1	F	Island	I
cg23631229	-0.715928563669014	0.488738076607063	0.184310322912834	-3.8843649794244	0.000102597688944124	chr1	7962850	7962851	cg23631229	NA	R	CpG_Ocean	I
cg23642587	-0.549224001579947	0.577397696278691	0.179319429350305	-3.06282483482046	0.0021925836253849	chr17	54911515	54911516	cg23642587	DGKE	F	Island	I
cg23660154	-0.681726506136986	0.505743069652717	0.185921138349201	-3.66675092563467	0.000245651858212468	chr1	110626540	110626541	cg23660154	NA	R	Island	I
cg23677039	-1.09877252643749	0.333279925022669	0.180598324232477	-6.08406822769344	1.17170704646384e-09	chr1	21044685	21044686	cg23677039	KIF17	F	Island	I
cg23684074	-1.11773787911644	0.327018714408178	0.181942603191905	-6.14335432992294	8.07967699648352e-10	chr7	128470599	128470600	cg23684074	FLNC	F	Island	I
cg23685597	-0.757309694402513	0.468926286559972	0.353550426925741	-2.14201323694506	0.0321924168725838	chr8	143556749	143556750	cg23685597	BAI1	F	Island	I
cg23693289	-0.96804269288446	0.379825746648506	0.182850529114085	-5.29417496123556	1.19554929173009e-07	chr8	27183097	27183098	cg23693289	PTK2B	F	Island	I
cg23695707	0.389065140454664	1.47560066950094	0.181682806533088	2.14145272125026	0.0322375472628313	chr14	95234826	95234827	cg23695707	GSC	R	Island	I
cg23708763	-1.94996368844425	0.142279237873193	0.195268322487828	-9.98607282328552	1.75393359066196e-23	chr14	23291897	23291898	cg23708763	NA	F	Island	II
cg23748923	-1.35489377882077	0.257974695372875	0.214961534176131	-6.30295919692602	2.92015787783343e-10	chr17	2628248	2628249	cg23748923	NA	F	Island	I
cg23757738	-1.62712514914785	0.196493652862669	0.185841424635937	-8.75544918112515	2.0329221356023e-18	chr4	3464887	3464888	cg23757738	DOK7	R	Island	I
cg23782734	-1.63660787692303	0.194639163747356	0.185140981158389	-8.83979260930295	9.58964413433054e-19	chr10	3109041	3109042	cg23782734	PFKP	F	Island	I
cg23808946	-1.05690430171381	0.347529994806001	0.180701820940186	-5.84888572906886	4.94876902204515e-09	chr2	45169548	45169549	cg23808946	SIX3	R	Island	I
cg23813012	0.120034548401311	1.12753580546597	0.199152673561243	0.602726271532569	0.546690801466958	chr1	14026482	14026483	cg23813012	PRDM2	R	Island	II
cg23829024	-1.5325462515431	0.21598501438691	0.190151698396958	-8.05959801812437	7.65457438230403e-16	chr6	26018074	26018075	cg23829024	HIST1H1A	R	N_Shelf	I
cg23837799	-1.46627935601771	0.230782549486415	0.187282606413693	-7.82923403350554	4.90851189143501e-15	chr15	31684836	31684837	cg23837799	NA	F	Island	I
cg23844174	-1.3696505795711	0.25419576522995	0.181456600095116	-7.54808906842272	4.41690833798529e-14	chr1	2064819	2064820	cg23844174	PRKCZ	F	Island	I
cg23844623	-0.862668654121571	0.422034314563015	0.181252111321271	-4.75949575336248	1.94077208539835e-06	chr11	47290730	47290731	cg23844623	MADD	F	N_Shore	II
cg23868141	-1.84093490914515	0.15866901562881	0.190038787116506	-9.68715353890645	3.41925228431982e-22	chr19	3275646	3275647	cg23868141	BRUNOL5	R	Island	I
cg23871640	-0.914719287088054	0.400629072060991	0.216582805299184	-4.22341600859993	2.4062706998285e-05	chr1	110611807	110611808	cg23871640	ALX3	R	Island	II
cg23874561	0.376181689027178	1.45671177827473	0.304364561601901	1.23595758667598	0.216474329566966	chr4	81124484	81124485	cg23874561	PRDM8	F	Island	I
cg23881926	-0.840215419891307	0.431617534411248	0.181326112855304	-4.63372542796298	3.59143272905461e-06	chr8	59058656	59058657	cg23881926	FAM110B	R	Island	I
cg23882658	-1.64259597482409	0.193477128043522	0.195027735337314	-8.42237116676306	3.68940061245125e-17	chr17	1959132	1959133	cg23882658	HIC1	R	Island	II
cg23883409	-1.31916182278211	0.267359302553034	0.182821694750264	-7.21556500493057	5.37104949423921e-13	chr8	142425636	142425637	cg23883409	NA	F	Island	I
cg23889086	-0.855721931742151	0.424976276446267	0.180879507206742	-4.73089486452479	2.23532273675866e-06	chr19	47731562	47731563	cg23889086	BBC3	R	Island	I
cg23889236	-1.34349901524198	0.26093106762938	0.184353844896495	-7.28761049706497	3.15500523318478e-13	chr11	706100	706101	cg23889236	EPS8L2	F	Island	I
cg23907926	-0.588271495923354	0.555286270272407	0.187827484580514	-3.13197771474806	0.00173633054310929	chr12	131303621	131303622	cg23907926	STX2	R	Island	II
cg23910835	-0.637543991011786	0.52858905058737	0.181556900152491	-3.51153820359516	0.000445521422721999	chr4	154710900	154710901	cg23910835	SFRP2	F	N_Shore	II
cg23928165	-0.425358681120849	0.653535332299955	0.458955225315578	-0.926797773853368	0.354031541016977	chr19	46996713	46996714	cg23928165	PNMAL2	R	Island	I
cg23930856	0.252582677806177	1.28734592669202	0.1818271972366	1.38913584790898	0.164791444792699	chr6	50811724	50811725	cg23930856	TFAP2B	F	N_Shore	I
cg23952189	-2.10075016065658	0.122364600705374	0.198725789442814	-10.5710998383584	4.05708408850288e-26	chr17	27503924	27503925	cg23952189	MYO18A	F	Island	I
cg23967540	-0.955992338724367	0.384430469966889	0.181217410157491	-5.2753890362606	1.32474750605646e-07	chr8	21906746	21906747	cg23967540	NA	R	S_Shore	I
cg23982858	0.30844665461389	1.36130888806235	0.179844792656221	1.71507136825193	0.0863321429556354	chr12	95941869	95941870	cg23982858	USP44	R	N_Shore	II
cg24000285	-1.19415636506049	0.302959433564733	0.185759639068017	-6.42850282791111	1.28866856407286e-10	chr19	7953429	7953430	cg24000285	LRRC8E	F	Island	I
cg24015081	-1.94702612215179	0.142697807052847	0.193647106372175	-10.0545066674519	8.77598792159146e-24	chr14	105144033	105144034	cg24015081	NA	F	N_Shore	I
cg24033330	0.817762537471707	2.26542535832098	0.185103318325009	4.41787075926893	9.96779908000052e-06	chr20	39317034	39317035	cg24033330	MAFB	R	Island	I
cg24034005	-0.88392820991559	0.413156753371776	0.203465229737523	-4.34436985157555	1.39676021956177e-05	chr14	97059192	97059193	cg24034005	NA	R	Island	I
cg24041541	-1.55227117065519	0.211766469453241	0.186981004357886	-8.30175865182597	1.02581433493861e-16	chr8	77586395	77586396	cg24041541	LOC100192378	R	N_Shelf	I
cg24051554	-0.586497355099384	0.556272300733301	0.39850360732268	-1.47174917446727	0.14108862313152	chr1	151811620	151811621	cg24051554	LOC100132111	R	Island	I
cg24085809	-0.251809899701287	0.777392506570799	0.1801878223849	-1.39748567005486	0.162267572906789	chr1	197881471	197881472	cg24085809	LHX9	F	Island	I
cg24106636	0.686586405541333	1.98692139975232	0.192867482049392	3.55988681060036	0.000371014674568891	chr1	116381475	116381476	cg24106636	NHLH2	R	Island	I
cg24110050	-0.525181996363243	0.591447713238197	0.18124746193084	-2.89759641745296	0.00376034133943049	chr1	67217853	67217854	cg24110050	TCTEX1D1	R	N_Shore	II
cg24114154	0.0708348287180321	1.07340391572466	0.179975125759558	0.393581215287859	0.693890252152824	chr17	46655829	46655830	cg24114154	HOXB4	F	S_Shore	II
cg24115264	0.73836164432505	2.0925044380791	0.180583653359771	4.08875128278658	4.33701563191516e-05	chr13	43149043	43149044	cg24115264	TNFSF11	R	Island	II
cg24120696	0.818855623031828	2.26790301596689	0.183825882597059	4.45451756555271	8.40820453777738e-06	chr8	53853604	53853605	cg24120696	NA	F	Island	I
cg24120847	-1.56385217332075	0.209328147763194	0.188684068728205	-8.28820463678596	1.1497065171634e-16	chr22	24181562	24181563	cg24120847	DERL3	R	Island	I
cg24155129	-1.68228670845426	0.185948279999612	0.19098538817642	-8.80845767583159	1.26879453799024e-18	chr1	153505790	153505791	cg24155129	NA	F	N_Shelf	I
cg24164564	-2.20037379393857	0.110761748553213	0.223281195795024	-9.85472057377621	6.53983479160483e-23	chr8	76317040	76317041	cg24164564	NA	R	N_Shelf	I
cg24182470	-1.13059740191467	0.322840333368403	0.190003622997836	-5.95039917700699	2.67489306041605e-09	chr12	39299844	39299845	cg24182470	CPNE8	R	N_Shore	I
cg24194467	-1.57420898492779	0.207171363555278	0.183378687458358	-8.58447078418132	9.12555356283737e-18	chr5	64398797	64398798	cg24194467	NA	R	Island	I
cg24213719	-1.1344431237351	0.321601163532326	0.23491447970434	-4.82917496257741	1.37099906834646e-06	chr18	60263646	60263647	cg24213719	NA	F	Island	I
