	PC-P-1	PC-P-10	PC-P-2	PC-P-3	PC-P-4	PC-P-5	PC-P-6	PC-P-7	PC-P-8	PC-P-9	PC-T-1	PC-T-2	PC-T-4	PC-T-6	PC-T-7	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Pancreas	STL002PA-01	STL003PA-01
chr19:51227742-51227848	NA	NA	NA	NA	0.0018018018018018	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.00141843971631206	NA	0.00208333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00114942528735632	NA	NA	NA	NA	NA	NA	0.00121212121212121	0.000512820512820513
chr4:22517027-22517067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667
chr14:69260675-69260711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA
chr2:74726655-74726671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA
chr10:22765247-22765277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	0.00595238095238095
chr12:2800255-2800305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.802619047619048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0117647058823529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0308512912471644
chr19:22610631-22610672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5125	NA	NA	NA	NA	NA	0.116666666666667	0.00625	NA	0.00666666666666667	0.0166666666666667	0.025	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr9:21994301-21994363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	0.00416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:181438113-181438132	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0325107716412064	NA
chr5:72743608-72743622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00520833333333333	NA
chr15:42208896-42208910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0638095238095238	NA
chr7:100946173-100946189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527777777777778	0.5	NA	0.0277777777777778	1	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17:72347993-72348063	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:23115394-23115431	NA	1	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0087719298245614	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA
chr4:22516887-22516963	0.0670512820512821	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0921204481792717
chr15:84322505-84322541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0256410256410256	0.8825	0.815	NA	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:111532884-111532959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	0.00344827586206897
chr17:13504274-13504289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr16:31228141-31228150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0036231884057971
chr12:2800311-2800349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00574712643678161
chr13:79170266-79170270	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	1	0.0277777777777778	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152	NA
chr6:42072312-42072321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.140740740740741	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:44439421-44439525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0043010752688172	NA
chr1:149137840-149137854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12:111284767-111284775	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00490196078431373
chr12:111472687-111472696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037
chr11:15095027-15095117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:220702156-220702173	NA	NA	NA	NA	0.0238095238095238	NA	NA	NA	0.0277777777777778	0.0476190476190476	NA	0.933333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA
chr19:15122056-15122080	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	0.0133333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0251461988304094	0.0438433746704423
chr15:68116689-68116867	NA	0.0833333333333333	NA	NA	0.0555555555555556	NA	NA	0.0277777777777778	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.0416666666666667	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA
chr19:45655545-45655563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA
chr4:111532814-111532829	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138888888888889	NA	NA	NA	NA	0.0138888888888889	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	0.0592592592592593	0.00952380952380952
chr6:1625388-1625524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0600720569752828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00512820512820513	0.00196078431372549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:15500463-15500477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.506666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	0.00266666666666667
chr13:109793301-109793321	NA	NA	NA	NA	0.04	NA	NA	NA	NA	NA	NA	0.916666666666667	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	0.111111111111111	NA	0.111111111111111	NA	NA	NA
chr11:2165354-2165371	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA
chr19:15090076-15090149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.025	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	0.0102564102564103
chr4:186317916-186318071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA
chr1:3077720-3077740	NA	NA	0.527777777777778	NA	0.5	NA	NA	0.0277777777777778	NA	0.0555555555555556	0.819444444444444	0.714285714285714	0.638888888888889	0.25	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128205128205128	NA	0.0925925925925926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17:59494298-59494345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	0.00222222222222222	NA	NA	NA	NA	NA	NA	NA	NA
chr13:112547580-112547599	NA	NA	NA	NA	NA	NA	0.185185185185185	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00757575757575758	NA
chr2:192711471-192711579	NA	0.431363636363636	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	1	NA	0.358333333333333	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	0.166666666666667	NA	NA
chr22:46367513-46367526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	0.468253968253968	NA	1	0.685185185185185	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0119047619047619	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	0.0606060606060606	NA
chr5:140855923-140856139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00392156862745098	NA	NA	0.00333333333333333	NA	0.00151515151515152	0.00303030303030303
chr4:110223586-110223630	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	0.333333333333333	1	NA	NA	0.0416666666666667	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128205128205128	NA	NA	0.0166666666666667	NA	0.0238095238095238	NA	NA	NA	NA	NA	0.00292397660818713
chr8:55379590-55379616	0.0142857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	0.00526315789473684
chr1:108023481-108023496	0.25	0.0238095238095238	NA	0.166666666666667	0.0166666666666667	NA	NA	NA	0.0238095238095238	NA	0.5	NA	0.666666666666667	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	NA	0.0151515151515152	NA	NA	NA
chr15:27216470-27216475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA
chr22:24316481-24316530	NA	NA	NA	NA	0.00303030303030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:131757723-131757767	NA	NA	0.0133333333333333	NA	0.00444444444444444	NA	NA	0.0111111111111111	NA	NA	1	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00256410256410256	0.00303030303030303
chr13:28366937-28366972	NA	NA	NA	0.00634920634920635	NA	0.0412698412698413	NA	NA	NA	NA	NA	0.154285714285714	1	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	0.0142857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13:23733978-23734005	NA	NA	NA	0.00444444444444444	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0133333333333333	NA	NA	0.0259259259259259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:17218475-17218590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.855555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00170940170940171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00166666666666667	0.00153256704980843
chr7:72848299-72848313	NA	1	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:15094992-15095016	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	1	NA	NA	0.0388888888888889	0.00909090909090909	NA	NA	0.00740740740740741	NA	NA	NA	0.0269230769230769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	0.025	NA	NA	NA	NA	NA
chr5:134871079-134871085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87962962962963	0.666666666666667	NA	0.638888888888889	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:5339810-5339821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	1	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333
chr7:100609885-100609947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	0.00793650793650794	NA
chr6:26271403-26271438	NA	NA	0.0277777777777778	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7:101931207-101931300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA
chr13:23733902-23733939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA
chr14:23835204-23835295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0133333333333333	0.0133333333333333	0.0142857142857143	0.0285714285714286	NA	NA	0.0153846153846154	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	0.00625	0.01	NA	0.02	0.116666666666667	NA	NA	NA	NA	NA	0.0990909090909091	0.0638888888888889
chr2:99439450-99439463	NA	0.138888888888889	NA	NA	0.0277777777777778	NA	NA	NA	0.166666666666667	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	0.166666666666667	NA	NA
chr6:101849580-101849719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:98956027-98956045	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA
chr11:123066945-123066957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA
chr9:120175620-120175674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:2269831-2269870	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00317460317460317	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA
chr4:111543595-111543629	NA	NA	NA	NA	0.166666666666667	NA	0.0181818181818182	NA	NA	NA	NA	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	0.0685714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	0.00625
chr17:59482675-59482689	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	1	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.111111111111111	NA	NA	NA	0.0333333333333333	NA	NA
chr5:528649-528660	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0222222222222222
chr22:25678704-25678712	NA	NA	0.0555555555555556	NA	0.0277777777777778	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA
chr13:58205958-58206057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00526315789473684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:149858163-149858326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:45655512-45655526	NA	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0555555555555556	0.0555555555555556	NA	0.0185185185185185	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	0.00793650793650794
chr2:64834213-64834279	NA	NA	1	NA	0.0647619047619048	0.0133333333333333	NA	NA	NA	NA	NA	0.0619047619047619	NA	0.980952380952381	NA	NA	0.00606060606060606	NA	0.0457142857142857	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	0.458730158730159	NA	NA
chr14:52735274-52735289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	0.00694444444444444
chr9:135116371-135116415	NA	NA	NA	NA	0.0173669467787115	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.00277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00208333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037	0.00185185185185185
chr2:154728467-154728495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:43276477-43276512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA
chr3:179754883-179754907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA
chr19:48918302-48918325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0303030303030303	0.0296703296703297
chr20:44639176-44639184	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
