	7-P-1	7-P-10	7-P-11	7-P-12	7-P-13	7-P-14	7-P-15	7-P-16	7-P-17	7-P-18	7-P-19	7-P-2	7-P-20	7-P-21	7-P-22	7-P-23	7-P-25	7-P-26	7-P-27	7-P-28	7-P-29	7-P-3	7-P-30	7-P-4	7-P-5	7-P-6	7-P-7	7-P-8	7-P-9	7-T-1	7-T-2	7-T-3	7-T-4	7-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Lung	STL001LG-01	STL002LG-01
chr15:89903765-89903799	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	0.0555555555555556	NA	1	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0555555555555556	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:55117951-55117964	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.0555555555555556	NA	NA	0.0133333333333333	0.00210970464135021
chr20:50248291-50248312	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0534188034188034	NA
chr16:31214435-31214493	NA	NA	NA	NA	0.888888888888889	NA	0.888888888888889	1	NA	1	NA	0.5	NA	NA	1	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152	NA	0.0319220430107527
chr2:45231292-45231352	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.177777777777778	0.025	0.527777777777778	NA	0.0111111111111111	NA	0.5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0116883116883117
chr22:19706420-19706436	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00857142857142857
chr10:118900000-118900043	0.0416666666666667	NA	0.822222222222222	1	NA	1	0.855555555555556	0.5	NA	1	NA	NA	1	0.475925925925926	0.327777777777778	NA	0.666666666666667	0.833333333333333	0.361111111111111	1	0.958333333333333	NA	0.75	NA	NA	NA	NA	NA	NA	NA	1	0.344444444444444	0.666666666666667	0.0303030303030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	0.0119047619047619	NA	NA	NA	0.0277777777777778	NA	NA	0.0555555555555556	NA	NA	NA	NA
chr3:62354744-62354763	NA	NA	0.177777777777778	1	0.5	1	1	1	1	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	0.0333333333333333	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.0858585858585859	NA
chr8:99986838-99986872	0.0125	NA	NA	0.025	1	1	NA	0.888888888888889	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	0.00166666666666667
chr19:46997022-46997032	NA	NA	NA	0.666666666666667	1	NA	0.5	0.5	NA	0.75	1	NA	NA	0.5	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0040650406504065
chr5:176023777-176023789	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0327131782945736
chr10:88123108-88123129	NA	NA	0.23	0.143333333333333	0.23	0.324285714285714	0.23	0.23	0.137272727272727	0.388141025641026	0.222857142857143	NA	0.04	0.23	0.324285714285714	1	0.222857142857143	0.179166666666667	0.2425	1	0.23	NA	0.151666666666667	NA	NA	NA	NA	NA	NA	0.330769230769231	0.669444444444445	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8:145105236-145105342	NA	0.00666666666666667	1	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.916666666666667	NA	NA	1	1	NA	NA	1	0.0121212121212121	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0121734587251829
chr15:35046931-35046942	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.666666666666667	0.0666666666666667	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	0.233333333333333	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr16:77468335-77468427	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00583333333333333
chr1:200842640-200842659	0.025	NA	1	0.769423558897243	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00714285714285714	NA	NA	0.025	NA	0.166666666666667	NA	NA	NA	1	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	0.0583333333333333	NA	0.025	0.025	NA	NA	NA	0.00833333333333333	NA	0.025	NA	NA	0.0708333333333333	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	0.0238095238095238	0.0294489611562782
chr4:183369457-183369467	NA	NA	NA	NA	NA	NA	NA	1	0.666666666666667	1	0.0555555555555556	0.0208333333333333	NA	NA	NA	NA	1	NA	NA	0.5	NA	NA	NA	NA	NA	NA	0.0151515151515152	0.0185185185185185	NA	NA	NA	NA	1	0.0138888888888889	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00793650793650794
chr14:75389730-75389743	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.722222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00505050505050505
chr16:66612931-66612945	NA	NA	1	NA	NA	NA	0.277777777777778	NA	0.5	NA	NA	NA	0.5	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0228260869565217
chr16:66613088-66613104	NA	NA	0.333333333333333	NA	NA	1	NA	1	1	1	NA	0.00833333333333333	0.025	1	NA	0.0125	NA	NA	NA	1	NA	NA	NA	0.0958333333333333	NA	NA	0.025	NA	NA	NA	NA	0.679166666666667	NA	0.358333333333333	NA	NA	NA	NA	0.0583333333333333	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.116666666666667	NA	NA	NA	NA	NA	NA	0.0730841620179481
chr2:42329579-42329595	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0194308709399253
chr14:100763834-100763860	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.583333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142857142857143	NA	NA	0.0666666666666667	NA	NA	0.0476190476190476	NA	0.200490196078431
chr6:27840167-27840315	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.494444444444444	NA	0.0277777777777778	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0025
chr6:27661874-27661962	NA	NA	NA	NA	1	NA	0.97	0.10031746031746	0.5	NA	NA	NA	1	0.913333333333333	NA	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.916825396825397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	0.00166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00258899676375404
chr4:10463166-10463182	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0116666666666667	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA
chr17:41984773-41985084	NA	NA	0.522948438634713	0.468417967996915	0.0942124542124542	0.5	0.579372294372294	0.403333333333333	0.640692640692641	0.327555555555556	0.455133232780292	NA	0.599366515837104	0.666666666666667	0.426013518645098	0.6	0.395966840177366	0.051796157059315	0.617366530410009	1	0.411861471861472	NA	0.377372134038801	NA	NA	NA	NA	NA	NA	NA	NA	0.656666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	0.00531045751633987
chr16:54970930-54971006	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037
chr1:209848745-209848863	NA	NA	0.422554237255543	NA	NA	NA	NA	0.422554237255543	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.558458208458208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00253164556962025
chr7:100181505-100181530	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA
chr1:48175818-48175904	NA	NA	0.777142857142857	0.5	0.8	NA	0.5125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	0.0431818181818182	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	0.00344827586206897	0.00481927710843374
chr20:37435557-37435588	NA	NA	NA	NA	NA	NA	NA	0.308887191240132	0.525	NA	NA	NA	1	NA	0.675	1	0.30025974025974	NA	0.666666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:152085168-152085186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	NA	NA	NA	0.00217391304347826	0.004
chr16:84633435-84633667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0395604395604396
chr7:1631420-1631625	NA	NA	0.0666666666666667	0.0833333333333333	NA	NA	NA	NA	NA	1	NA	NA	0.222222222222222	NA	1	NA	0.111111111111111	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0317460317460317	NA
chr16:54970398-54970403	NA	NA	0.5	0.0277777777777778	0.5	NA	0.5	0.333333333333333	0.5	0.8	1	NA	0.5	NA	0.5	0.5	1	NA	0.333333333333333	NA	0.5	NA	0.5	0.319444444444444	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00617283950617284
chr11:111383544-111383557	NA	NA	NA	NA	1	0.25	NA	0.0185185185185185	NA	0.333333333333333	NA	NA	NA	0.5	0.333333333333333	NA	1	NA	NA	NA	0.5	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17:77775060-77775075	NA	NA	0.25	0.5	0.333333333333333	0.5125	0.666666666666667	0.675	0.5	0.666666666666667	0.5	NA	0.5	0.666666666666667	1	0.5	1	0.5	1	NA	1	NA	0.333333333333333	NA	0.0125	NA	NA	NA	NA	NA	NA	0.5125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	0.0046875
chr2:192711383-192711440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	0.466666666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0488095238095238
chr2:45231876-45231883	NA	NA	0.5	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00268817204301075
chr14:60794617-60794632	NA	NA	NA	1	NA	NA	1	NA	NA	1	1	NA	1	NA	NA	0.5	1	1	NA	NA	1	NA	0.025	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	0.00149253731343284
chr5:138609320-138609464	NA	NA	1	0.293501937423506	0.830837371661077	NA	NA	NA	NA	NA	0.0618492618492619	NA	1	0.101481481481481	NA	1	NA	NA	NA	NA	1	NA	0.0291866028708134	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	0.966137566137566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00272108843537415	NA	0.000888888888888889
chr13:100630745-100630774	NA	0.0333333333333333	0.869047619047619	0.722222222222222	0.822222222222222	0.822222222222222	1	0.877777777777778	1	0.816666666666667	0.854166666666667	NA	0.822222222222222	0.822222222222222	0.805555555555555	1	0.813131313131313	1	0.5	NA	0.466666666666667	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA
chr2:80530412-80530449	NA	NA	NA	1	NA	1	0.5	1	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	0.194444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	0.0036144578313253
chr5:115152519-115152538	NA	NA	0.25	0.5	0.5	0.5	0.5	0.333333333333333	0.666666666666667	1	1	NA	NA	0.5	1	1	NA	1	0.638888888888889	NA	NA	NA	0.333333333333333	0.0277777777777778	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00709219858156028
chr2:26408075-26408083	NA	NA	0.666666666666667	0.75	1	1	1	0.5	0.5	0.5	NA	NA	NA	NA	NA	NA	1	0.5	0.5	NA	0.5	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0040650406504065
chr14:99712947-99712955	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	1	NA	1	0.0555555555555556	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18:67614754-67614879	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0450793650793651	NA
chr1:202896419-202896456	NA	NA	NA	NA	0.222857142857143	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA
chr2:111875488-111875505	NA	NA	NA	1	NA	1	0.5	NA	NA	1	0.333333333333333	NA	NA	NA	0.5	1	1	NA	NA	1	0.5	NA	0.5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	0.164451951951952
chr16:3079747-3079839	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958222824613716	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00512820512820513	NA	NA	NA	NA	NA	1	NA	0.705625485625486	NA	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00266666666666667	NA	0.0577592800683481
chr9:87285444-87285457	NA	NA	0.177777777777778	0.130952380952381	1	1	NA	0.513888888888889	0.147435897435897	0.108333333333333	1	NA	0.108333333333333	1	1	0.554166666666667	0.261904761904762	0.0555555555555556	NA	0.177777777777778	0.177777777777778	NA	0.21474358974359	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	0.511111111111111	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	0.0238095238095238	NA	NA	NA	NA	0.0111111111111111	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.130952380952381	NA	NA
chr2:177016575-177016594	0.025	NA	0.666666666666667	0.5125	NA	0.5	1	NA	0.025	0.558333333333333	1	0.025	NA	NA	1	0.5	0.666666666666667	0.179166666666667	1	NA	NA	NA	0.5	0.0406015037593985	NA	NA	NA	0.0555555555555556	NA	NA	0.5	1	NA	0.333333333333333	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	0.025	NA	NA	NA	NA	0.0133333333333333	NA	0.00425531914893617
chr17:1394793-1394811	NA	NA	NA	NA	1	NA	NA	NA	NA	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:10625020-10625068	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	1	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	0.019047619047619	NA	NA	0.0245791245791246
chr17:80333039-80333065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.869047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0422322775263952
chr11:46383030-46383065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0256410256410256	NA
chr6:26502017-26502043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	1	0.353333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	NA	NA	0.0032520325203252
chr20:21081902-21081918	NA	NA	0.5	1	0.291666666666667	0.666666666666667	1	0.37037037037037	1	0.333333333333333	0.666666666666667	NA	0.333333333333333	1	0.666666666666667	NA	0.5	0.527777777777778	NA	NA	0.333333333333333	NA	0.5	0.0138888888888889	0.0185185185185185	NA	NA	NA	NA	NA	1	NA	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA
chr6:150311866-150311936	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	0.5	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0028169014084507
